databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	faction	subtitle	cost	requires	provides	fighting	power	body	rarity	designators	text
thronewar_darkness_adept_tw	Darkness Adept	shadowfist/throne-war/Shadowfist-ThroneWar-DarknessAdept.jpg	default	Character	Throne War	thronewar	playerNDeck	Four Monarchs	Vicious Sorceress	2	{mon}	{mon}{mag}	2			Uncommon	darkness adept vicious sorceress	When any card is smoked, Darkness Adept gains +1 Fighting until the end of the turn.
thronewar_darkness_priestess_tw	Darkness Priestess	shadowfist/throne-war/Shadowfist-ThroneWar-DarknessPriestess.jpg	default	Character	Throne War	thronewar	playerNDeck	Four Monarchs	Netherworld Sorceress	1		{mon}{mag}	1			Common	darkness priestess netherworld sorceress	When any opponent sacrifices or toasts a card, you gain 1 Power
thronewar_demon_emperor_tw	Demon Emperor	shadowfist/throne-war/Shadowfist-ThroneWar-DemonEmperor.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Wicked Impersonator	4	{lot}{lot}{mag}	{lot}	6			Rare	demon emperor wicked impersonator	Unique. Regenerate. When Demon Emperor turns to attack, it gains Stealth until the end of the attack if any <Demon> Character you control turns to attack with it.
thronewar_desolate_ridge_tw	Desolate Ridge	shadowfist/throne-war/Shadowfist-ThroneWar-DesolateRidge.jpg	default	Site	Throne War	thronewar	playerNDeck	Feng Shui Site	Feng Shui Site					1	6	Uncommon	desolate ridge	Limited. Turn in response to an Event to inflict 2 damage on target Site or Character controlled by the player who played that Event.
thronewar_die_tw	Die!!!	shadowfist/throne-war/Shadowfist-ThroneWar-Die.jpg	default	Event	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Event	0	{lot}{lot}{lot}					Uncommon	die	Turn X {lot} Characters you control to smoke any number of Characters controlled by opponents whose total printed cost is less than X+2. X may be zero.
thronewar_discerning_fire_tw	Discerning Fire	shadowfist/throne-war/Shadowfist-ThroneWar-DiscerningFire.jpg	default	Event	Throne War	thronewar	playerNDeck	Magic	Event	X	{mag}{mag}					Common	discerning fire	Smoke X target cards that share a designator other than <Netherworld>. X must be greater than one. Power-generating Sites are not legal targets.
thronewar_dr_celeste_carter_tw	Dr. Celeste Carter	shadowfist/throne-war/Shadowfist-ThroneWar-DrCelesteCarter.jpg	default	Character	Throne War	thronewar	playerNDeck	Architects of the Flesh	Purist Assassin	3	{arc}{arc}	{arc}{mag}	3			Rare	dr celeste carter purist assassin	Unique. Assassinate. +1 Fighting for each {mag} card in play. -1 Fighting for each {tek} card in play.
thronewar_dr_john_haynes_tw	Dr. John Haynes	shadowfist/throne-war/Shadowfist-ThroneWar-DrJohnHaynes.jpg	default	Character	Throne War	thronewar	playerNDeck	Dragons	Full-Contact Historian	4	{dra}{dra}{dra}	{dra}	6			Rare	dr john haynes full contact historian	Unique. Stealth. Toughness: 1. When a card you control is targeted by an Event played by an opponent, that opponent must show you his or her hand, and you may force that opponent to discard one card of your choice.
thronewar_eagle_mountain_tw	Eagle Mountain	shadowfist/throne-war/Shadowfist-ThroneWar-EagleMountain.jpg	default	Site	Throne War	thronewar	playerNDeck	Feng Shui Site	Feng Shui Site					1	6	Common	eagle mountain	No effect if Eagle Mountain is not in your front row. When Characters at this location turn to attack, they gain Toughness: 1 until the end of the attack. Instead, when Eagle Mountain is revealed during an attack, Characters that were at this location when they turned to attack gain Toughness: 1 until the end of the attack.
thronewar_earth_poisoner_tw	Earth Poisoner	shadowfist/throne-war/Shadowfist-ThroneWar-EarthPoisoner.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Eunuch Geomancer	2		{lot}{mag}	2			Common	earth poisoner eunuch geomancer	Inflict 2 damage on any Site turned by an opponent while Earth Poisoner is attacking.
thronewar_eater_of_fortune_tw	Eater of Fortune	shadowfist/throne-war/Shadowfist-ThroneWar-EaterOfFortune.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Hungry Demon	2	{lot}{mag}	{lot}	2			Uncommon	eater fortune hungry demon	+1 Fighting for each Edge controlled by any opponent. When Eater of Fortune enters play, you may target an Edge :: Smoke that Edge.
thronewar_elite_guards_tw	Elite Guards	shadowfist/throne-war/Shadowfist-ThroneWar-EliteGuards.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Competent Pawns	2	{lot}	{lot}	2			Common	elite guard competent pawn	<Eunuch> Characters are not legal targets for attacks or Events while Elite Guards is in play. Inflicts +1 damage for each Unique {lot} Character you control.
thronewar_evil_twin_tw	Evil Twin	shadowfist/throne-war/Shadowfist-ThroneWar-EvilTwin.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Sinister Sibling	3	{lot}	{lot}	*			Uncommon	evil twin sinister sibling	Uncopyable. When Evil Twin enters play, it copies the printed Fighting, rules text and restrictions of another Character in play. Evil Twin's title becomes"Evil Twin of (Character's title)"and its subtitle becomes"Sinister Sibling of (Character's subtitle)."
thronewar_farseeing_rice_grains_tw	Farseeing Rice Grains	shadowfist/throne-war/Shadowfist-ThroneWar-FarseeingRiceGrains.jpg	default	Event	Throne War	thronewar	playerNDeck	Magic	Event	0	{mag}					Common	farseeing rice grain	You may ignore resource conditions when playing this card by toasting the top 5 cards in your deck :: Discard any number of cards, then draw an equal number of cards.
thronewar_festival_of_giants_tw	Festival of Giants	shadowfist/throne-war/Shadowfist-ThroneWar-FestivalOfGiants.jpg	default	Event	Throne War	thronewar	playerNDeck	Guiding Hand	Event	0	{han}					Common	festival giant	All Characters gain Toughness: 2 until the end of the turn.
thronewar_final_sacrifice_tw	Final Sacrifice	shadowfist/throne-war/Shadowfist-ThroneWar-FinalSacrifice.jpg	default	Event	Throne War	thronewar	playerNDeck	Dragons	Event	0	{dra}{dra}{dra}					Common	final sacrifice	Play in response to an Event played by an opponent during an attack you declared. Toast an attacker you control whose cost equals or exceeds that Event's cost :: Cancel that Event.
thronewar_flying_sleeves_tw	Flying Sleeves	shadowfist/throne-war/Shadowfist-ThroneWar-FlyingSleeves.jpg	default	Event	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Event	0	{lot}{lot}					Common	flying sleeve	Toast It. Change one attacker's target to any Character you control.
thronewar_flying_sword_stance_tw	Flying Sword Stance	shadowfist/throne-war/Shadowfist-ThroneWar-FlyingSwordStance.jpg	default	State	Throne War	thronewar	playerNDeck	Chi	State	0	{chi}{chi}					Common	flying sword stance	Not cumulative. Subject Character gains +1 Fighting. Subject gains Superleap against Characters that lack resource conditions.
thronewar_for_china_tw	For China!	shadowfist/throne-war/Shadowfist-ThroneWar-ForChina.jpg	default	Edge	Throne War	thronewar	playerNDeck	Guiding Hand	Edge	2	{han}{han}{han}					Uncommon	china	At the end of any turn that any opponent is closer to victory than you, you may unturn one non-Site card.
thronewar_gao_zhang_tw	Gao Zhang	shadowfist/throne-war/Shadowfist-ThroneWar-GaoZhang.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Eunuch Mastermind	6	{lot}{lot}{lot}{lot}{lot}	{lot}{lot}{mag}{mag}{mag}	10			Rare	gao zhang eunuch mastermind	Unique. You may sacrifice a Pawn Character to change the target of an Event. Once per turn, you may play one {lot} or {mag} card at -1 cost.
thronewar_grizzly_pass_tw	Grizzly Pass	shadowfist/throne-war/Shadowfist-ThroneWar-GrizzlyPass.jpg	default	Site	Throne War	thronewar	playerNDeck	Feng Shui Site	Feng Shui Site					1	7	Common	grizzly pass	+5 Body while no two cards you control have the same title.
thronewar_hall_of_brilliance_tw	Hall of Brilliance	shadowfist/throne-war/Shadowfist-ThroneWar-HallOfBrilliance.jpg	default	Site	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Feng Shui Site	2	{lot}{lot}{lot}	{lot}{mag}		1	5	Rare	hall brilliance	Unique. +1 Body for each Power-generating Site you control. If you control a card titled"Imperial Palace,"Hall of Brilliance generates Power for you during every player's Power generation phase.
thronewar_hsiungnu_mercenaries_tw	Hsiung-nu Mercenaries	shadowfist/throne-war/Shadowfist-ThroneWar-HsiungNuMercenaries.jpg	default	Character	Throne War	thronewar	playerNDeck	Unaligned	Hired Killers	2			3			Common	hsiung nu mercenary hired killer	Uncopyable. Guts. When you have no Power, smoke Hsiung-nu Mercenaries.
thronewar_imperial_palace_tw	Imperial Palace	shadowfist/throne-war/Shadowfist-ThroneWar-ImperialPalace.jpg	default	Site	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Site	3	{lot}{lot}{lot}	{lot}		1	8	Rare	imperial palace	Unique. Turn during any player's Main Shot to play a <Guard> Character or <Eunuch> Character at -2 cost.
thronewar_inauspicious_return_tw	Inauspicious Return	shadowfist/throne-war/Shadowfist-ThroneWar-InauspiciousReturn.jpg	default	Event	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Event	1	{lot}					Common	inauspicious return	Limited. Toast It. Play during any Main Shot. You may play up to three 1-cost non-Unique Characters that provide resources from your smoked pile at no cost. These Characters cannot be sacrificed, and gain the designator <Undead>.
thronewar_infernal_pact_tw	Infernal Pact	shadowfist/throne-war/Shadowfist-ThroneWar-InfernalPact.jpg	default	Event	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Event	0	{lot}{lot}{lot}	{lot}				Uncommon	infernal pact	One-Shot. Toast an unturned Character you control :: Search your deck for a card and add it to your hand. Reshuffle.
thronewar_jui_szu_tw	Jui Szu	shadowfist/throne-war/Shadowfist-ThroneWar-JuiSzu.jpg	default	Character	Throne War	thronewar	playerNDeck	Unaligned	Outmaneuvered Empress	3			2			Rare	jui szu outmaneuvered empress	Unique. All {lot} cards are +1 cost. Turn and maintain to take control of a Feng Shui Site you own that is controlled by an opponent.
thronewar_just_another_consumer_tw	Just Another Consumer	shadowfist/throne-war/Shadowfist-ThroneWar-JustAnotherConsumer.jpg	default	Character	Throne War	thronewar	playerNDeck	Jammers	Scrappy Rebel	1		{jam}	1			Common	just another consumer scrappy rebel	When Just Another Consumer turns to attack a Site that shares a designator with another Site in play, he gains +1 Fighting until the end of the turn.
thronewar_kar_fai_tw	Kar Fai	shadowfist/throne-war/Shadowfist-ThroneWar-KarFai.jpg	default	Character	Throne War	thronewar	playerNDeck	Dragons	Kung Fu Master	7	{dra}{dra}{dra}{dra}{dra}	{dra}{dra}{chi}	11			Rare	kar fai kung fu master	Unique. Guts. All other {dra} Characters you control gain Guts and +1 Fighting while Kar Fai is in play.
thronewar_leung_mui_tw	Leung Mui	shadowfist/throne-war/Shadowfist-ThroneWar-LeungMui.jpg	default	Character	Throne War	thronewar	playerNDeck	Guiding Hand	The Black Flag	4	{han}{han}{han}	{han}	7			Rare	leung mui black flag	Unique. Independent. When Leung Mui turns to attack, you may turn non-Unique Characters you control that have a cost of 2 or less to attack with her as if they had Independent.
thronewar_mad_monk_tw	Mad Monk	shadowfist/throne-war/Shadowfist-ThroneWar-MadMonk.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Shaolin Traitor	4	{lot}{lot}	{han}{lot}	6			Rare	mad monk shaolin traitor	Unique. Superleap. May not attack a card controlled by an opponent who has one or more {han} resources in his or her pool.
thronewar_mobius_gardens_tw	Mobius Gardens	shadowfist/throne-war/Shadowfist-ThroneWar-MobiusGardens.jpg	default	Site	Throne War	thronewar	playerNDeck	Feng Shui Site	Netherworld Feng Shui Site					1	7	Common	mobius garden netherworld	When one or more opponents generate or gain Power from an Event played by an opponent, you gain 1 Power.
thronewar_napalm_addict_tw	Napalm Addict	shadowfist/throne-war/Shadowfist-ThroneWar-NapalmAddict.jpg	default	Character	Throne War	thronewar	playerNDeck	Jammers	Pyromaniac Anarchist	4	{jam}{jam}	{jam}	6			Uncommon	napalm addict pyromaniac anarchist	Guts while attacking. When he smokes a Site by inflicting combat damage, you gain Power equal to that Site's printed cost, or 2 Power if it has no printed cost.
thronewar_obsidian_eye_tw	Obsidian Eye	shadowfist/throne-war/Shadowfist-ThroneWar-ObsidianEye.jpg	default	Edge	Throne War	thronewar	playerNDeck	Four Monarchs	Edge	2	{mon}{mag}{mag}					Uncommon	obsidian eye	Unique. Turn and maintain to treat target Character's rules text as if it were blank.
thronewar_oliver_chen_tw	Oliver Chen	shadowfist/throne-war/Shadowfist-ThroneWar-OliverChen.jpg	default	Character	Throne War	thronewar	playerNDeck	Ascended	Pledged Saboteur	3	{asc}{asc}{asc}	{asc}	4			Rare	oliver chen pledged saboteur	Unique. When this card inflicts combat damage on a Site, you may look at the top 7 cards of that Site's controller's deck. You may place one of those cards on the bottom of the deck, and rearrange the others in any order.
thronewar_once_and_future_champion_pr	Once and Future Champion	shadowfist/throne-war/Shadowfist-ThroneWar-OnceAndFutureChampion.jpg	default	Character	Throne War	thronewar	playerNDeck	Four Monarchs	Netherworld Hero	5	{mon}{mon}{mon}{mag}	{mon}{mag}	7			Promo	once future champion netherworld hero	Unique. At the start of your turn heal 1 damage from this card. Once per turn, you may toast a card when this card smokes it via combat damage. When this card turns to attack it gains +1 Fighting and you may choose a character :: inflict 1 non-combat damage on that Character.
thronewar_open_a_can_of_whupass_pr	Open a Can of Whupass	shadowfist/throne-war/Shadowfist-ThroneWar-OpenACanOfWhupass.jpg	default	Event	Throne War	thronewar	playerNDeck	Dragons	Event	0	{dra}{dra}{dra}					Promo	open can whupass	Limited. Play any time except during an attack. Until the end of the turn, target Character you control gains +X Fighting. X= the number of resources in that Character's resource conditions and resource provisions.
thronewar_palace_guards_tw	Palace Guards	shadowfist/throne-war/Shadowfist-ThroneWar-PalaceGuards.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Hopeless Pawns	1		{lot}	1			Common	palace guard hopeless pawn	If in your smoked pile when an attack is declared against a {lot} card you control, you may return this card to play at the location of the attack and then must declare it as an interceptor against that attack.
thronewar_payback_time_tw	Payback Time	shadowfist/throne-war/Shadowfist-ThroneWar-PaybackTime.jpg	default	Edge	Throne War	thronewar	playerNDeck	Jammers	Edge	0	{jam}					Uncommon	payback time	Limited. When an opponent reduces the Body of a Site you control to 0, you gain 1 Power and you may inflict 1 damage each on up to 3 Sites controlled by that opponent.
thronewar_peasant_uprising_tw	Peasant Uprising	shadowfist/throne-war/Shadowfist-ThroneWar-PeasantUprising.jpg	default	Event	Throne War	thronewar	playerNDeck	Guiding Hand	Event	1	{han}{han}					Common	peasant uprising	Take control of all non-Unique 1-cost Characters until the end of the turn.
thronewar_petroglyphs_tw	Petroglyphs	shadowfist/throne-war/Shadowfist-ThroneWar-Petroglyphs.jpg	default	Site	Throne War	thronewar	playerNDeck	Feng Shui Site	Feng Shui Site					1	7	Common	petroglyphs	Turn in response to an effect that redirects damage or changes a target :: Cancel that effect.
thronewar_pocket_demon_tw	Pocket Demon	shadowfist/throne-war/Shadowfist-ThroneWar-PocketDemon.jpg	default	Event	Throne War	thronewar	playerNDeck	Magic	Event	0	{mag}					Common	pocket demon	Play at the start of your turn and target an opponent :: Generate X Power. X = the number of Power-generating Sites controlled by the target plus the number of cards in their burned-for-victory pile, minus the number of cards in your burned-for-victory pile. No other card you control or play generates Power during this Establishing Shot.
thronewar_puzzle_garden_tw	Puzzle Garden	shadowfist/throne-war/Shadowfist-ThroneWar-PuzzleGarden.jpg	default	Site	Throne War	thronewar	playerNDeck	Feng Shui Site	Feng Shui Site					1	8	Common	puzzle garden	No Character inflicts more than 3 damage on Puzzle Garden.
thronewar_rebel_camp_tw	Rebel Camp	shadowfist/throne-war/Shadowfist-ThroneWar-RebelCamp.jpg	default	Site	Throne War	thronewar	playerNDeck	Unaligned	Site	2				1	7	Uncommon	rebel camp	Once during each attack that targets Rebel Camp, you may play an Event at -1 cost. When any Character you control joins an attack declared by an opponent, turn Rebel Camp to gain 1 Power.
thronewar_resistance_squad_tw	Resistance Squad	shadowfist/throne-war/Shadowfist-ThroneWar-ResistanceSquad.jpg	default	Character	Throne War	thronewar	playerNDeck	Jammers	Techie Guerrillas	2		{jam}{tek}	2			Common	resistance squad techie guerrilla	When this card is in your hand and an opponent attempts to look at your hand or force you to discard a card, you may play this card at no cost :: Cancel that effect.
thronewar_righteous_protector_tw	Righteous Protector	shadowfist/throne-war/Shadowfist-ThroneWar-RighteousProtector.jpg	default	Character	Throne War	thronewar	playerNDeck	Guiding Hand	Heroic Monk	3		{han}{chi}	3			Common	righteous protector heroic monk	Turn to redirect the damage from a single source inflicted on target Character to Righteous Protector.
thronewar_scrounging_tw	Scrounging	shadowfist/throne-war/Shadowfist-ThroneWar-Scrounging.jpg	default	Event	Throne War	thronewar	playerNDeck	Jammers	Event	0	{jam}					Common	scrounging	Play at the start of your turn, target an opponent and choose State, Edge, Character, Feng Shui Site or non-Feng Shui Site :: Generate X Power. X = the number of cards of the chosen type controlled by the target, minus the number of cards in your burned-for-victory pile. No other card you control or play generates Power during this Establishing Shot.
thronewar_seven_evils_tw	Seven Evils	shadowfist/throne-war/Shadowfist-ThroneWar-SevenEvils.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Demon Lord	6	{lot}{lot}{lot}	{lot}	10			Rare	seven evil demon lord	Unique. Unturns when any opponent turns a Feng Shui Site. Toast a Character you control to give Seven Evils Independent until the end of the turn.
thronewar_shattering_fire_tw	Shattering Fire	shadowfist/throne-war/Shadowfist-ThroneWar-ShatteringFire.jpg	default	Event	Throne War	thronewar	playerNDeck	Magic	Event	1	{mag}					Common	shattering fire	Inflict X damage on target Character. X= the number of {mag} resources in your pool.
thronewar_shi_zi_hui_tw	Shi Zi Hui	shadowfist/throne-war/Shadowfist-ThroneWar-ShiZiHui.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Eunuch General	5	{lot}{lot}{lot}	{lot}	8			Rare	shi zi hui eunuch general	Unique. Tactics. When Shi Zi Hui turns to attack, draw X cards. X= the number of Characters that turn to attack with him.
thronewar_sinister_accusations_tw	Sinister Accusations	shadowfist/throne-war/Shadowfist-ThroneWar-SinisterAccusations.jpg	default	State	Throne War	thronewar	playerNDeck	Eaters of the Lotus	State	1	{lot}{mag}					Uncommon	sinister accusation	Subject Character gains a designator of your choice other than <Eunuch>. If you control one or more <Eunuch> Characters when subject is smoked, you may return Sinister Accusations to your hand.
thronewar_smiling_heaven_lake_tw	Smiling Heaven Lake	shadowfist/throne-war/Shadowfist-ThroneWar-SmilingHeavenLake.jpg	default	Site	Throne War	thronewar	playerNDeck	Feng Shui Site	Feng Shui Site					1	8	Common	smiling heaven lake	Turn and choose a resource you have in your pool :: Play a Character ignoring one of the chosen resource conditions.
thronewar_sword_of_the_dragon_king_tw	Sword of the Dragon King	shadowfist/throne-war/Shadowfist-ThroneWar-SwordOfTheDragonKing.jpg	default	State	Throne War	thronewar	playerNDeck	Magic	State	2	{mag}{mag}					Uncommon	sword dragon king	Unique. Weapon. {chi} Characters and {tek} Characters cannot intercept subject Character. Subject gains +X Fighting. X= one-half (round down) the number of {mag} resources in your pool.
thronewar_temple_of_the_angry_spirits_tw	Temple of the Angry Spirits	shadowfist/throne-war/Shadowfist-ThroneWar-TempleOfTheAngrySpirits.jpg	default	Site	Throne War	thronewar	playerNDeck	Feng Shui Site	Feng Shui Site					1	8	Uncommon	temple angry spirit	Unique. Temple of the Angry Spirits inflicts combat damage on Characters as if it had Fighting equal to its current Body.
thronewar_the_blue_cardinals_guards_tw	The Blue Cardinal's Guards	shadowfist/throne-war/Shadowfist-ThroneWar-TheBlueCardinalsGuards.jpg	default	Character	Throne War	thronewar	playerNDeck	Ascended	Mercenary Timewalkers	4	{asc}{asc}		6			Uncommon	blue cardinal guard mercenary timewalkers	Once during each attack, you may pay 1 Power to give this card Guts, Stealth, or +3 damage until the end of the attack.
thronewar_the_dragon_throne_tw	The Dragon Throne	shadowfist/throne-war/Shadowfist-ThroneWar-TheDragonThrone.jpg	default	Site	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Site	1	{lot}{lot}{lot}	{lot}		0	5	Uncommon	dragon throne	Unique. Choose a designator when this Site enters play or when you seize this Site. +2 Body while you control any Emperor or Empress Character. If this Site is in your front row, you may play Characters, States, and Edges with the last chosen designator at -1 cost.
thronewar_the_emperor_tw	The Emperor	shadowfist/throne-war/Shadowfist-ThroneWar-TheEmperor.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Imperial Pawn	2	{lot}{lot}{lot}{lot}	{lot}	1			Rare	emperor imperial pawn	Unique. Turn to smoke target non-Unique Character. Sacrifice a <Eunuch> Character to cancel an Event that targets The Emperor.
thronewar_the_monkey_who_would_be_king_tw	The Monkey Who Would Be King	shadowfist/throne-war/Shadowfist-ThroneWar-TheMonkeyWhoWouldBeKing.jpg	default	Character	Throne War	thronewar	playerNDeck	Jammers	Guerrilla Emperor	2	{jam}{jam}{jam}	{jam}	3			Rare	monkey who would be king guerrilla emperor	Unique. Turn :: Swap every front-row Site with the back-row Site behind it and inflict 1 damage on those Sites. Does not affect locations with only one Site. This may change which Site is targeted by an attack.
thronewar_time_bandits_tw	Time Bandits	shadowfist/throne-war/Shadowfist-ThroneWar-TimeBandits.jpg	default	Character	Throne War	thronewar	playerNDeck	Ascended	Netherworld Mercenary Hoods	2	{asc}		2			Uncommon	time bandit netherworld mercenary hood	If Time Bandits is still in play at the end of any turn in which they inflicted combat damage on the target of an attack, you gain 1 Power if you declared the attack, or 2 Power if an opponent declared the attack.
thronewar_titanium_johnson_tw	Titanium Johnson	shadowfist/throne-war/Shadowfist-ThroneWar-TitaniumJohnson.jpg	default	Character	Throne War	thronewar	playerNDeck	Jammers	Cyborg Bruiser	5	{jam}{jam}{tek}	{jam}{tek}	8			Rare	titanium johnson cyborg bruiser	Unique. Toughness: X. X= the total number of all cards in all opponents' burned-for-victory piles.
thronewar_true_son_of_heaven_tw	True Son of Heaven	shadowfist/throne-war/Shadowfist-ThroneWar-TrueSonOfHeaven.jpg	default	Character	Throne War	thronewar	playerNDeck	Guiding Hand	Shaolin Emperor	3	{han}{han}{han}	{han}	3			Rare	true son heaven shaolin emperor	Unique. If unturned, generates 1 Power during your Power generation phase. Turn :: All attacking {han} Characters inflict +2 damage until the end of the attack.
thronewar_twin_thunder_kick_tw	Twin Thunder Kick	shadowfist/throne-war/Shadowfist-ThroneWar-TwinThunderKick.jpg	default	State	Throne War	thronewar	playerNDeck	Chi	State	1	{chi}{chi}{chi}					Uncommon	twin thunder kick	Schtick. Subject Character inflicts +2 damage if it has Superleap. When subject inflicts combat damage on a Character, you may inflict an equal amount of damage on another Character at its location.
thronewar_two_hundred_knives_of_pain_tw	Two Hundred Knives of Pain	shadowfist/throne-war/Shadowfist-ThroneWar-TwoHundredKnivesOfPain.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Dangerous Demon	3	{lot}{mag}{mag}	{lot}	4			Uncommon	two hundred knife pain dangerous demon	Gains Regenerate while any opponent is at least as close to victory as you. Inflict 1 damage which cannot be redirected or reduced on this card :: Inflict 3 damage on a Character intercepting it.
thronewar_ulterior_motives_tw	Ulterior Motives	shadowfist/throne-war/Shadowfist-ThroneWar-UlteriorMotives.jpg	default	Event	Throne War	thronewar	playerNDeck	Ascended	Event	0	{asc}{asc}					Common	ulterior motive	Limited. Play if target opponent controls at least one turned non-Character card. You gain one Power, and that opponent may unturn one card he or she controls.
thronewar_underworld_tracker_tw	Underworld Tracker	shadowfist/throne-war/Shadowfist-ThroneWar-UnderworldTracker.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Demon Cop	3	{lot}{mag}	{lot}	4			Uncommon	underworld tracker demon cop	When an effect generated by an opponent removes a card from any opponents' smoked pile and puts it into play or its owner's hand, you may return Underworld Tracker to play.
thronewar_violet_meditation_tw	Violet Meditation	shadowfist/throne-war/Shadowfist-ThroneWar-VioletMeditation.jpg	default	Event	Throne War	thronewar	playerNDeck	Chi	Event	0	{chi}					Common	violet meditation	Play at the start of your turn and target an opponent :: Generate X Power. X = the number of Edges and Power- generating Sites controlled by the target, minus the number of cards in your burned-for-victory pile. No other card you control or play generates Power during your Establishing Shot this turn.
thronewar_wandering_teacher_tw	Wandering Teacher	shadowfist/throne-war/Shadowfist-ThroneWar-WanderingTeacher.jpg	default	Character	Throne War	thronewar	playerNDeck	Guiding Hand	Shaolin Agent	3	{han}{han}{han}	{han}{chi}	5			Uncommon	wandering teacher shaolin agent	Any opponent may pay 1 Power to heal Wandering Teacher. Any opponent may pay 1 Power to unturn Wandering Teacher.
thronewar_weird_science_tw	Weird Science	shadowfist/throne-war/Shadowfist-ThroneWar-WeirdScience.jpg	default	Event	Throne War	thronewar	playerNDeck	Jammers	Event	0	{jam}{jam}					Uncommon	weird science	Toast It. Until the end of the turn, the printed Body of all Feng Shui Sites is considered to be equal to the number of letters in the first word of their titles.
thronewar_whirlpool_of_blood_tw	Whirlpool of Blood	shadowfist/throne-war/Shadowfist-ThroneWar-WhirlpoolOfBlood.jpg	default	Site	Throne War	thronewar	playerNDeck	Feng Shui Site	Netherworld Feng Shui Site					1	5	Common	whirlpool blood netherworld	Turn to cancel an effect generated or maintained by the turning of a Feng Shui Site.
thronewar_white_ninja_pr	White Ninja	shadowfist/throne-war/Shadowfist-ThroneWar-WhiteNinja.jpg	default	Character	Throne War	thronewar	playerNDeck	Unaligned	Assassin	6			7			Promo	white ninja assassin	Unique. Ambush. Stealth. The rules text of any Character or Site targeted by White Ninja in an attack is canceled until the end of the turn.
thronewar_who_wants_some_tw	Who Wants Some?	shadowfist/throne-war/Shadowfist-ThroneWar-WhoWantsSome.jpg	default	Event	Throne War	thronewar	playerNDeck	Dragons	Event	0	{dra}{dra}{dra}					Uncommon	who want some	Limited. The next attack you declare this turn may have any number of targets, provided that you attack each target with at least one Character. The number of Feng Shui Sites you need for victory is increased by one.
thronewar_whos_the_monkey_now_tw	Who's the Monkey Now?	shadowfist/throne-war/Shadowfist-ThroneWar-WhosTheMonkeyNow.jpg	default	Event	Throne War	thronewar	playerNDeck	Jammers	Event	1	{jam}{jam}					Uncommon	who monkey now	Play in response to an Event played by an opponent that would damage or smoke a card you control :: Cancel that Event, and you may immediately smoke a card controlled by that opponent of the same type that would have been damaged or smoked.
thronewar_xin_kai_sheng_tw	Xin Kai Sheng	shadowfist/throne-war/Shadowfist-ThroneWar-XinKaiSheng.jpg	default	Character	Throne War	thronewar	playerNDeck	Eaters of the Lotus	Sorcerer Emperor Mastermind	6	{lot}{lot}{lot}	{lot}{mag}	7			Rare	xin kai sheng sorcerer emperor mastermind	Unique. At the end of your turn, return to play under your control all Characters in any smoked pile that were smoked by combat damage inflicted by this card while he was attacking this turn.
twofistedtales_hammer_harrison_2ft	Hammer Harrison	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-HammerHarrison.jpg	default	Character	Two-Fisted Tales	twofistedtales	playerNDeck	Ascended	Hood Bruiser	3		{asc}	3			Uncommon	hammer harrison hood bruiser	Unique. Takes no damage from Characters whose cost is less than 3.
twofistedtales_they_came_out_of_nowhere_2ft	They Came Out of Nowhere!	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-TheyCameOutOfNowhere.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Purists	Event	0	{pur}{pur}					Common	they came out nowhere	Play during an attack. Your Characters gain Mobility until the end of the attack. You have an additional opportunity this attack to declare interceptors, after all other players have done so.
twofistedtales_throw_me_the_idol_2ft	Throw Me the Idol...	shadowfist/two-fisted-tales/Shadowfist-TwoFistedTales-ThrowMeTheIdol.jpg	default	Event	Two-Fisted Tales	twofistedtales	playerNDeck	Ascended	Event	0	{asc}					Uncommon	throw me idol	Target opponent may allow you to gain 2 Power. If he or she does, give a Character that player controls +2 Fighting until it leaves play.
