databaseId	name	imageUrl	cardBack	type	action	clues	cluesFixed	code	concealed	concealedId	cost	deckbuilderQuantity	doom	encounterNumber	encounterSet	enemyDamage	enemyEvade	enemyFight	enemyHorror	exceptional	faction	free	hasBonded	health	healthPerInvestigator	myriad	numberInPack	packName	parallelContent	permanent	reaction	sanity	setUuid	shroud	side	skillAgility	skillCombat	skillIntellect	skillWild	skillWillpower	stage	starting	subtype	tabooId	tabooName	tabooXp	text	traits	unique	uses	vengeance	victoryPoints	xp
60561	Same Old Thing	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-SameOldThing.webp	Player Card	Asset	0		0	60561	0		2	2								0	Survivor.	0	0		0	0	11	Miguel de la Cruz	0	0	0		mig					1				0		0	None	0	Uses (5 supplies). If there are no supplies on Same Old Thing, discard it.  You may spend supplies on Same Old Thing as resources to pay for events played by any investigator at your location.	Condition.	0	5			0
60562	Decoy Trap	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-DecoyTrap.webp	Player Card	Event	0		0	60562	0		2	2								0	Survivor.	0	0		0	0	12	Miguel de la Cruz	0	0	1		mig			1	1		1			0		0	None	0	Fast. Attach to your location. Limit 1 [[Trap]] per location.  [reaction] After an enemy enters attached location, exhaust Decoy Trap: <b>Evade</b> ([intellect] or [agility]). Evade that enemy. You get +1 skill value for this evasion. If this test succeeds, you may discard Decoy Trap to move to this location. <i>(You may trigger this ability from any location.)</i>	Trap. Trick.	0				0
60563	Glassing	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-Glassing.webp	Player Card	Event	0		0	60563	0		2	2								0	Survivor.	0	0		0	0	13	Miguel de la Cruz	0	0	1		mig			1		1	1			0		0	None	0	Fast. Attach to your location. Limit 1 [[Trap]] per location.  [reaction] After an enemy enters attached location, exhaust Glassing: <b>Investigate</b> ([intellect] or [agility]). Investigate attached location. You get +1 skill value for this investigation. If you succeed, you may discard Glassing to discover 1 additional clue at this location. <i>(You may trigger this ability from any location.)</i>	Insight. Trap.	0				0
60564	Guerrilla Tactics	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-GuerrillaTactics.webp	Player Card	Event	0		0	60564	0		1	2								0	Survivor.	0	0		0	0	14	Miguel de la Cruz	0	0	0		mig			1	1					0		0	None	0	<b>Fight</b> ([combat]) or <b>Evade</b> ([agility]). You get +1 skill value for this test and you may target an enemy at a connecting location as if you were engaged with that enemy.	Tactic.	0				0
60565	Hidden Shelter	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-HiddenShelter.webp	Player Card	Event	0		0	60565	0		1	2								0	Survivor.	0	0		0	0	15	Miguel de la Cruz	0	0	1		mig									0		0	None	0	Attach to your location. Limit 1 per location.  [reaction] When the round ends, each investigator at this location may choose one of the following: Draw 1 card, gain 1 resource, heal 1 damage, or heal 1 horror.  <b>Forced</b> - After an enemy enters this location: Discard Hidden Shelter.	Supply. Trick.	0				0
60566	Lie in Wait	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-LieInWait.webp	Player Card	Event	0		0	60566	0		2	2								0	Survivor.	0	0		0	0	16	Miguel de la Cruz	0	0	1		mig				1		1	1		0		0	None	0	Fast. Attach to your location. Limit 1 [[Trap]] per location.  [reaction] After an enemy enters this location, exhaust Lie in Wait: <b>Fight</b> ([combat] or [agility]). Fight that enemy. You get +1 skill value for this attack. If you succeed, you may discard Lie in Wait for this attack to deal +1 damage. <i>(You may trigger this ability from any location.)</i>	Tactic. Trap.	0				0
60567	Stalk Prey	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-StalkPrey.webp	Player Card	Event	0		0	60567	0		1	2								0	Survivor.	0	0		0	0	17	Miguel de la Cruz	0	0	0		mig			1		1				0		0	None	0	Search the top 9 cards of the encounter deck for an enemy, draw it, and shuffle the encounter deck. Then, draw 1 card and discover 1 clue at your location. If that enemy is not at your location, you may move once toward its location.	Tactic.	0				0
60568	Do-or-Die	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-DoOrDie.webp	Player Card	Skill	0		0	60568	0			2								0	Survivor.	0	0		0	0	18	Miguel de la Cruz	0	0	0		mig			1		1		1		0		0	None	0	If this skill test is successful, choose a [survivor] asset or event in your discard pile and add it to your hand.	Fortune.	0				0
60569	On the Brink	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-OnTheBrink.webp	Player Card	Skill	0		0	60569	0			2								0	Survivor.	0	0		0	0	19	Miguel de la Cruz	0	0	0		mig						1			0		0	None	0	Max 1 committed per skill test.  If this test fails, return each other card committed to this test to its owner's hand.	Gambit. Desperate.	0				0
60570	Extra Rations	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-ExtraRations.webp	Player Card	Asset	0		0	60570	0		2	2								0	Survivor.	1	0		0	0	20	Miguel de la Cruz	0	0	0		mig						1			0		0	None	0	Uses (4 supplies). If there are no supplies on Extra Rations, discard it.  [fast] Spend 1 supply and exhaust Extra Rations: Heal 1 damage from your investigator or an [[Ally]] asset you control.	Item. Supply.	0	4			1
60571	Field Dressing	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-FieldDressing.webp	Player Card	Event	0		0	60571	0		2	2								0	Survivor.	0	0		0	0	21	Miguel de la Cruz	0	0	0		mig							1		0		0	None	0	Fast. Play after a [[Creature]] or [[Monster]] enemy at your location is defeated.  Heal up to 3 damage from among investigators and/or [[Ally]] assets at your location.	Spirit.	0				1
60572	Rough	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-Rough.webp	Player Card	Skill	0		0	60572	0			2								0	Survivor.	0	0		0	0	22	Miguel de la Cruz	0	0	0		mig				1		1			0		0	None	0	For every 2 damage on you (rounded up), Rough gains [wild].	Innate.	0				1
60573	Canteen	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-Canteen.webp	Player Card	Asset	0		0	60573	0		1	2								0	Survivor.	1	0		0	0	23	Miguel de la Cruz	0	0	0		mig							1		0		0	None	0	Uses (3 supplies).  [fast] Spend 1 supply and exhaust Canteen: Heal 2 horror.	Item.	0	3			2
60574	Hunter's Instinct	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-HuntersInstinct.webp	Player Card	Asset	0		0	60574	0		2	2								0	Survivor.	0	0		0	0	24	Miguel de la Cruz	0	0	1		mig			1	1		1			0		0	None	0	Limit 1 per investigator. Uses (3 supplies). If there are no supplies on Hunter's Instinct, discard it.  [reaction] After you engage an enemy, spend 1 supply and exhaust Hunter's Instinct: Add a level 0-2 event in your discard pile to your hand.	Talent.	0	3			2
60575	Winchester Model 52	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-WinchesterModel52.webp	Player Card	Asset	1		0	60575	0		3	2								0	Survivor.	0	0		0	0	25	Miguel de la Cruz	0	0	0		mig			1	1					0		0	None	0	Uses (2 ammo).  [action] Spend 1 ammo: <b>Fight</b> ([combat]). You get +3 [combat] and deal +1 damage for this attack.  [action] Discard Winchester Model 52: <b>Fight</b> ([combat]). You get +3 [combat] for this attack. If you succeed, automatically evade the targeted enemy.	Item. Weapon. Firearm.	0	2			2
60576	Guerrilla Tactics	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-GuerrillaTactics-2.webp	Player Card	Event	0		0	60576	0		1	2								0	Survivor.	0	0		0	0	26	Miguel de la Cruz	0	0	0		mig			1	1		1			0		0	None	0	<b>Fight</b> ([combat]) or <b>Evade</b> ([agility]). You get +2 skill value for this test and you may target an enemy at a connecting location as if you were engaged with that enemy. If you succeed, deal 1 damage to that enemy <i>(in addition to its standard damage)</i>.	Tactic.	0				2
60577	Respite	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-Respite.webp	Player Card	Event	0		0	60577	0		1	2								0	Survivor.	0	0		0	0	27	Miguel de la Cruz	0	0	0		mig						2			0		0	None	0	Play only if there are no enemies at your location.  Choose up to 3 level 0 event and/or skill cards in your discard pile and shuffle them into your deck. Draw 1 card.	Spirit.	0				2
60578	Rope Trap	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-RopeTrap.webp	Player Card	Event	0		0	60578	0		2	2								0	Survivor.	0	0		0	0	28	Miguel de la Cruz	0	0	1		mig				1	1				0		0	None	0	Attach to your location. Limit 1 [[Trap]] attached.  [reaction] When an enemy enters attached location, exhaust Rope Trap: Deal 1 damage to that enemy. Reveal a random token from the chaos bag. If a [skull] or [auto_fail] token is revealed, discard Rope Trap. <i>(You may trigger this ability from any location.)</i>	Trap. Trick.	0				2
60579	Levelheaded	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-Levelheaded.webp	Player Card	Asset	0		0	60579	0		2	2								0	Survivor.	1	0		0	0	29	Miguel de la Cruz	0	0	0		mig			1			1	1		1		0	None	0	Starting. <i>(You may begin the game with 1 copy of a starting card in your opening hand.)</i>  [fast] Spend 1 resource: You get +1 [willpower] for this skill test (+2 [willpower] instead if this test is on a scenario card).  [fast] Spend 1 resource: You get +1 [agility] for this skill test (+2 [agility] instead if this test is on a scenario card).	Talent.	0				3
60580	Longbow	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-Longbow.webp	Player Card	Asset	1		0	60580	0		3	2								0	Survivor.	0	0		0	0	30	Miguel de la Cruz	0	0	0		mig			1	1		1			0		0	None	0	Uses (1 arrow).  [action] Spend 1 arrow: <b>Fight</b> ([agility]). You get +2 [agility] and deal +2 damage for this attack. This attack ignores the aloof keyword.  [action]: Replenish 1 arrow on Longbow.	Item. Weapon. Ranged.	0	1			3
60581	Makeshift Bomb	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-MakeshiftBomb.webp	Player Card	Event	0		0	60581	0		3	2								0	Survivor.	0	0		0	0	31	Miguel de la Cruz	0	0	1		mig			1	1		1			0		0	None	0	Attach to your location. Limit 1 [[Trap]] attached.  [reaction] After an enemy or investigator enters attached location, discard Makeshift Bomb: Deal 3 damage to each enemy and investigator at that location. <i>(You may trigger this ability from any location.)</i>	Trap.	0				3
60582	Timely Intervention	arkham-horror-living-card-game/miguel-de-la-cruz/ArkhamHorrorLivingCardGame-MiguelDeLaCruz-TimelyIntervention.webp	Player Card	Skill	0		0	60582	0			2								0	Survivor.	0	0		0	0	32	Miguel de la Cruz	0	0	0		mig						3			0		0	None	0	Max 1 committed per skill test.  You may commit Timely Intervention from your hand after revealing chaos tokens during a skill test you are performing.	Fortune.	0				3
70001	The Labyrinths of Lunacy	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-TheLabyrinthsOfLunacy.webp	multi_sided	Scenario	0		0	70001	0			0		1	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	1	The Labyrinths of Lunacy	0	0	0		lol		A							0		0	None	0	Standard  [skull]: -1. Reveal another token.  [cultist]: -3. If you fail, place 1 of your clues on your location.  [tablet]: -4. If you fail, lose 2 resources.  [elder_thing]: -4. If you fail, discard a random card from your hand.		0				
70001	The Labyrinths of Lunacy	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-TheLabyrinthsOfLunacy-2.webp	multi_sided	Scenario	0		0	70001	0			0		1	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	1	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	Hard  [skull]: -1. Reveal another token. If you fail, you must either take 1 damage or 1 horror.  [cultist]: -3. Place 1 of your clues on your location.  [tablet]: -4. Lose 2 resources.  [elder_thing]: -4. Discard a random card from your hand.		0				
70002	Awakening	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-Awakening.webp	multi_sided	Agenda	0		0	70002	0			0	6	1	Epic Multiplayer					0	Mythos.	0	0		0	0	2	The Labyrinths of Lunacy	0	0	0		lol		A						1	0		0	None	0	<b>Forced</b> - At the end of the round, if there is at least 1 doom on this agenda and no group has yet triggered this ability: The lead investigator of Group A chooses a random set-aside [[Act 1]] story card and draws it. Announce the chosen card's title to all three groups. Each other lead investigator draws that story card.		0				
70002	Hope Lingers	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-HopeLingers.webp	multi_sided	Agenda	0		0	70002	0			0		1	Epic Multiplayer					0	Mythos.	0	0		0	0	2	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	Advance the current act card and follow its instructions.  When you are instructed to resolve <b>Act 2 Setup</b>, those setup instructions can be found in the rules booklet (use the section for your Group).		0				
70003	Awakening	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-Awakening-2.webp	multi_sided	Agenda	0		0	70003	0			0	6	1	Single Group					0	Mythos.	0	0		0	0	3	The Labyrinths of Lunacy	0	0	0		lol		A						1	0		0	None	0			0				
70003	Hope Lingers	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-HopeLingers-2.webp	multi_sided	Agenda	0		0	70003	0			0		1	Single Group					0	Mythos.	0	0		0	0	3	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	Advance the current act card and follow its instructions.  When you are instructed to resolve <b>Act 2 Setup</b>, those setup instructions can be found in the rules booklet (use the section for your Group).		0				
70004	Agony and Despair	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-AgonyAndDespair.webp	multi_sided	Agenda	0		0	70004	0			0	7	2	Epic Multiplayer					0	Mythos.	0	0		0	0	4	The Labyrinths of Lunacy	0	0	0		lol		A						2	0		0	None	0	<b>Forced</b> - At the end of the round, if there is at least 1 doom on this agenda and no group has yet triggered this ability: The lead investigator of Group A chooses a random set-aside [[Act 2]] story card and draws it. Announce the chosen card's title to all three groups. Each other lead investigator draws that story card.		0				
70004	Hope Fades	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-HopeFades.webp	multi_sided	Agenda	0		0	70004	0			0		2	Epic Multiplayer					0	Mythos.	0	0		0	0	4	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	Advance the current act card and follow its instructions.  When you are instructed to resolve <b>Act 3 Setup</b>, those setup instructions can be found in the rules booklet (use the section for your Group).		0				
70005	Agony and Despair	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-AgonyAndDespair-2.webp	multi_sided	Agenda	0		0	70005	0			0	7	2	Single Group					0	Mythos.	0	0		0	0	5	The Labyrinths of Lunacy	0	0	0		lol		A						2	0		0	None	0			0				
70005	Hope Fades	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-HopeFades-2.webp	multi_sided	Agenda	0		0	70005	0			0		2	Single Group					0	Mythos.	0	0		0	0	5	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	Advance the current act card and follow its instructions.  When you are instructed to resolve <b>Act 3 Setup</b>, those setup instructions can be found in the rules booklet (use the section for your Group).		0				
70006	The Mastermind	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-TheMastermind.webp	multi_sided	Agenda	1		0	70006	0			0	7	2	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	6	The Labyrinths of Lunacy	0	0	0		lol		A						3	0		0	None	0	Each [[Distortion]] location gains:  "[action] [survivor]4+1&lt; T %2[cultist]+: &lt;+@2 H &lt;@6@~+ [willpower]9 EIXODOLON. (Group limit once per game.)"  <b>Objective</b> - If each investigator is defeated, advance this agenda.		0				
70006	Hope is Lost	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-HopeIsLost.webp	multi_sided	Agenda	0		0	70006	0			0		2	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	6	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	In this timeline, the ritual is complete.  If you are playing in <i>Epic Multiplayer Mode</i>, move all damage from Eixodolon to another group's copy of Eixodolon.  Each investigator in this group is killed. <b>(→R1)</b>		0				
70007	Sealed In (Group A)	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-SealedInGroupA.webp	multi_sided	Act	0	2	0	70007	0			0		3	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	7	The Labyrinths of Lunacy	0	0	0		lol		A						1	0		0	None	0	<b>Timed</b> - Do not advance this act until you are instructed. By the time the agenda advances, investigators must possess the Key of Mysteries and the requisite number of clues. <i>(Beware - If the agenda advances and you do not meet this condition, each investigator in this group will be killed.)</i>		0				
70007	Success... Or Death	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-SuccessOrDeath.webp	multi_sided	Act	0		0	70007	0			0		3	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	7	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	<b>If the investigators possess the Key of Mysteries and 2 [per_investigator] clues:</b><blockquote><i>You push the key into the lock, and the wall of the chamber opens up, leading into a dark, narrow corridor of corrugated metal and concrete. The whistling of the pipes all around you dampens to a faint whimper.</i></blockquote>  The investigators spend 2 [per_investigator] clues, as a group. Remove the Key of Mysteries from the game. Resolve <b>Act 2 Setup.</b><hr/><b>If the investigators do not possess the Key of Mysteries and/or 2 [per_investigator] clues:</b>  <blockquote><i>A powerful, noxious gas spews forth from the vents and fills the room. Your vision grows hazy and you collapse to the ground. "The fate that inevitably awaits us all," a sinister voice explains. Everything goes dark.</i></blockquote>  Each investigator in this group is killed. <b>(→R1)</b>		0				
70008	Watery Grave (Group B)	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-WateryGraveGroupB.webp	multi_sided	Act	0	2	0	70008	0			0		4	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	8	The Labyrinths of Lunacy	0	0	0		lol		A						1	0		0	None	0	<b>Timed</b> - Do not advance this act until you are instructed. By the time the agenda advances, investigators at the same location must possess the requisite number of clues. <i>(Beware - If the agenda advances and you do not meet this condition, the investigator in the Chamber of Rain will be killed.)</i>		0				
70008	A Slow Death	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-ASlowDeath.webp	multi_sided	Act	0		0	70008	0			0		4	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	8	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	<b>If investigators at the same location possess 2 [per_investigator] clues:</b>  <blockquote><i>You breath a sigh of relief as the water drains harmlessly.</i></blockquote>  Investigators at the same location spend 2 [per_investigator] clues, as a group. Resolve <b>Act 2 Setup.</b><hr/><b>If investigators at the same location do not possess 2 [per_investigator] clues:</b>  <blockquote><i>The water level continues to rise. It fills the tank and then your lungs. You struggle in futility against the glass. Freedom is so close, and yet so far.</i></blockquote>  Each investigator loses each of his or her clues.   The investigator in the Chamber of Rain is killed.  Resolve <b>Act 2 Setup.</b>		0				
70009	The Levers (Group C)	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-TheLeversGroupC.webp	multi_sided	Act	1		0	70009	0			0		3	Epic Multiplayer					0	Mythos.	0	0		0	0	9	The Labyrinths of Lunacy	0	0	0		lol		A						1	0		0	None	0	<b>Timed</b> - Do not advance this act until you are instructed. Before the agenda advances, one investigator must activate the [action] ability on the Chamber of Regret. <i>(Beware - If you pull the wrong lever, you will be killed.)</i>		0				
70009	Which Lever?	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-WhichLever.webp	multi_sided	Act	1		0	70009	0			0		3	Epic Multiplayer					0	Mythos.	0	0		0	0	9	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	<b>If an investigator activated the [action] ability on the Chamber of Regret, that investigator examines the Chamber of Secrets in Group A's play area to see if its flavor text matches the lever that was pulled.</b>  - If it does not match, rows of razor-sharp blades emerge from the walls of the chamber, dissecting you with horrifying precision. You are killed. Resolve <b>Act 2 Setup</b>.  - If it matches, the gate ascends, and the door in the Chamber of Night opens. Resolve <b>Act 2 Setup</b>.<hr/><b>If no investigator activated the [action] ability on the Chamber of Regret:</b><blockquote><i>Time is up. You rush to the levers, but you are too late. Rows of razor-sharp blades emerge from the walls of the chamber, dissecting you with horrifying precision.</i></blockquote>  The investigator nearest to the Chamber of Regret is killed. <i>(In the event of a tie, the investigators decide.)</i> Resolve <b>Act 2 Setup.</b>		0				
70010	The Levers (Group C)	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-TheLeversGroupC-2.webp	multi_sided	Act	1		0	70010	0			0		3	Single Group					0	Mythos.	0	0		0	0	10	The Labyrinths of Lunacy	0	0	0		lol		A						1	0		0	None	0	<b>Timed</b> - Do not advance this act until you are instructed. Before the agenda advances, one investigator must activate the [action] ability on the Chamber of Regret. <i>Beware - If you pull the wrong lever, you will be killed</i>		0				
70010	Which Lever?	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-WhichLever-2.webp	multi_sided	Act	1		0	70010	0			0		3	Single Group					0	Mythos.	0	0		0	0	10	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	<b>If an investigator activated the [action] ability on the Chamber of Regret, that investigator examines the Chamber of Secrets location underneath the scenario reference card to see if its flavor text matches the lever that was pulled.</b>  - If it does not match, rows of razor-sharp blades emerge from the walls of the chamber, dissecting you with horrifying precision. You are killed. Resolve <b>Act 2 Setup.</b>  - If it matches, the gate ascends, and the door in the Chamber of Night opens. Resolve <b>Act 2 Setup.</b><hr/><b>If no investigator activated the [action] ability on the Chamber of Regret:</b>  <blockquote><i>Time is up. You rush to the levers, but you are too late. Rows of razor-sharp blades emerge from the walls of the chamber, dissecting you with horrifying precision.</i></blockquote>  The investigator nearest to the Chamber of Regret is killed. <i>(In the event of a tie, the investigators decide)</i>. Resolve <b>Act 2 Setup.</b>		0				
70011	Distortions in Time (Group A)	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-DistortionsInTimeGroupA.webp	multi_sided	Act	0		0	70011	0			0		5	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	11	The Labyrinths of Lunacy	0	0	0		lol		A						2	0		0	None	0	<b>Timed</b> - Do not advance this act until you are instructed. When the agenda advances, there must be at least 11 doom in play. <i>(Beware - If the agenda advances and you do not meet this condition, each investigator in this group will be killed.)</i>		0				
70011	Reverse Rhythm	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-ReverseRhythm.webp	multi_sided	Act	0		0	70011	0			0		5	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	11	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	<b>If there was at least 11 doom in play when the agenda advanced:</b>  <blockquote><i>You spin the dial on the device to its maximum value, struggling to keep hold of it as your muscles tighten and you begin to decay. The dial stops with a click, then slowly you are able to continue turning it in the same direction. You are in intense pain as it slowly turns, round and round, finally making it way back where it began. The air thins, and time returns to its original pace.</i></blockquote>  Resolve <b>Act 3 Setup.</b><hr/><b>If there was less than 11 doom in play when the agenda advanced:</b><blockquote><i>Your muscles and skin tighten, and you feel your body draining of energy. You try to scream, but no air escapes your throat. Your organs shrivel and decay. "The fate that inevitably awaits us all," a sinister voice explains. Within minutes, you are naught but dust.</i></blockquote>  Each investigator in this group is killed. <b>(→R1)</b>		0				
70012	Seeping Death (Group B)	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-SeepingDeathGroupB.webp	multi_sided	Act	1		0	70012	0			0		6	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	12	The Labyrinths of Lunacy	0	0	0		lol		A						2	0		0	None	0	<b>Timed</b> - Do not advance this act until you are instructed. Before the agenda advances, one investigator must activate the [action] ability on the Chamber of Poison.		0				
70012	The Pit of Poison	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-ThePitOfPoison.webp	multi_sided	Act	1		0	70012	0			0		6	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	12	The Labyrinths of Lunacy	0	0	0		lol		B							0		0	None	0	<b>If an investigator activated the [action] ability on the Chamber of Poison, that investigator reads the following:</b>  - If you have "been injected," the sludge is disgusting but harmless. Resolve <b>Act 3 Setup</b>.  - If you have not "been injected," the poison seeps through your skin, devouring your organs from inside. You are killed. Resolve <b>Act 3 Setup</b>.<hr/><b>If no investigator activated the [action] ability on the Chamber of Poison:</b>  <blockquote><i>The floors and walls of the entire labyrinth shift and turn, and you lose your balance. Sliding along the floor as gravity twists, you are knocked into the poisonous pit.</i></blockquote>  Move each investigator to the Chamber of Poison. Each investigator in this group who has not "been injected" is killed. Resolve <b>Act 3 Setup.</b>		0				
70013	The Pet (Group C)	arkham-horror-living-card-game/the-labyrinths-of-lunacy/ArkhamHorrorLivingCardGame-TheLabyrinthsOfLunacy-ThePetGroupC.webp	multi_sided	Act	0		0	70013	0			0		7	The Labyrinths of Lunacy					0	Mythos.	0	0		0	0	13	The Labyrinths of Lunacy	0	0	0		lol		A						2	0		0	None	0	<b>Timed</b> - Do not advance this act until you are instructed. Find a way to deal with Eixodolon's Pet before the agenda advances. <i>(Beware - If the creature is still "locked away" when the agenda advances, it will break free.)</i>		0				
