cardid,name,cost,color,threshold,type,traits,unique,faction,text,attack,defense,setcode,source,rarity,pve,aionly,socketed,number,block,released,ingame,original,aaprint,reprint,aa,version,banned,notcollectable,artist,guid
5289,Bestitched,3,B,BB,Basic Action,,0,,"Void two target troops in crypts. Then, summon an <b>Abomination</b> with the voided troop's combined [ATK]/[DEF].",,,doom,,r,0,0,0,40,0,1,1,0,5290,0,0,0,,0,Cynthia Fernandez Ga,c818de00-4c21-440e-87f4-04c22beb3fb6
5290,Bestitched,3,B,BB,Basic Action,,0,,"Void two target troops in crypts. Then, summon an <b>Abomination</b> with the voided troop's combined [ATK]/[DEF].",,,chest9,,p,0,0,0,0,0,1,1,5289,0,0,1,0,,0,Eric Kenji,7abe7e79-2ada-4463-bc9d-69da5fdd8781
5291,Brilliant Annihilix,3,D,D,Troop,Ender,0,,This can't be blocked or targeted by opposing non-prismatic cards.,2,2,doom,,r,0,0,21,79,0,1,1,0,0,0,0,0,,0,Bogdan Rezunenko,d63f090f-a4fd-4a15-a7f9-8410aa06c775
5292,Wayfaring Sharpshooter,3,D,D,Quick Troop,Human Ranger,0,Ardent,<b>Swiftstrike</b><p><b>Deploy</b> - Deal 2 damage to target attacking or blocking troop.,2,1,doom,,r,0,0,0,109,0,1,1,0,0,0,0,0,,0,Hai Hoang,33c388c8-2054-43f7-a339-a861f0d5ae98
5293,Gold Boots,3,D,D,Constant,,0,,"<b>Rowdy</b> - Void target opposing card.<p>When this leaves play, put each other cards voided by it into play.",,,doom,,r,0,0,0,91,0,1,1,0,0,0,0,0,,0,Cindy Avelino,27cc914b-c88e-4436-8f43-79af475c9abf
5294,Spiritual Servitude,5,D,DD,Quick Action,,0,,Troops you control get +1[ATK]/+1[DEF] and <b>Rebirth</b>.,,,doom,,r,0,0,0,105,0,1,1,0,0,0,0,0,,0,Batu Ince,34ff4015-6f87-483a-a450-707adc6fd1a2
5295,Annihilate,6,D,DD,Basic Action,,0,,Destroy all cards.,,,doom,,r,0,0,0,74,0,1,1,0,5296,0,0,0,,0,Pavel Romanov,59730d2d-066c-474a-8dd4-edef08881527
5296,Annihilate,6,D,DD,Basic Action,,0,,Destroy all cards.,,,promo,,p,0,0,0,0,0,1,1,5295,0,0,1,0,,0,Dawnpu,f2842731-b0b6-414d-8be3-90ec59af18d7
5297,Iron Inquisitor,2,R,R,Troop,Human Cleric,0,,"When a champion discards a card, if opposing champions have three or fewer cards in hand, summon a <b>Candleghast</b>.",2,2,doom,,r,0,0,0,130,0,1,1,0,0,0,0,0,,0,Polar Engine Studio,76dd9420-7bf6-450a-8701-09f4dbb45bc1
5298,Bruiseberry Brewer,3,R,RR,Troop,Gnoll,0,,<b>Feral</b><p><b>Rabid</b> - Discard your hand and draw three cards.,3,3,doom,,r,0,0,0,112,0,1,1,0,0,0,0,0,,0,Mara Art,91e868e3-5a93-4e35-98ff-9bfa71e4e1c8
5299,Flamewrought Obliteron,4,R,R,Troop,Ender,0,,<b>SOCKETABLE MAJOR</b><p><b>SOCKETABLE MINOR</b><p>This has +1[ATK]/+1[DEF] in all zones for each card in opposing hands.,0,0,doom,,r,0,0,21,122,0,1,1,0,0,0,0,0,,0,Phu Thieu,745cb27d-1ee2-4db8-870c-018838891db2
5300,Oath of Anguish,4,R,R,Basic Action,,0,,Discard your hand. Create a <b>Burn</b> for each card discarded this way and put them into your hand.,,,doom,,r,0,0,0,137,0,1,1,0,0,0,0,0,,0,Michael Berube,ef544b52-e392-46c6-8742-90eb150db08c
5301,Mad Doggin',2,R,R,Constant,,0,,Troops you control have +1[ATK].<p>Your troop's <b>Rabid</b> powers are no longer [ONE-SHOT].,,,doom,,r,0,0,0,133,0,1,1,0,0,0,0,0,,0,Joseph Weston,31045bbb-88ed-439f-a819-aefa079a1b8e
5302,Silent Auctioneer,1,S,S,Troop,Chaostouched,0,,"When a champion discards a card, bury cards from the top of each opposing champion's deck equal to the discarded card's cost.",0,3,doom,,r,0,0,0,176,0,1,1,0,0,0,0,0,,0,Apterus,63496957-e7e2-43c1-b7bd-f82f3bf9ecfe
5303,Dreamsmoke Diva,3,S,SS,Troop,Fae,0,,"<b>Flight</b>, <b>Spellshield</b><p><b>Rowdy</b> - Look at cards from the top of your deck equal to this troop's cost. Put one of them into your hand. Put the remaining cards into your deck.",2,2,doom,,r,0,0,0,150,0,1,1,0,0,0,0,0,,0,Stewart Bishop,a3653641-89dd-4808-a1af-b194d0b7107a
5304,Reflection of D'endrrah,5,S,S,Troop,Chaostouched,0,,"<b>SOCKETABLE MINOR</b><p><b>SOCKETABLE MAJOR</b><p>When this attacks, you may have each champion draw a card or discard a card.",5,4,doom,,r,0,0,21,169,0,1,1,0,0,0,0,0,,0,Rayden Chen,2bd7488b-b435-4ad9-8565-8f1f56c08d24
5305,Scour the Archives,2,S,S,Basic Action,,0,,"If you have a card in your crypt named <b>Scour the Archives</b>, search your deck for a card and put it into your hand. Otherwise, draw a card.",,,doom,,r,0,0,0,172,0,1,1,0,5306,0,0,0,,0,Xavier Ribeiro,1d6dc6c9-1305-4cda-9402-445bb48de816
5306,Scour the Archives,2,S,S,Basic Action,,0,,"If you have a card in your crypt named <b>Scour the Archives</b>, search your deck for a card and put it into your hand. Otherwise, draw a card.",,,chest9,,p,0,0,0,0,0,1,1,5305,0,0,1,0,,0,Paul Guzenko,4c25b937-a5bd-44da-b52c-059788d096da
5307,Lunar Resonance,2,S,S,Constant,,0,,"At the start of your turn, if you control a card of each shard, void this and take an additional turn after this one.",,,doom,,r,0,0,0,160,0,1,1,0,0,0,0,0,,0,Uros Sljivic,709d4246-6be9-4d5e-a007-67ca84e58f40
5308,Rowdy Piper,3,W,W,Troop,Satyr,0,,<b>Rowdy</b> - Replenish your resource points.,2,3,doom,,r,0,0,0,202,0,1,1,0,5309,0,0,0,,0,Gabriel Rubio,5545278a-54e1-450f-a6ed-1ef880aa3115
5309,Rowdy Piper,3,W,W,Troop,Satyr,0,,<b>Rowdy</b> - Replenish your resource points.,2,3,promo,,p,0,0,0,0,0,1,1,5308,0,0,1,0,,0,Rodrigo Camilo,06f81c0c-6211-49b1-886f-6162f059fdd6
5310,Arctic Naiad,1,W,W,Troop,Fae,0,,"When this deals damage to an opposing champion, put target card from your crypt into your hand and it gets cost +[(3)].",1,1,doom,,r,0,0,0,182,0,1,1,0,0,0,0,0,,0,Phu Thieu,30035e55-978a-4dc2-af18-814fccb5d40a
5311,Rapacious Rootworm,3,W,W,Troop,Plant Insect,0,,"[BASIC]: [ACT], Sacrifice another troop [ARROWR] Draw a card and this gets +1[ATK]/+1[DEF].",2,2,doom,,r,0,0,0,199,0,1,1,0,0,0,0,0,,0,Felipe Escobar,25b0e0a1-8940-4e7d-a5db-9470fbd0d8c5
5312,Rickety Wrecker,6,W,W,Troop,Gnoll,0,,<b>SOCKETABLE MAJOR</b><p><b>SOCKETABLE MINOR</b><p><b>Rabid</b> - This battles target opposing troop.,5,5,doom,,r,0,0,21,200,0,1,1,0,0,0,0,0,,0,Dinulescu Alexandru,958bae22-2514-492b-8c6b-d7e42da618ad
5313,Raucous Revelry,4,WS,WS,Basic Action,,0,,Your cards with <b>Rowdy</b> in all zones become cost [(1)].,,,doom,,r,0,0,0,293,0,1,1,0,0,0,0,0,,0,Jim Nelson,fdaf9c27-0150-45d1-9dc8-233f6a48539d
5314,Lilygrove Warden,3,DB,DB,Troop,Spirit,0,,"When a non-<b>Phantom</b> troop you control dies, summon a <b>Phantom</b>.",2,3,doom,,r,0,0,0,272,0,1,1,0,0,0,0,0,,0,Igor Grechanyi,e87803ba-3b6e-45d2-b46f-d03f4acbb60e
5315,Lilygrove Shambler,5,DB,DB,Troop,Elemental,0,,"<b>Lifedrain</b><p>At the start of your turn, sacrifice another troop.<p>When you sacrifice a troop, troops you control get +1[ATK]/+1[DEF].",3,5,doom,,r,0,0,0,271,0,1,1,0,0,0,0,0,,0,Igor Grechanyi,ee6a75cb-ed3e-46f5-8066-bf68cfa9ed39
5316,Soul Severance,2,DB,DB,Quick Action,,0,,"Each time an opposing troop dies this turn, summon a <b>Phantom</b>.",,,doom,,r,0,0,0,309,0,1,1,0,0,0,0,0,,0,Madeline Boni,f9ae4fb7-9946-4354-b25c-a128b143dff3
5317,Soaring Cataclyst,2,DR,DR,Troop,Ender,0,,"<b>Flight</b><p>When this deals damage to an opposing champion, a random troop in your hand gets +1[ATK]/+1[DEF] and <b>Flight</b>.",2,2,doom,,r,0,0,0,308,0,1,1,0,5709,0,0,0,,0,Bogdan Rezunenko,358d678e-b93d-425f-a28d-dca2a885bb79
5318,Violent Breach,4,DR,DR,Basic Action,,0,,Deal 2 damage to each opposing champion and troop.<p>Troops in your hand get +2[ATK]/+2[DEF].,,,doom,,r,0,0,0,325,0,1,1,0,0,0,0,0,,0,Radial Studios,c7efc477-f6a7-4b2a-b53b-12b0bf6fa8f6
5319,Fractured Faith,X,DR,DR,Quick Action,,0,,X target opposing troops must attack this turn. Other troops can't attack this turn.,,,doom,,r,0,0,0,250,0,1,1,0,0,0,0,0,,0,Trung Tin Shinji,3e96ef6f-0216-4e9a-8e2b-ebc7cd6e375f
5320,Spellbobble Gobblers,3,RS,RS,Troop,Gobbler,0,,"<b>Flight</b><p>When this deals damage to a champion, create two random actions that you meet the threshold requirements to play and put them into your hand. At the start of your next turn, discard those cards.",2,2,doom,,r,0,0,0,311,0,1,1,0,0,0,0,0,,0,Arden Beckwith,dd8fd2c9-d502-4e54-9a7b-7fe084ca7c98
5321,Iconoclasm,2,RS,RS,Constant,,0,,"[(3)], Discard a card [ARROWR] Create two random cards of the same shards as the discarded card and put them into your hand.",,,doom,,r,0,0,0,262,0,1,1,0,0,0,0,0,,0,Suebsin Pullsiri,7e89a06c-246d-4690-b54f-a31c8d8a75f7
5322,Excruciate,4,RS,RS,Quick Action,,0,,"Draw two cards, then choose and discard any number of cards. Deal damage to target troop equal to the discarded cards' cost.",,,doom,,r,0,0,0,241,0,1,1,0,0,0,0,0,,0,Suebsin Pullsiri,525aa0cb-5736-458d-a21c-c06651dd9091
5323,Sugarpuss,2,WS,WS,Troop,Beast,0,,<b>Rowdy</b> - Create three random Dandy Candies and put them into your deck.,1,1,doom,,r,0,0,0,318,0,1,1,0,0,0,0,0,,0,Konstantin Porubov,3a5a66f5-6ef5-49a8-a585-430f27238cbd
5324,Sir Pies,6,WS,WS,Quick Troop,Pastry Knight,0,,<b>Spellshield</b><p>You can see and play this while it is the top card of your deck.,6,6,doom,,r,0,0,0,307,0,1,1,0,5325,0,0,0,,0,Lee Setiawan,c4fb3e8f-9f35-4aba-be7c-85902347da37
5325,Sir Pies,6,WS,WS,Quick Troop,Pastry Knight,0,,<b>Spellshield</b><p>You can see and play this while it is the top card of your deck.,6,6,promo,,p,0,0,0,0,0,1,1,5324,0,0,1,0,,0,Gokberk Kaya,81241e17-15c7-403c-a0ca-91cbce7c70b8
5326,Sugar Rush,6,WS,WS,Basic Action,,0,,Draw a card for each troop you control.<p>Replenish your resource points.,,,doom,,l,0,0,0,317,0,1,1,0,0,0,0,0,,0,Pedro Kruger Garcia,1d2eabed-a497-4e5a-b7dd-7708bdcc3503
5327,Lurking Rotjaw,3,WB,WB,Troop,Undead Plant Beast,0,,<b>Rebirth</b><p><b>Deathcry</b> - Target opposing troop gets -1[ATK]/-1[DEF].,3,1,doom,,r,0,0,0,274,0,1,1,0,5328,0,0,0,,0,Felipe Escobar,5f8099cb-acce-4d64-9bce-5fe8cea1cc33
5328,Lurking Rotjaw,3,WB,WB,Troop,Undead Plant Beast,0,,<b>Rebirth</b><p><b>Deathcry</b> - Target opposing troop gets -1[ATK]/-1[DEF].,3,1,wheel9,,p,0,0,0,0,0,1,1,5327,0,0,1,0,,0,Toma Gas,ee086544-7320-44ba-a4fe-cfdb49c2df09
5329,Black Ash Blighter,5,WB,WB,Troop,Undead Plant,0,,"<b>Crush</b><p>At the start of your turn, revert this and it gets <b>Rebirth</b>.",6,4,doom,,r,0,0,0,220,0,1,1,0,0,0,0,0,,0,Uros Sljivic,e12dd6e4-c4c2-4d9b-a5a3-dcff267db1f4
5330,Ghastly Banquet,4,WB,WB,Quick Action,,0,,"As an additional cost to play this, sacrifice a troop.<p>Summon <b>Zombies</b> equal to the sacrificed troop's [DEF].",,,doom,,r,0,0,0,253,0,1,1,0,0,0,0,0,,0,Lucas Torquato,37f34e15-3dd1-45ca-a80d-be20e53a4de1
5331,Zomboyz,2,RB,RB,Troop,Undead Zombie Gnoll,0,,"<b>Rabid</b> - Put target troop with cost [(3)] or less from your crypt into play attacking under your control. It gets ""At end of turn, sacrifice this.""",3,2,doom,,r,0,0,0,332,0,1,1,0,5332,0,0,0,,0,Hendry Iwanaga,73be09af-f40f-44a7-8c8c-dc1d470577e8
5332,Zomboyz,2,RB,RB,Troop,Undead Zombie Gnoll,0,,"<b>Rabid</b> - Put target troop with cost [(3)] or less from your crypt into play attacking under your control. It gets ""At end of turn, sacrifice this.""",3,2,chest9,,p,0,0,0,0,0,1,1,5331,0,0,1,0,,0,Cristian Picu,3a01f123-df74-44df-bc54-e09503e55f0b
5333,Fangstorm,9,RB,RB,Troop,Undead Zombie Gnoll,0,,"<b>Crush</b>, <b>Rage 5</b><p><b>Rabid</b> - Destroy all opposing troops.",4,9,doom,,r,0,0,0,244,0,1,1,0,0,0,0,0,,0,Anthony Feliciano,abc20ae1-f2ed-4d33-b866-99ee1fc28ded
5334,Malevolence,5,RB,RB,Basic Action,,0,,"Each opposing champion may discard any number of cards, then that champion loses 4 health for each card in their hand.",,,doom,,r,0,0,0,275,0,1,1,0,0,0,0,0,,0,Yutthaphong Kaewsuk,7873b124-d836-44a5-b90a-8fc45edb5146
5335,Falling Fangs,2,WR,WR,Troop,Gnoll,0,,"<b>Flight</b>, <b>Speed</b><p>When this deals damage to a champion, destroy target opposing artifact or opposing constant.<p>At end of your turn, sacrifice this.",4,2,doom,,r,0,0,0,243,0,1,1,0,5336,0,0,0,,0,Alberto Rocha,edb91e3e-c6be-43d2-b686-fd11b6b7e56f
5336,Falling Fangs,2,WR,WR,Troop,Gnoll,0,,"<b>Flight</b>, <b>Speed</b><p>When this deals damage to a champion, destroy target opposing artifact or opposing constant.<p>At the end of your turn, sacrifice this.",4,2,promo,,p,0,0,0,0,0,1,1,5335,0,0,1,0,,0,Lucas Torquato,1b4ae0cf-fe9e-4d4b-9c3a-cdb537023d5a
5337,Radical Rocksurfer,4,WR,WR,Troop,Gnoll,0,,<b>Crush</b><p><b>Rabid</b> - Summon an attacking <b>Boulder Brute</b>.,4,4,doom,,r,0,0,0,291,0,1,1,0,0,0,0,0,,0,Ursula Dorada,8b420615-12bf-4a96-a7b9-d4716e4af692
5338,Dogpile,4,WR,WR,Basic Action,,0,,Deal 5 damage to target troop. Summon <b>Rabid Gnolls</b> equal to any excess damage.,,,doom,,r,0,0,0,234,0,1,1,0,0,0,0,0,,0,Ricardo Caria,228a2517-2219-416d-a8ab-5775673ffefa
5339,Helpful Coinshark,4,DW,DW,Troop,Fae Leprechaun,0,,<b>Rowdy</b> - Create a <b>Lucky Coin</b> and put it into your hand.<p>Discard a Coin [ARROWR] This gets +2[ATK]/+2[DEF] and <b>Spellshield</b> this turn.,4,4,doom,,r,0,0,0,259,0,1,1,0,0,0,0,0,,0,Lee Setiawan,251f9483-8a69-440b-88ce-06b5ea56202e
5340,Double Down,7,DW,DW,Basic Action,,0,,Double the [ATK] and [DEF] of each troop you control.<p>Double your health.,,,doom,,r,0,0,0,236,0,1,1,0,0,0,0,0,,0,Timur Shevtsov,56173d5c-e431-4f9a-ad12-3bc686b0956f
5341,Chasing the Rainbow,2,DW,DW,Constant,,0,,<b>Rowdy</b> - Gain [L0][R1].<p>[(10)] [ARROWR] Summon a <b>Gold Elemental</b>.,,,doom,,r,0,0,0,227,0,1,1,0,5342,0,0,0,,0,Joya Filomena,aaba40c2-91a9-4ef4-b07f-256bb6d89765
5342,Chasing the Rainbow,2,DW,DW,Constant,,0,,<b>Rowdy</b> - Gain [L0][R1].<p>[(10)] [ARROWR] Summon a <b>Gold Elemental</b>.,,,chest9,,p,0,0,0,0,0,1,1,5341,0,0,1,0,,0,Julia Harumi Namba,c49bf12e-6720-413e-9b73-598b0e379f33
5343,Resplendant Annihilix,6,DS,DS,Troop,Ender,0,,"<b>Flight</b><p>When this deals damage to an opposing champion, play up to one prismatic card in your hand for free.",6,6,doom,,r,0,0,0,295,0,1,1,0,0,0,0,0,,0,Nicholas Gregory,c6533bd4-5c1f-4df1-9747-de2bfe467c50
5344,Worldscar,6,DS,DS,Constant,,1,,"When you play a troop, summon a copy of it.",,,doom,,r,0,0,0,330,0,1,1,0,5345,0,0,0,,0,Radial Studios,3723edaa-9c94-4c18-8b38-9ed103050cd0
5345,Worldscar,6,DS,DS,Constant,,1,,"When you play a troop, summon a copy of it.",,,promo,,p,0,0,0,0,0,1,1,5344,0,0,1,0,,0,Anthony Star,0a891fe1-7397-4572-8185-662e0309b832
5346,Assimilate,4,DS,DS,Quick Action,,0,,"Put target troop into your deck and gain its thresholds. It gets ""<b>Deploy</b> - Create a copy of this and put it into your deck.""",,,doom,,r,0,0,0,218,0,1,1,0,0,0,0,0,,0,Nicholas Gregory,dd3c4bf7-c965-4435-b4a0-5b0f4b993be0
5347,Totem of Void Star,2,SB,SB,Troop,Chaostouched Totem,0,,"[(1)], Discard a card [ARROWR] This gets <b>Flight</b> and <b>Lethal</b> this turn.<p>When this deals damage to a champion, put target card discarded this turn from a crypt into your hand.",2,2,doom,,r,0,0,0,323,0,1,1,0,5348,0,0,0,,0,Andreas Zafeiratos,35c31907-650b-4952-8a7d-9aa14bdf74ab
5348,Totem of Void Star,2,SB,SB,Troop,Chaostouched Totem,0,,"[(1)], Discard a card [ARROWR] This gets <b>Flight</b> and <b>Lethal</b> this turn.<p>When this deals damage to a champion, put target card discarded this turn from a crypt into your hand.",2,2,promo,,p,0,0,0,0,0,1,1,5347,0,0,1,0,,0,Klaher Baklaher,6d6f3b2d-c270-4cf1-b5cc-51286d95ae55
5349,Clutch of D'endrrah,6,SB,SB,Basic Action,,0,,- Each opposing champion discards four cards.<p>- Draw four cards.,,,doom,,r,0,0,0,229,0,1,1,0,0,0,0,0,,0,Rayden Chen,c19903fc-fe16-48f1-960e-c064fe874cb9
5350,Forsake the Shards,3,B,BB,Constant,,0,,"<b>Deploy</b> - Discard your hand. You lose all non-[BLOOD] thresholds.<p>At the start of your turn, create a random blood card that you meet the threshold requirements to play and put it into your hand.",,,doom,,r,0,0,0,56,0,1,1,0,0,0,0,0,,0,Joseph Weston,4a4d6430-90f9-4434-adb9-46948620cd05
5351,Doombringer Kha,7,DRS,DRS,Troop,Ender,1,,"<b>Flight</b>, <b>Speed</b>, <b>Steadfast</b><p>When Doombringer Kha attacks, choose one:<p>- Void target opposing card.<p>- Draw three cards.<p>- Deal 5 damage to each opposing champion.",5,5,doom,,l,0,0,0,235,0,1,1,0,5710,0,0,0,,0,Pavel Romanov,7b4130f7-3910-4d8c-932b-11f9ecdef74e
5352,Iron Maiden,4,RSB,RSB,Troop,Human Cleric,1,,"When this attacks, pay X health. Each opposing champion discards each non-resource card with that cost.",4,5,doom,,l,0,0,0,264,0,1,1,0,0,0,0,0,,0,Andreas Zafeiratos,faa0b6e9-8023-426f-a177-17a6322a2c18
5353,Chug,5,WRB,WRB,Troop,Undead Gnoll Zombie,1,,"<b>Feral</b>, <b>Speed</b><p>When a troop you control attacks, this gets +1[ATK]/+1[DEF] in all zones.",1,1,doom,,l,0,0,0,228,0,1,1,0,0,0,0,0,,0,Irina Nordsol,dcb475e2-83a7-4667-9f04-5092e299e32f
5354,Count Dragomir,5,DWB,DWB,Troop,Vampire,1,,"<b>Lifedrain</b>, <b>Flight</b><p>When another card enters your hand or play from your crypt, destroy target opposing card.",4,4,doom,,l,0,0,0,231,0,1,1,0,0,0,0,0,,0,Svetlana Tebyakina,b19e2264-095c-4420-b582-5c69065f615b
5355,Oinkers the Party Pig,8,DWS,DWS,Troop,Avatar of Debauchery,1,,"At the end of your turn, look at the top three cards of your deck. Play a revealed card for free. Put the remaining cards into your deck.",10,10,doom,,l,0,0,0,284,0,1,1,0,0,0,0,0,,0,Ellis Q Clark,87ed17d6-2d12-4d4a-949e-0a928ef886d1
5356,Remnant of Innovation,0,,,Resource,,0,,You lose 2 health unless you have [RUBY][RUBY][SAPPHIRE][SAPPHIRE].,,,doom,,r,0,0,0,6,0,1,1,0,0,0,0,0,,0,Skeleton Crew Art Ho,ad8d951e-ee34-4b65-b61d-a41ca2260be7
5357,Eradicrux Heart,0,,,Resource,,0,,[BLOOD][DIAMOND][RUBY][SAPPHIRE][WILD]: Draw two cards.<p>Gain a charge.,,,doom,,r,0,0,0,1,0,1,1,0,0,0,0,0,,0,Cristian Picu,c258fbe8-f988-4e25-a8f9-51d039dad31e
5358,Heart of Agony,0,,,Resource,,0,,You lose 3 health and gain three charges.,,,doom,,r,0,0,0,2,0,1,1,0,0,0,0,0,,0,Xavier Ribeiro,9676a753-d339-4bda-827d-63128cbd76a3
5359,Eparch of Souls,6,DB,DB,Troop,Spirit,0,,"At the start of your turn, if an opposing champion has more health than you, swap health totals with the opposing champion with the highest health.",5,5,doom,,l,0,0,0,240,0,1,1,0,0,0,0,0,,0,Lucas Torquato,f0421afb-6fbb-4a27-8182-5499b36ca401
5360,Immaculate Mortrus,6,DR,DR,Troop,Ender,0,,"<b>Crush</b>, <b>Lifedrain</b>, <b>Speed</b>, <b>Steadfast</b><p><b>Deploy</b> - A random troop in your hand gets +4[ATK]/+4[DEF], <b>Crush</b>, <b>Lifedrain</b>, <b>Speed</b> and <b>Steadfast</b>.",4,4,doom,,l,0,0,0,263,0,1,1,0,0,0,0,0,,0,Phu Thieu,83c3798b-3743-419b-96c3-d4b9d988561c
5361,Scribe of the Flayed Man,3,RS,RS,Troop,Human Cleric,0,,"[RUBY][SAPPHIRE]: When you discard this, you may pay [(3)]. If you do, play this for free.<p>When you discard a card, you may pay [(3)]. If you do, play the discarded card for free.",2,3,doom,,l,0,0,0,301,0,1,1,0,0,0,0,0,,0,Stanislav Dikolenko,dda45f4a-1c9d-4ff9-b27c-9b52ac953eea
5362,Flawless Obliteron,5,DS,DS,Troop,Ender,0,,"<b>Flight</b><p>When this attacks, you may pay [(X)]. If you do, summon a random Terminus of any shard with cost [(X)].",4,4,doom,,l,0,0,0,248,0,1,1,0,0,0,0,0,,0,Botos Vlad,4a18464e-ae55-440a-a7d5-4b95801c0f69
5363,Rakaanozov the Starved,6,WB,WB,Troop,Undead Dragon,1,,"<b>Flight</b><p>If you would draw a card, put a random card from your crypt into your hand instead.<p>If a card would enter your crypt, void it instead.",7,7,doom,,l,0,0,0,292,0,1,1,0,0,0,0,0,,0,Wei Wu,431bd60f-034d-43dd-b530-ace9ce05e000
5364,Deathdozer,5,RB,RB,Troop,Undead Zombie Gnoll,0,,"<b>Feral</b><p><b>Rabid</b> - Put each Gnoll from your crypt with cost [(4)] or less into play attacking under your control. They get ""At end of turn, sacrifice this"" this turn.",5,4,doom,,l,0,0,0,233,0,1,1,0,0,0,0,0,,0,Hendry Iwanaga,9670d710-d70d-47dd-8160-9b238e1b8379
5365,Jaxx Maxx,5,WR,WR,Troop,Gnoll,1,,"When a Gnoll you control deals damage to an opposing champion, revert it.",6,4,doom,,l,0,0,0,265,0,1,1,0,0,0,0,0,,0,Allison Theus,c40fce3a-0d13-4529-b3ac-240317977511
5366,Jenson the Joymaker,2,DW,DW,Troop,Human Mage,1,,<b>Rowdy</b> - Summon a <b>Moppet</b>.<p><b>Moppets</b> you control have +3[ATK]/+3[DEF].,2,2,doom,,l,0,0,0,266,0,1,1,0,0,0,0,0,,0,Ivan Fomin,2df3c57d-b895-4b46-b98b-4d12a18a1491
5367,Voice of D'endrrah,4,SB,SB,Troop,Chaostouched,0,,"<b>Flight</b><p>At the start of your turn, draw a card and this gets -2[ATK]/-2[DEF].<p>Discard a card [ARROWR] This gets +1[ATK]/+1[DEF].",5,5,doom,,l,0,0,0,327,0,1,1,0,0,0,0,0,,0,Nicholas Gregory,53a4c0d9-113d-4ebc-8e7e-0cb3b8b81604
5368,Wrath of Brosi,5,W,W,Basic Action,,0,,"Troops you control get +3[ATK]/+3[DEF] and ""When this attacks, destroy a random opposing artifact or constant"" this turn.",,,doom,,r,0,0,0,217,0,1,1,0,0,0,0,0,,0,Brolken,760881de-0fd3-41e4-b9a7-51fe1f766b63
5369,Eternal Curator,7,,,"Artifact, Troop",Eternal Construct,0,,<b>Invincible</b><p><b>Deploy</b> - Void each duplicate in decks.,7,7,doom,,l,0,0,0,22,0,1,1,0,0,0,0,0,,0,Rudy Siswanto,aa3668e5-b18f-4327-a697-6d566c138672
5370,Kaleidotron,3,,,"Artifact, Troop",Robot,0,,<b>SOCKETABLE MAJOR</b><p><b>Deckbuilding:</b> You can include this in your deck only if it contains at least 25 prismatic cards.<p>Ignore threshold costs of cards in your hand.,3,3,doom,,r,0,0,2,30,0,1,1,0,0,0,0,0,,0,Firat Solhan,7c2381e8-253a-4d3e-963c-c0409884b531
5371,Rabid Gnoll,1,WR,WR,Troop,Gnoll,0,,,1,1,doom,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Ricardo Caria,a42974d8-d640-4d4c-bc35-8c69eac0aa54
5372,Candleghast,3,R,R,Troop,Elemental,0,,This has -1[ATK]/-1[DEF] in all zones for each card in opposing hands.,4,4,doom,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Polar Engine Studio,e23a426c-3c07-442c-9599-010d8b7df4b0
5373,Gold Elemental,10,DW,DW,Troop,Elemental,0,,,10,10,doom,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Joya Filomena,12adb994-2cda-4e18-b71f-7d3449a56c6a
5374,Moppet,2,DW,DW,Troop,Moppet,0,,<b>Deploy</b> - This gets a random <b>Boon</b>.,0,0,doom,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Ivan Fomin,8e65740b-9c59-41d0-9160-c87ba35bd391
5375,Echo,2,D,D,Troop,Beast,0,,,0,0,doom,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Andreas Zafeiratos,64511d4b-ee62-44bd-aa74-57012ff59b5b
5376,Ice Block,2,S,S,Constant,,0,,[BASIC]: [(5)] [ARROWR] Revert this.,,,doom,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Magdalena Radziej,4afe23dc-d6a3-4dbc-9b9b-0da46595ea58
5377,Poppy Pop,X,W,W,Basic Action,Dandy Candy,0,,Create X random troops you meet the threshold requirements to play and put them into your hand.<p>Gain [L0][R1].,,,doom,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Konstantin Porubov,2558aab4-04e3-41c9-afa2-73fd318c8f34
5378,Dementia Bar,X,S,S,Basic Action,Dandy Candy,0,,Summon a random Chaostouched or Fae with cost [(3)] or less.,,,doom,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Konstantin Porubov,ca560989-c9dd-4d4a-9cae-1824ae9be0d8
5379,Gobblerstopper,X,S,S,Basic Action,Dandy Candy,0,,Create X random actions you meet the threshold requirements to play and put them into your hand.<p>Put your crypt into your deck.,,,doom,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Konstantin Porubov,834329d8-d86a-4b92-9599-743f9d9f3dcc
5380,Boonberry Punch,X,W,W,Basic Action,Dandy Candy,0,,Summon a random Fae or Plant with cost [(3)] or less.,,,doom,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,Konstantin Porubov,0e4e424f-eabd-4e85-8bc2-9bc07b28cc91
