databaseId	name	imageUrl	cardBack	type	set	rarity	cost	keywords	inspiration	stage	subtitle	text	loadGroupId
BP02-xCR02	Fluttershy (BP02 3star)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP023star.jpg	default	Character	BP02	CR	6	Pegasus / Fluttershy	8			|Adventure| This Character gets +1 Inspiration for each <Pet> in your Adventure Area.	playerNDeck
BP02-CR03	Pinkie Pie (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP023.jpg	default	Character	BP02	CR	3	Earth Pony / Pinkie Pie	5			|Appear| If there is any Character adorned with an Item in your Adventure Area, choose 1 face-up Scene in Rival's Scene Area, turn it down.	playerNDeck
BP02-xCR03	Pinkie Pie (BP02 3star)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP023star.jpg	default	Character	BP02	CR	3	Earth Pony / Pinkie Pie	5			|Appear| If there is any Character adorned with an Item in your Adventure Area, choose 1 face-up Scene in Rival's Scene Area, turn it down.	playerNDeck
BP02-CR04	Applejack (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP023.jpg	default	Character	BP02	CR	5	Earth Pony / Applejack	5			|Appear| If there is any <Earth Pony> in your Retirement Area, add 1 face-up Scene, tap it.	playerNDeck
BP02-xCR04	Applejack (BP02 3star)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP023star.jpg	default	Character	BP02	CR	5	Earth Pony / Applejack	5			|Appear| If there is any <Earth Pony> in your Retirement Area, add 1 face-up Scene, tap it.	playerNDeck
BP02-CR05	Rainbow Dash (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP023.jpg	default	Character	BP02	CR	3	Pegasus / Rainbow Dash	4			|Adventure| When this Character Intervenes the Plan, choose 1 Character in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
BP02-xCR05	Rainbow Dash (BP02 3star)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP023star.jpg	default	Character	BP02	CR	3	Pegasus / Rainbow Dash	4			|Adventure| When this Character Intervenes the Plan, choose 1 Character in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
BP02-CR06	Rarity (BP02 3)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP023.jpg	default	Character	BP02	CR	5	Unicorn / Rarity	6			|Preplan| If there are 3 or more <Unicorn> in your Retirement Area, choose 1 Character with Inspiration 6 or more in Rival's Adventure Area to Retire.	playerNDeck
BP02-xCR06	Rarity (BP02 3star)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP023star.jpg	default	Character	BP02	CR	5	Unicorn / Rarity	6			|Preplan| If there are 3 or more <Unicorn> in your Retirement Area, choose 1 Character with Inspiration 6 or more in Rival's Adventure Area to Retire.	playerNDeck
BP02-CR07	Twilight Sparkle (BP02 4)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP024.jpg	default	Character	BP02	CR	5	Unicorn / Twilight Sparkle	5			|Appear| If there are 4 or more Events in your Retirement Area, move the top card of your Deck to the Story Area, it becomes the plan.	playerNDeck
BP02-xCR07	Twilight Sparkle (BP02 4star)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP024star.jpg	default	Character	BP02	CR	5	Unicorn / Twilight Sparkle	5			|Appear| If there are 4 or more Events in your Retirement Area, move the top card of your Deck to the Story Area, it becomes the plan.	playerNDeck
BP02-CR08	Fluttershy (BP02 4)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP024.jpg	default	Character	BP02	CR	6	Pegasus / Fluttershy	6			|Appear| Reveal the top 3 cards of your deck, choose 1 <Pet> with Cost of Force of Harmony 3 or less from them, move it to Adventure Area, move the rest to Retirement Area.	playerNDeck
BP02-xCR08	Fluttershy (BP02 4star)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP024star.jpg	default	Character	BP02	CR	6	Pegasus / Fluttershy	6			|Appear| Reveal the top 3 cards of your deck, choose 1 <Pet> with Cost of Force of Harmony 3 or less from them, move it to Adventure Area, move the rest to Retirement Area.	playerNDeck
BP02-CR09	Pinkie Pie (BP02 4)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP024.jpg	default	Character	BP02	CR	6	Earth Pony / Pinkie Pie	7			|Appear| If there is any Character adorned with an Item in your Adventure Area, choose 1 face-up Scene in Rival's Scene Area, turn them down.	playerNDeck
BP02-xCR09	Pinkie Pie (BP02 4star)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP024star.jpg	default	Character	BP02	CR	6	Earth Pony / Pinkie Pie	7			|Appear| If there is any Character adorned with an Item in your Adventure Area, choose 1 face-up Scene in Rival's Scene Area, turn them down.	playerNDeck
BP02-CR10	Applejack (BP02 4)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP024.jpg	default	Character	BP02	CR	6	Earth Pony / Applejack	6			|Appear| Choose 2 face-down Scenes in your Scene Area, turn them up.	playerNDeck
BP02-xCR10	Applejack (BP02 4star)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP024star.jpg	default	Character	BP02	CR	6	Earth Pony / Applejack	6			|Appear| Choose 2 face-down Scenes in your Scene Area, turn them up.	playerNDeck
BP02-CR11	Rainbow Dash (BP02 4)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP024.jpg	default	Character	BP02	CR	4	Pegasus / Rainbow Dash	5			When this Character Moves or Switches Positions in Adventure Area the first time in each turn, it gets +2 Inspiration until the end of turn. |Adventure| [Tap] Move this Character to an empty Slot in your Adventure Area.	playerNDeck
BP02-xCR11	Rainbow Dash (BP02 4star)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP024star.jpg	default	Character	BP02	CR	4	Pegasus / Rainbow Dash	5			When this Character Moves or Switches Positions in Adventure Area the first time in each turn, it gets +2 Inspiration until the end of turn. |Adventure| [Tap] Move this Character to an empty Slot in your Adventure Area.	playerNDeck
BP02-CR12	Rarity (BP02 4)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP024.jpg	default	Character	BP02	CR	2	Unicorn / Rarity	4			|Appear| Choose 1 Plan in your Story Area, Look at it.	playerNDeck
BP02-xCR12	Rarity (BP02 4star)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP024star.jpg	default	Character	BP02	CR	2	Unicorn / Rarity	4			|Appear| Choose 1 Plan in your Story Area, Look at it.	playerNDeck
BP02-ER01	Golden Oak Library Floor 2	my-little-pony/bp02/MyLittlePony-BP02-GoldenOakLibraryFloor2.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Twilight Sparkle> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER01D	Golden Oak Library Floor 2*	my-little-pony/bp02/MyLittlePony-BP02-GoldenOakLibraryFloor2-2.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Twilight Sparkle> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER01N	Golden Oak Library Floor 2**	my-little-pony/bp02/MyLittlePony-BP02-GoldenOakLibraryFloor2-3.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Twilight Sparkle> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-ER02	Living Room of Fluttershy's Cottage	my-little-pony/bp02/MyLittlePony-BP02-LivingRoomOfFluttershysCottage.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Fluttershy> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER02D	Living Room of Fluttershy's Cottage*	my-little-pony/bp02/MyLittlePony-BP02-LivingRoomOfFluttershysCottage-2.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Fluttershy> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER02N	Living Room of Fluttershy's Cottage**	my-little-pony/bp02/MyLittlePony-BP02-LivingRoomOfFluttershysCottage-3.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Fluttershy> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-ER03	Storefront of Sugarcube Corner	my-little-pony/bp02/MyLittlePony-BP02-StorefrontOfSugarcubeCorner.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Pinkie Pie> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER03D	Storefront of Sugarcube Corner*	my-little-pony/bp02/MyLittlePony-BP02-StorefrontOfSugarcubeCorner-2.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Pinkie Pie> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER03N	Storefront of Sugarcube Corner**	my-little-pony/bp02/MyLittlePony-BP02-StorefrontOfSugarcubeCorner-3.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Pinkie Pie> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-ER04	Backyard of Sweet Apple Acres	my-little-pony/bp02/MyLittlePony-BP02-BackyardOfSweetAppleAcres.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Applejack> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER04D	Backyard of Sweet Apple Acres*	my-little-pony/bp02/MyLittlePony-BP02-BackyardOfSweetAppleAcres-2.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Applejack> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER04N	Backyard of Sweet Apple Acres**	my-little-pony/bp02/MyLittlePony-BP02-BackyardOfSweetAppleAcres-3.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Applejack> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-ER05	Rainbow Pool in Cloudsdale	my-little-pony/bp02/MyLittlePony-BP02-RainbowPoolInCloudsdale.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Rainbow Dash> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER05D	Rainbow Pool in Cloudsdale*	my-little-pony/bp02/MyLittlePony-BP02-RainbowPoolInCloudsdale-2.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Rainbow Dash> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER05N	Rainbow Pool in Cloudsdale**	my-little-pony/bp02/MyLittlePony-BP02-RainbowPoolInCloudsdale-3.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Rainbow Dash> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-ER06	Fitting Room of Carousel Boutique	my-little-pony/bp02/MyLittlePony-BP02-FittingRoomOfCarouselBoutique.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Rarity> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER06D	Fitting Room of Carousel Boutique*	my-little-pony/bp02/MyLittlePony-BP02-FittingRoomOfCarouselBoutique-2.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Rarity> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-xER06N	Fitting Room of Carousel Boutique**	my-little-pony/bp02/MyLittlePony-BP02-FittingRoomOfCarouselBoutique-3.jpg	default	Scene	BP02	ER	-	Everyday	-			|Inspo Boost| Your <Rarity> gets +1 Inspiration until the end of this Contact.	playerNSceneDeck
BP02-GR01	Twilight Sparkle (BP02 5)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP025.jpg	default	Character	BP02	GR	6	Unicorn / Twilight Sparkle	7			|Appear| If there are 3 or more Events in your Retirement Area, draw 2 cards.	playerNDeck
BP02-xGR01	Twilight Sparkle (BP02 5star)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP025star.jpg	default	Character	BP02	GR	6	Unicorn / Twilight Sparkle	7			|Appear| If there are 3 or more Events in your Retirement Area, draw 2 cards.	playerNDeck
BP02-GR02	Fluttershy (BP02 5)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP025.jpg	default	Character	BP02	GR	2	Pegasus / Fluttershy	3			|Adventure| Each <Pet> in your Adventure Area gets +1 Inspiration in Rival's turn.	playerNDeck
BP02-xGR02	Fluttershy (BP02 5star)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP025star.jpg	default	Character	BP02	GR	2	Pegasus / Fluttershy	3			|Adventure| Each <Pet> in your Adventure Area gets +1 Inspiration in Rival's turn.	playerNDeck
BP02-GR03	Pinkie Pie (BP02 5)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP025.jpg	default	Character	BP02	GR	5	Earth Pony / Pinkie Pie	6			|Appear| Until the end of turn, your next Item gets -2 Cost of Force of Harmony when played from Hand.	playerNDeck
BP02-xGR03	Pinkie Pie (BP02 5star)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP025star.jpg	default	Character	BP02	GR	5	Earth Pony / Pinkie Pie	6			|Appear| Until the end of turn, your next Item gets -2 Cost of Force of Harmony when played from Hand.	playerNDeck
BP02-GR04	Applejack (BP02 5)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP025.jpg	default	Character	BP02	GR	4	Earth Pony / Applejack	5			|Appear| Reveal the top 2 cards of your Deck, choose 1 <Earth Pony> from them, add it to Hand, move the rest to the bottom of the Deck.	playerNDeck
BP02-xGR04	Applejack (BP02 5star)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP025star.jpg	default	Character	BP02	GR	4	Earth Pony / Applejack	5			|Appear| Reveal the top 2 cards of your Deck, choose 1 <Earth Pony> from them, add it to Hand, move the rest to the bottom of the Deck.	playerNDeck
BP02-GR05	Rainbow Dash (BP02 5)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP025.jpg	default	Character	BP02	GR	3	Pegasus / Rainbow Dash	4			|Adventure| [Tap] Choose 1 <Pegasus> in your Adventure Area, it gets +1 Inspiration until the end of turn, Move it to an empty Slot in your Adventure Area.	playerNDeck
BP02-xGR05	Rainbow Dash (BP02 5star)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP025star.jpg	default	Character	BP02	GR	3	Pegasus / Rainbow Dash	4			|Adventure| [Tap] Choose 1 <Pegasus> in your Adventure Area, it gets +1 Inspiration until the end of turn, Move it to an empty Slot in your Adventure Area.	playerNDeck
BP02-GR06	Rarity (BP02 5)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP025.jpg	default	Character	BP02	GR	4	Unicorn / Rarity	5			|Appear| If there are 3 or more Plans in your Story Area, this Character gets +3 Inspiration until the end of turn.	playerNDeck
BP02-xGR06	Rarity (BP02 5star)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP025star.jpg	default	Character	BP02	GR	4	Unicorn / Rarity	5			|Appear| If there are 3 or more Plans in your Story Area, this Character gets +3 Inspiration until the end of turn.	playerNDeck
BP02-GR07	Twilight Sparkle (BP02 6)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP026.jpg	default	Character	BP02	GR	3	Unicorn / Twilight Sparkle	4			|Appear| If there are 2 or more Events in your Retirement Area, choose 1 Event in your Retirement Area, add it to Hand.	playerNDeck
BP02-GR08	Fluttershy (BP02 6)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP026.jpg	default	Character	BP02	GR	5	Pegasus / Fluttershy	7			|Adventure| When a <Pet> in your Adventure Area Retires in Contact, this Character gets +1 Inspiration until the end of turn.	playerNDeck
BP02-GR09	Pinkie Pie (BP02 6)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP026.jpg	default	Character	BP02	GR	2	Earth Pony / Pinkie Pie	4			|Appear| If there is any Item in your Retirement Area, choose 1 face-up Scene in each Scene Area, turn them down.	playerNDeck
BP02-GR10	Applejack (BP02 6)	my-little-pony/bp02/MyLittlePony-BP02-ApplejackBP026.jpg	default	Character	BP02	GR	3	Earth Pony / Applejack	3			|Appear| Choose 1 face-down tapped Scene in your Scene Area, turn it up, untap it.	playerNDeck
BP02-GR11	Rainbow Dash (BP02 6)	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashBP026.jpg	default	Character	BP02	GR	5	Pegasus / Rainbow Dash	6			|Appear| If there is any empty Slot in your Adventure Area, choose 1 <Pegasus> in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
BP02-GR12	Rarity (BP02 6)	my-little-pony/bp02/MyLittlePony-BP02-RarityBP026.jpg	default	Character	BP02	GR	4	Unicorn / Rarity	5			|Farewell| Reveal the top 2 cards of your Deck, choose 1 <Unicorn from them, add it to Hand, move the rest to Retirement Area.	playerNDeck
BP02-SPR01	Today's Checklist	my-little-pony/bp02/MyLittlePony-BP02-TodaysChecklist.jpg	default	Event	BP02	SPR	1	-	-			Only use when there is any <Unicorn> in your Adventure Area. Look at each Plan in your Story Area, then return them in original order.	playerNDeck
BP02-xSPR01	Today's Checklist*	my-little-pony/bp02/MyLittlePony-BP02-TodaysChecklist-2.jpg	default	Event	BP02	SPR	1	-	-			Only use when there is any <Unicorn> in your Adventure Area. Look at each Plan in your Story Area, then return them in original order.	playerNDeck
BP02-SPR02	Friendship Letter	my-little-pony/bp02/MyLittlePony-BP02-FriendshipLetter.jpg	default	Event	BP02	SPR	5	-	-			Only use when there is any <Unicorn> in your Adventure Area. Move 1 Hand to Story Area, it becomes the Plan.	playerNDeck
BP02-xSPR02	Friendship Letter*	my-little-pony/bp02/MyLittlePony-BP02-FriendshipLetter-2.jpg	default	Event	BP02	SPR	5	-	-			Only use when there is any <Unicorn> in your Adventure Area. Move 1 Hand to Story Area, it becomes the Plan.	playerNDeck
BP02-SPR03	Arrange the Bookshelf	my-little-pony/bp02/MyLittlePony-BP02-ArrangeTheBookshelf.jpg	default	Event	BP02	SPR	2	-	-			Until the end of turn, when Rival's plan is Removed, add it to Hand instead of triggering Pre-plan effect.	playerNDeck
BP02-SPR04	Sound Asleep	my-little-pony/bp02/MyLittlePony-BP02-SoundAsleep.jpg	default	Event	BP02	SPR	2	-	-			Only use when there are 2 or more cards in your Hand. Discard 1 card, each Character in Rival's Adventure Area gets -1 Inspiration until the end of turn.	playerNDeck
BP02-SPR05	Physical Training	my-little-pony/bp02/MyLittlePony-BP02-PhysicalTraining.jpg	default	Event	BP02	SPR	2	-	-			Choose 1 <Pegasus> in your Adventure Area, it gets +1 Inspiration until the end of turn, Move it to an empty slot in your Adventure Area.	playerNDeck
BP02-xSPR05	Physical Training*	my-little-pony/bp02/MyLittlePony-BP02-PhysicalTraining-2.jpg	default	Event	BP02	SPR	2	-	-			Choose 1 <Pegasus> in your Adventure Area, it gets +1 Inspiration until the end of turn, Move it to an empty slot in your Adventure Area.	playerNDeck
BP02-SPR06	It is Pinkie's Line Anyway	my-little-pony/bp02/MyLittlePony-BP02-ItIsPinkiesLineAnyway.jpg	default	Event	BP02	SPR	3	-	-			Only use when there is any <Pinkie Pie> in your Adventure Area. Choose 2 face-up Scenes in Rival's Scene Area, turn them down.	playerNDeck
BP02-SPR07	Rope Skipping	my-little-pony/bp02/MyLittlePony-BP02-RopeSkipping.jpg	default	Event	BP02	SPR	2	-	-			Choose 1 <Earth Pony> adorned with an Item in your Adventure Area, it gets +3 Inspiration until the end of turn.	playerNDeck
BP02-SPR08	Harvest Corn	my-little-pony/bp02/MyLittlePony-BP02-HarvestCorn.jpg	default	Event	BP02	SPR	3	-	-			Only use when there is any face-down Scene in your Scene Area. Choose 2 face-down Scenes in your Scene Area, turn them up.	playerNDeck
BP02-SPR09	Zap Apple Season	my-little-pony/bp02/MyLittlePony-BP02-ZapAppleSeason.jpg	default	Event	BP02	SPR	2	-	-			Only use when there is any <Earth Pony> in your Retirement Area. Add 1 face-down Scene, tap it.	playerNDeck
BP02-SPR10	Old House Demolition	my-little-pony/bp02/MyLittlePony-BP02-OldHouseDemolition.jpg	default	Event	BP02	SPR	2	-	-			Only use when there is any face-up Scene in your Scene Area. Choose 1 face-up Scene in your Scene Area, turn it down, choose 1 Character in your Adventure Area, it gets +3 Inspiration until the end of turn.	playerNDeck
BP02-xSPR10	Old House Demolition*	my-little-pony/bp02/MyLittlePony-BP02-OldHouseDemolition-2.jpg	default	Event	BP02	SPR	2	-	-			Only use when there is any face-up Scene in your Scene Area. Choose 1 face-up Scene in your Scene Area, turn it down, choose 1 Character in your Adventure Area, it gets +3 Inspiration until the end of turn.	playerNDeck
BP02-SPR11	Hold back from the Brink	my-little-pony/bp02/MyLittlePony-BP02-HoldBackFromTheBrink.jpg	default	Event	BP02	SPR	2	-	-			Only use when there is any <Rainbow Dash> in your Adventure Area. Choose 1 Character with Cost of Force of Harmony 2 or less in your Retirement Area, move it to Adventure Area.	playerNDeck
BP02-SPR12	A Sip of Coffee	my-little-pony/bp02/MyLittlePony-BP02-ASipOfCoffee.jpg	default	Event	BP02	SPR	2	-	-			Reveal the top 5 cards of your Deck, choose 1 Item from them, add it to Hand, move the rest to the bottom of the Deck.	playerNDeck
BP02-SPR13	Laundry Works	my-little-pony/bp02/MyLittlePony-BP02-LaundryWorks.jpg	default	Event	BP02	SPR	4	-	-			Only use when there is any <Rarity> in your Adventure Area. Choose 1 Item in your Retirement Area, move it to Story Area, it becomes the Plan.	playerNDeck
BP02-SPR14	Juice the Grape	my-little-pony/bp02/MyLittlePony-BP02-JuiceTheGrape.jpg	default	Event	BP02	SPR	2	-	-			Only use when there are 3 or more face-up Scenes in your Scene Area. Choose 1 <Applejack> in your Adventure Area, it gets +3 Inspiration until the end of turn.	playerNDeck
BP02-xSPR14	Juice the Grape*	my-little-pony/bp02/MyLittlePony-BP02-JuiceTheGrape-2.jpg	default	Event	BP02	SPR	2	-	-			Only use when there are 3 or more face-up Scenes in your Scene Area. Choose 1 <Applejack> in your Adventure Area, it gets +3 Inspiration until the end of turn.	playerNDeck
BP02-SPR15	Toss and Catch'em	my-little-pony/bp02/MyLittlePony-BP02-TossAndCatchem.jpg	default	Event	BP02	SPR	2	-	-			Draw 1 card, if there is any untapped Scene in your Scene Area, draw 2 cards instead.	playerNDeck
BP02-xSPR15	Toss and Catch'em*	my-little-pony/bp02/MyLittlePony-BP02-TossAndCatchem-2.jpg	default	Event	BP02	SPR	2	-	-			Draw 1 card, if there is any untapped Scene in your Scene Area, draw 2 cards instead.	playerNDeck
BP02-SPR16	Rainbow Dash Fan Club	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashFanClub.jpg	default	Event	BP02	SPR	2	-	-			Only use when there is any <Rainbow Dash> in your Retirement Area. Choose 1 Character in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
BP02-xSPR16	Rainbow Dash Fan Club*	my-little-pony/bp02/MyLittlePony-BP02-RainbowDashFanClub-2.jpg	default	Event	BP02	SPR	2	-	-			Only use when there is any <Rainbow Dash> in your Retirement Area. Choose 1 Character in your Adventure Area, it gets +2 Inspiration until the end of turn.	playerNDeck
BP02-SPR17	Visit the Sculpture Garden	my-little-pony/bp02/MyLittlePony-BP02-VisitTheSculptureGarden.jpg	default	Event	BP02	SPR	2	-	-			Only use when there are 2 or more Characters in your Adventure Area. Draw 2 cards.	playerNDeck
BP02-SPR18	Pet Day	my-little-pony/bp02/MyLittlePony-BP02-PetDay.jpg	default	Event	BP02	SPR	2	-	-			Each <Pet> in your Adventure Area gets +1 Inspiration until the end of turn.	playerNDeck
BP02-xSPR18	Pet Day*	my-little-pony/bp02/MyLittlePony-BP02-PetDay-2.jpg	default	Event	BP02	SPR	2	-	-			Each <Pet> in your Adventure Area gets +1 Inspiration until the end of turn.	playerNDeck
BP02-SPR19	Pregame Talk	my-little-pony/bp02/MyLittlePony-BP02-PregameTalk.jpg	default	Event	BP02	SPR	5	-	-			Each Character in your Adventure Area gets +2 Inspiration until the end of turn.	playerNDeck
BP02-SPR20	Picnic Day	my-little-pony/bp02/MyLittlePony-BP02-PicnicDay.jpg	default	Event	BP02	SPR	2	-	-			Draw 1 card, draw 1 more card for each "Picnic Day" in your Retirement Area.	playerNDeck
BP02-SPR21	Venture to the Temple	my-little-pony/bp02/MyLittlePony-BP02-VentureToTheTemple.jpg	default	Event	BP02	SPR	4	-	-			Choose 1 Character in your Adventure Area, it won't Retire in Contact until the end of turn. |Preplan| Choose 1 Character in your Adventure Area, it won't Retire in Contact until the end of turn.	playerNDeck
BP02-SPR22	Smartypants	my-little-pony/bp02/MyLittlePony-BP02-Smartypants.jpg	default	Item	BP02	SPR	1	-	-			Adorned Character gets -1 Inspiration and gains "|Adventure| Other Characters in your Adventure Area get +1 Inspiration"	playerNDeck
BP02-SPR23	Daring Do's Adventure	my-little-pony/bp02/MyLittlePony-BP02-DaringDosAdventure.jpg	default	Item	BP02	SPR	2	-	-			Adorned Character gains "|Adventure| [Tap] Move this Character to an empty Slot in your Adventure Area."	playerNDeck
BP02-xSPR23	Daring Do's Adventure*	my-little-pony/bp02/MyLittlePony-BP02-DaringDosAdventure-2.jpg	default	Item	BP02	SPR	2	-	-			Adorned Character gains "|Adventure| [Tap] Move this Character to an empty Slot in your Adventure Area."	playerNDeck
BP02-SPR24	Party Cannon	my-little-pony/bp02/MyLittlePony-BP02-PartyCannon.jpg	default	Item	BP02	SPR	4	-	-			Only adorn <Pinkie Pie>. Adorned Character gets +1 Inspiration.	playerNDeck
BP02-xSPR24	Party Cannon*	my-little-pony/bp02/MyLittlePony-BP02-PartyCannon-2.jpg	default	Item	BP02	SPR	4	-	-			Only adorn <Pinkie Pie>. Adorned Character gets +1 Inspiration.	playerNDeck
BP02-SPR25	Party Cart	my-little-pony/bp02/MyLittlePony-BP02-PartyCart.jpg	default	Item	BP02	SPR	2	-	-			Adorned Character gets +1 Inspiration, and gets 1 more Inspiration for each "Party Cart" in your Retirement Area.	playerNDeck
BP02-SPR26	Fire Ruby	my-little-pony/bp02/MyLittlePony-BP02-FireRuby.jpg	default	Item	BP02	SPR	2	-	-			Adorned Character gains "|Adventure| [Tap] Move the "Fire Ruby" adorned with this Character to Retirement Area, this Character gets +2 Inspiration until the end of turn."	playerNDeck
BP02-xSPR26	Fire Ruby*	my-little-pony/bp02/MyLittlePony-BP02-FireRuby-2.jpg	default	Item	BP02	SPR	2	-	-			Adorned Character gains "|Adventure| [Tap] Move the "Fire Ruby" adorned with this Character to Retirement Area, this Character gets +2 Inspiration until the end of turn."	playerNDeck
BP02-SPR27	Intelligence Toys	my-little-pony/bp02/MyLittlePony-BP02-IntelligenceToys.jpg	default	Item	BP02	SPR	2	-	-			Adorned Character gets +1 Inspiration. |Preplan| Adorn 1 Character in your Adventure Area with this Item.	playerNDeck
BP02-SPR28	Seeds of Truth	my-little-pony/bp02/MyLittlePony-BP02-SeedsOfTruth.jpg	default	Item	BP02	SPR	2	-	-			While there in any untapped Scene in your Scene Area, adorned Character gets +2 Inspiration.	playerNDeck
BP02-SR01	Twilight Sparkle (BP02 7)	my-little-pony/bp02/MyLittlePony-BP02-TwilightSparkleBP027.jpg	default	Character	BP02	SR	5	Unicorn / Twilight Sparkle	5			|Appear| This Character gets +1 Inspiration for each Event in your Retirement Area until the end of turn.	playerNDeck
BP02-SR02	Fluttershy (BP02 7)	my-little-pony/bp02/MyLittlePony-BP02-FluttershyBP027.jpg	default	Character	BP02	SR	3	Pegasus / Fluttershy	4			|Adventure| [Tap] This Character gets +1 Inspiration until the end of turn, choose 1 <Pet> in your Adventure Area, it gets +1 Inspiration until the end of turn.	playerNDeck
BP02-SR03	Pinkie Pie (BP02 7)	my-little-pony/bp02/MyLittlePony-BP02-PinkiePieBP027.jpg	default	Character	BP02	SR	4	Earth Pony / Pinkie Pie	5			|Appear| Reveal the top 2 cards of your Deck, choose 1 Item from them, add it to Hand, move the rest to the bottom of the Deck.	playerNDeck
