databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	scare	rarity	text
Premiere_vampire_lord	Vampire Lord	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-VampireLord.jpg	default	Character	Premiere	Premiere	playerNDeck	*	Uncommon	* Cost = 3, * Scare Number = Number of Vampires in your Halloweentown
Premiere_vampire_prince	Vampire Prince	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-VampirePrince.jpg	default	Character	Premiere	Premiere	playerNDeck	*	Rare	* Cost = 3, * Scare Number = Number of Vampires in your Halloweentown
ChristmasTown_we_bagged_him	We Bagged Him!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WeBaggedHim.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	6	Rare	Stack this card on your Jumbo Treat Bag. Your Jumbo Treat Bag cannot be affected by an opponent, and cannot be discarded from play. This Surprise is -1 Cost for every Christmas Character in your Halloweentown.
ChristmasTown_we_did_it	We Did It!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WeDidIt.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	Search 5, Behemoth, Clown OR If your Behemoth and Clown are at the same Locale, force one opponent to discard one of his own Halloween Characters from his hand or from play (opponent�s choice).
ChristmasTown_weary_willy	Weary Willy	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WearyWilly.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	0	Common	When Willy is played, you may immediately Move 3 of your Christmas Characters.
ChristmasTown_weve_got_to_find_jack	We've got to find Jack!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WeveGotToFindJack.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Promo Card	Move one of your Characters (except Sandy or Oogie) to any empty Locale in your Halloweentown. You may not play this Surprise if Jack is in your Halloweentown.
ChristmasTown_what_a_night	What a Night!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WhatANight.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Common	Search 3, Cyclops, Mr. Hyde OR If your Cyclops and Mr. Hyde are at the same Locale, discard them both from play, and then play a Character from your hand to the same Locale for free.
Premiere_what_have_i_done	What Have I Done?	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-WhatHaveIDone.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Uncommon	Search Discard Pile, 1 Character OR Stack this card on one of your Creations, and then, if an opponent�s Jack is in play, send that Jack to its owner�s hand.
ChristmasTown_whats_this	What's This?	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WhatsThis.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Ultra-Rare	Every player may immediately Draw 1 Card for every Active Locale in his or her Christmas Town. Players with Jack in their Christmas Town may then Add 1p
Premiere_wheel_of_torture	Wheel of Torture	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-WheelOfTorture.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Ultra-Rare	If your Oogie in play has the Alias �Gamblin� Boogie Man,� discard the top card from an opponent�s deck. Discard one of that opponent�s Characters from play if that Character has the same exact Scare Number as the card discarded.
ChristmasTown_where_is_he	Where is he?	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WhereIsHe.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Common	Search 5, Jack, Mayor OR If an opponent�s Mayor is in play but not at the same Locale as Jack, return that Mayor to its owner�s hand.
Premiere_winged_demon	Winged Demon	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-WingedDemon.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Rare	During your turn, you may discard 1 card from hand to move the Winged Demon to any other Locale in your Halloweentown.
ChristmasTown_witch_hazel	Witch Hazel	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WitchHazel.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Rare	Search 3, Big Witch, Little Witch OR If the Big Witch and Little Witch are at your Wtiches� Nook, play 1 Character from your hand at half of his or her Cost (round down).
Premiere_witches_nook	Witches' Nook	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-WitchesNook.jpg	default	Locale	Premiere	Premiere	playerNLocale	1	Common	FUNCTION: Search 6, Surprises
ChristmasTown_without_a_trace	Without a Trace	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WithoutATrace.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Common	Search 6, Clown OR Discard your Clown from play, and then discard an opponent�s Character with a Scare Number of 2 from play.
ChristmasTown_wolf_shadow	Wolf Shadow	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WolfShadow.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	3	Rare	During your turn, you may discard the Wolf Shadow from your Graveyard to discard an opponent�s Character who is alone at a Halloweentown Locale.
Premiere_wolfman	Wolfman	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-Wolfman.jpg	default	Character	Premiere	Premiere	playerNDeck	2	Uncommon	When the Wolfman is played, you may discard another Character at his Locale to Draw 2 Cards.
ChristmasTown_worms_wart	Worm's Wart	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WormsWart.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Rare	Search 3, Sally OR If your Sally is in her Room, discard Deadly Nightshade and Frog�s Breath from your hand, and then Add 3p
ChristmasTown_worthy_accomplice	Worthy Accomplice	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-WorthyAccomplice.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Rare	Search 5, Finklestein, Igor OR Stack this card on your Igor, and then remove a Character in your Discard Pile from the game. Add a number of Pumpkin Points equal to the removed Character�s Scare Number (max of 3).
Premiere_wreath_of_wrath	Wreath of Wrath	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-WreathOfWrath.jpg	default	Creations	Premiere	Premiere	playerNDeck	5	Rare	When this Creation is played, every player must discard 1 Character from his Halloweentown.
Premiere_zero	Zero	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-Zero.jpg	default	Character	Premiere	Premiere	playerNDeck	0	Uncommon	Whenever Jack leaves the same Locale as Zero, you may move Zero to Jack�s new Locale for free.
ChristmasTown_zero2	Zero - Pale Retriever	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-ZeroPaleRetriever.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	0	Rare	While Jack and Zero are at the Dark Wood, whenever you fail a Main Deck Search using a Surprise, you may keep any one of the searched cards.
ChristmasTown_zeros_doghouse	Zero's Doghouse	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-ZerosDoghouse.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	2	Promo Card	FUNCTION: Draw 2 Cards, Add 1p and Move 1 Card. If Zero is here, Zero�s Doghouse is considered Active.
PlayerAids_pumpkin_king	Pumpkin King	nightmare-before-christmas/player-aids/NightmareBeforeChristmas-PlayerAids-PumpkinKing.jpg	default	Card	Player Aids	PlayerAids	playerNAids			
PlayerAids_pumpkin_points	Pumpkin Points	nightmare-before-christmas/player-aids/NightmareBeforeChristmas-PlayerAids-PumpkinPoints.jpg	default	Card	Player Aids	PlayerAids	playerNAids			
