databaseId	name	imageUrl	cardBack	type	set	class	race	skills	homeSite	mind	influence	gi	prowess	body	strikes	playable	mp	sp	magic	specific	corruption	region	sitePath	draw	opponentDraw	rarity	text	loadGroupId
Wizards_BalrogofMoria	Balrog of Moria	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-BalrogOfMoria.jpg	default	Hazard	Wizards	Permanent-event											5									R	Unique. Spawn. The Balrog appears in Moria. The Moria site gains a second automatic-attack of 1 strike with 18 prowess and no body. If this 2nd automatic attack is defeated, this permanent-event is removed from play (i.e., the Balrog is defeated). If your opponent defeats this 2nd automatic-attack, he receives the marshalling points. In addition, unless Galadriel is at Lorien or she is not in play, Lorien is considered a Free-hold [{F}] (for purposes of healing and playing hazards). +2 prowess to all automatic-attacks at sites in Hollin, Redhorn Gate, and Wold & Foothills. {cyan} UEP: The automatic-attack of Balrog of Moria is 1 strike at 18 prowess and 9 body.	playerNDeck
Wizards_BaneoftheIthilstone	Bane of the Ithil-stone	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-BaneOfTheIthilStone.jpg	default	Hazard	Wizards	Permanent-event																				R	Corruption points for Palantiri are doubled. Automatically cancels any effect that causes a player to search through or look at any portion of a play deck or a discard pile outside of the normal sequence of play. Discard Bane of the Ithil-stone whenever a play deck is exhausted. Cannot be duplicated.	playerNDeck
Wizards_Barrowwight	Barrow-wight	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-BarrowWight.jpg	default	Hazard	Wizards	Creature	Undead						12	-	1	{s}{d}{S}{D}	1									U	Undead. One strike. After the attack, each character wounded by Barrow-wight makes a corruption check modified by -2. {cyan} UEP: Barrow-wight is playable at Barrow-downs.	playerNDeck
Wizards_BertBurat	Bert (Burat)	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-BertBurat.jpg	default	Hazard	Wizards	Creature	Trolls						12	-	1	{w}{s}{S}	1									U	Unique. Troll. One strike. If played after William or Tom and if keyed to the same site path against the same company, each character wounded by Bert must discard all non-special items he bears.{green} DCE: Add a body value of 8.	playerNDeck
Wizards_Brigands	Brigands	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Brigands.jpg	default	Hazard	Wizards	Creature	Men						8	-	2	{b}{w}	1									CA2	Men. Two strikes. If any strike of Brigands wounds a character, the company must immediately discard one item (of defender's choice).	playerNDeck
Wizards_CallofHome	Call of Home	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-CallOfHome.jpg	default	Hazard	Wizards	Short-event																				CA2	"Playable on a non-Wizard character that is not the bearer of The One Ring. The character's player must make a roll (or draw a #); return the character to the player's hand if the result plus his unused general influence is less than 10. Any one item held by a character removed in this fashion may automatically be transferred to another character in his company."	playerNDeck
Wizards_CalloftheSea	Call of the Sea	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-CallOfTheSea.jpg	default	Hazard	Wizards	Short-event																				U	Playable on a Elf character. The character's player must make a roll (or draw a #). Return the character to the player's hand if this result plus his unused general influence is less than 10. This result is modified by -3 if the character's company moved this turn using a site path containing a Coastal Sea [{c}]. Any one item held by a character removed in this fashion may automatically be transferred to another character in his company.	playerNDeck
Wizards_Cavedrake	Cave-drake	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-CaveDrake.jpg	default	Hazard	Wizards	Creature	Dragon						10	-	2	{w}{w}{R}	1									CA2	Dragon. Two strikes. Attacker chooses defending characters. Two Wildernesses [{w}] in site path are required.	playerNDeck
Wizards_ChokingShadows	Choking Shadows	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-ChokingShadows.jpg	default	Hazard	Wizards	Short-event																				CA	Environment. Modify the prowess of one automatic-attack at a Ruins & Lairs [{R}] site by +2. Alternatively, if Doors of Night is in play, treat one Wilderness [{w}] as a Shadow-land [{s}] or one Ruins & Lairs [{R}] as a Shadow-hold [{S}] until the end of the turn. Cannot be duplicated.	playerNDeck
Wizards_Clouds	Clouds	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Clouds.jpg	default	Hazard	Wizards	Long-event																				R	Environment. If Doors of Night is in play, the prowess of each hazard creature is modified by +2. Cannot be duplicated.	playerNDeck
Wizards_Corpsecandle	Corpse-candle	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-CorpseCandle.jpg	default	Hazard	Wizards	Creature	Undead						7	-	1	{w}{s}{d}{S}{D}	1									CA	Undead. One strike. If this attack is not canceled, every character in the company makes a corruption check before defending characters are selected.	playerNDeck
Wizards_CorsairsofUmbar	Corsairs of Umbar	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-CorsairsOfUmbar.jpg	default	Hazard	Wizards	Creature	Men						9	-	5	{c}	1									U	"Men. Five strikes. May also be played keyed to Andrast, Andrast Coast, Anfalas, Bay of Belfalas, Belfalas, Cardolan, Elven Shores, Enedhwaith, Eriadoran Caoast, Harondor, Lindon, Lebennin, Mouths of the Anduin and Old Pukel-land; and may also be played at Ruins & Lairs [{R}] and Shadow-holds [{S}] in these regions. May also be played at any site in Elven Shores, Eriadoran Coast, Andrast Coast, Bay of Belfalas, or Mouths of the Anduin."	playerNDeck
Wizards_Crebain	Crebain	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Crebain.jpg	default	Hazard	Wizards	Creature	Animals						5	-	1/each	{b}{w}{s}{d}{R}{S}{D}	1									CA	Animals. Each character in the company faces one strike. After the attack, the defender must reveal one random card from his hand for each character in the defending company.	playerNDeck
Wizards_Daelomin	Daelomin	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Daelomin.jpg	default	Hazard	Wizards	Creature	Dragon						13	8	3		4									R	"Unique. May be played at Dancing Spire. Dragon. Three strikes. Attacker chooses defending characters. If Doors of Night is in play, may also be played keyed to Grey Mountain Narrows, Iron Hills, Northern Rhovanion, and Withered Heath; and may also be played at site in these regions. {green} DCE: If Doors of Night is in play, may also be played keyed to Grey Mountain Narrows, Southern Rhovanion, Northern Rhovanion, and Withered Heath; and may also be played  at site in these regions."	playerNDeck
Wizards_DespairoftheHeart	Despair of the Heart	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-DespairOfTheHeart.jpg	default	Hazard	Wizards	Permanent-event															2					CA	Corruption. A non-Wizard, non-Hobbit character receives 2 corruption points. Target character makes a corruption check each time a character in his company becomes wounded. Cannot be duplicated on a given character. During his organization phase, a character with this card may tap to attempt to remove it. Make a roll (or draw a #): if this result is greater than 4, discard this card.	playerNDeck
Wizards_DoorsofNight	Doors of Night	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-DoorsOfNight.jpg	default	Hazard	Wizards	Permanent-event																				F5	Environment. All resource environment cards in play are immediately discarded, and all resource environment effects are canceled. Cannot be duplicated.	playerNDeck
Wizards_DragonsDesolation	Dragon's Desolation	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-DragonsDesolation.jpg	default	Hazard	Wizards	Short-event																				U	The prowess of one Dragon attack is modified by +2 or one Dragon hazard creature may be played at a Ruins & Lairs [{R}] that has two Wildernesses [{w}] in its site path (only one Wilderness [{w}] is required if Doors of Night is in play).	playerNDeck
Wizards_DrowningSeas	Drowning Seas	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-DrowningSeas.jpg	default	Hazard	Wizards	Short-event																				U	Environment. Playable on a company that moved this turn to a site with a Coastal Sea [{c}] in its site path. Target company loses one item of its choice and its player must randomly discard two cards from his hand. Alternatively, if Doors of Night is in play, target company must immediately return to its site of origin.	playerNDeck
Wizards_DwarofWaw	Dwar of Waw	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-DwarOfWaw.jpg	default	Hazard	Wizards	Creature/Permanent-event	Nazgul						15	10	1	{d}{D}	5									R	"Unique. Nazgul (3rd). May be played as a hazard creature (with one strike) or as a permanent-event. As a creature, may also be played keyed to Harondor, Imlad Morgul, Gorgoroth, and Ithilien; and may also be played at sites in these regions. If played as a permanent-event, it will remain in play until tapped during the opponent's movement/hazard phase (tapping counts against the hazard limit). When tapped, Dwar of Waw becomes a short-event and gives +1 prowess to all Wolf, Spider and Animal attacks until the end of the turn. {green} DCE: As a creature, may also be played keyed to Dagorlad, Imlad Morgul, Udun, and Gorgoroth; and may also be played at sites in these regions."	playerNDeck
Wizards_EyeofSauron	Eye of Sauron	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-EyeOfSauron.jpg	default	Hazard	Wizards	Long-event																				R	The prowess of each automatic-attack is increased by one. If Doors of Night is in play, the prowess of each automatic-attack is increased by three.	playerNDeck
Wizards_FellBeast	Fell Beast	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-FellBeast.jpg	default	Hazard	Wizards	Short-event																				R	The number of strikes of one Nazgul hazard creature is increased by one and its prowess is decreased by 2. Attacker chooses defending characters. Additionally, target Nazgul may be played keyed to a Shadow-land [{s}] or Shadow-hold [{S}]. Cannot be duplicated on a given Nazgul. {cyan} UEP: Fell Beast counts as half a creature for the purpose of deck building. {cyan} UEP: Fell Beast counts as half a creature for the purpose of deck building.	playerNDeck
Wizards_FellTurtle	Fell Turtle	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-FellTurtle.jpg	default	Hazard	Wizards	Creature	Animals						15	-	1	{c}	1									R	Animals. One strike. If any strike is successful, the defending company must return to its site of origin (defending characters are wounded normally).	playerNDeck
Wizards_FellWinter	Fell Winter	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-FellWinter.jpg	default	Hazard	Wizards	Long-event																				CA	Environment. Each Border-hold [{B}] receives an automatic-attack: Wolves -- strikes with 7 prowess. Additionally, if Doors of Night is in play, treat all Free-domains [{f}] as Border-lands [{b}] and all Border-lands [{b}] as Wildernesses [{w}]. Cannot be duplicated.	playerNDeck
Wizards_FoulFumes	Foul Fumes	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-FoulFumes.jpg	default	Hazard	Wizards	Long-event																				CA	Environment. Each moving company that has a Shadow-land [{s}] or a Dark-domain [{d}] in its site-path must return to its site of origin unless it contains a ranger. Additionally, if Doors of Night is in play, each non-Haven site in play with a Shadow-land [{s}] or a Dark-domain [{d}] in its site path is tapped. Cannot be duplicated.	playerNDeck
Wizards_Ghosts	Ghosts	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Ghosts.jpg	default	Hazard	Wizards	Creature	Undead						9	-	3	{s}{d}{S}{D}	1									CA	Undead. Three strikes. After attack, each character wounded by the Gosts makes a corruption check modified by -1.	playerNDeck
Wizards_Ghouls	Ghouls	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Ghouls.jpg	default	Hazard	Wizards	Creature	Undead						7	-	5	{s}{d}{S}{D}	1									CA	Undead. Five strikes.	playerNDeck
Wizards_Giant	Giant	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Giant.jpg	default	Hazard	Wizards	Creature	Giants						13	-	1	{w}{w}	1									CA2	Giant. One strike. Two Wildernesses [{w}] in the site path are required.	playerNDeck
Wizards_GiantSpiders	Giant Spiders	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-GiantSpiders.jpg	default	Hazard	Wizards	Creature	Spiders						10	-	2	{w}{w}	1									CA2	"Spiders. Two strikes. If the body check for a non-Wizard character wounded by Giant Spiders equals the character's body, the character is discarded. May also be played keyed to Heart of Mirkwood, Southern Mirkwood, Western Mirkwood, and Woodland Realm; and may also be played at Ruins & Lairs [{R}], Shadow-holds [{S}], and Dark-holds [{D}] in these regions. Two Wildernesses [{w}] in site path are otherwise required."	playerNDeck
Wizards_Gloom	Gloom	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Gloom.jpg	default	Hazard	Wizards	Short-event																				CA	Environment. Playable only on a company that is moving this turn. One character (attacker's choice) in that company suffers -1 to his prowess until the end of the turn. Alternatively, if Doors of Night is in play, treat one Border-land [{b}] as a Wilderness [{w}] or one Border-hold [{B}] as a Ruins & Lairs [{R}] until the end of the turn. Cannot be duplicated.	playerNDeck
Wizards_Greed	Greed	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Greed.jpg	default	Hazard	Wizards	Short-event																				CA	Playable on a site. Until the end of the turn, each non-Hobbit, non-Wizard character at the site must make a corruption check each time an item is played at the site. The character playing an item need not make a corruption check. When a character makes one of these corruption checks, it is modified by subtracting the corruption points that the item would normally give the character if he controlled the item. Cannot be duplicated on a given site.	playerNDeck
Wizards_HalftrollsofFarHarad	Half-trolls of Far Harad	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-HalfTrollsOfFarHarad.jpg	default	Hazard	Wizards	Creature	Trolls						10	-	2	{s}{d}{S}{D}	1									CA	Trolls. Two strikes.	playerNDeck
Wizards_HoarmurathofDir	Hoarmurath of Dir	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-HoarmurathOfDir.jpg	default	Hazard	Wizards	Creature/Permanent-event	Nazgul						15	9	1	{d}{D}	5									R	"Unique. Nazgul (6th). May be played as a hazard creature (with one strike) or as a permanent-event. As a creature, may also be played keyed to Dagorlad, Ithilien, Gorgoroth, and Khand; and may also be played at sites in these regions. If played as a permanent-event, it will remain in play until tapped during the opponent's movement/hazard phase (tapping counts against the hazard limit). When tapped, Hoarmurath of Dir becomes a short-event and gives +1 strike to any one attack. {green} DCE: As a creature, may also be played keyed to Imlad Morgul, udun, Azjan, and Gorgoroth, and may also be played at sites in these regions."	playerNDeck
Wizards_Huorn	Huorn	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Huorn.jpg	default	Hazard	Wizards	Creature	Awakened Plant						10	-	1	{w}	1									CA	"Awakened Plant. One strike. May also be played at Druadan Forest, Old Forest, and Wellinghall. May also be played keyed to Heart of Mirkwood, Southern Mirkwood, Western Mirkwood, and Woodland Realm; and may also be played at Ruins & Lairs [{R}] and Shadow-holds [{S}] in these regions."	playerNDeck
Wizards_IndurDawndeath	Indur Dawndeath	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-IndurDawndeath.jpg	default	Hazard	Wizards	Creature/Permanent-event	Nazgul						15	10	1	{d}{D}	5									R	"Unique. Nazgul (4th). May be played as a hazard creature (with one strike) or as a permanent-event. As a creature, may also be played keyed to Harondor, Imlad Morgul, Gorgoroth, and Khand; and may also be played at sites in these regions. If played as a permanent-event, it will remain in play until tapped during the opponent's movement/hazard phase (tapping counts against the hazard limit). When tapped, Indur Dawndeath becomes a short-event and makes any wounded character discard an item (but not a ring). {green} DEC: As a creature, may also be played keyed to Nurn, Horse Plains, Khand, and Gorgoroth; and may also be played at sites in these regions."	playerNDeck
Wizards_KhamultheEasterling	Khamul the Easterling	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-KhamulTheEasterling.jpg	default	Hazard	Wizards	Creature/Permanent-event	Nazgul						18	8	1	{d}{D}	6									R	"Unique. Nazgul (2nd). May be played as a hazard creature (with one strike) or as a permanent-event. As a creature, may also be played keyed to Brown Lands, Heart of Mirkwood, Gorgoroth, and Southern Mirkwood; may also be played at sites in those regions. If played as a permanent-event, it will remain in play until tapped during the opponent's movement/hazard phase (tapping counts against the hazard limit). When tapped, Khamul the Easterling becomes a short-event and forces opponent to discard one card of his choice for every Nazgul permanent-event in play (including this one)."	playerNDeck
Wizards_Leucaruth	Leucaruth	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Leucaruth.jpg	default	Hazard	Wizards	Creature	Dragon						16	8	2		4									R	"Unique. May be played at Irerock. Dragon. Two strikes. If Doors of Night is in play, may also be played keyed to Grey Mountain Narrows, Iron Hills, Northern Rhovanion, and Withered Heath; and may also be played at sites in these regions."	playerNDeck
Wizards_LongWinter	Long Winter	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LongWinter.jpg	default	Hazard	Wizards	Long-event																				CA	Environment. Each moving company that has at least two Wildernesses [{w}] in its site path must return to its site of origin unless it contains a ranger. Additionally, if Doors of Night is in play, each non-Haven site in play with at least two Wildernesses [{w}] in its site path is tapped. Cannot be duplicated.	playerNDeck
Wizards_LostatSea	Lost at Sea	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LostAtSea.jpg	default	Hazard	Wizards	Short-event																				R	Playable on a company that is moving this turn. If the company has a Coastal Sea [{c}] in its site path, it may do nothing at the site during its site phase.	playerNDeck
Wizards_LostinBorderlands	Lost in Border-lands	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LostInBorderLands.jpg	default	Hazard	Wizards	Short-event																				CA	Playable on a company that is moving this turn. You may play one additional hazard on target campany for each Border-land [{b}] in its site path.	playerNDeck
Wizards_LostinDarkdomains	Lost in Dark-domains	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LostInDarkDomains.jpg	default	Hazard	Wizards	Short-event																				R	Playable on a company that is moving this turn. If the company has a Dark-domain [{d}] in its site path, its hazard limit is doubled until the end of the turn.	playerNDeck
Wizards_LostinFreedomains	Lost in Free-domains	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LostInFreeDomains.jpg	default	Hazard	Wizards	Short-event																				CA	Playable on a company that is moving this turn. If the company has a Free-domain [{f}] in its site path, it may do nothing at the site during its site phase.	playerNDeck
Wizards_LostinShadowlands	Lost in Shadow-lands	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LostInShadowLands.jpg	default	Hazard	Wizards	Short-event																				CA	Playable on a company that is moving this turn. You may play one additional hazard on target company for each Shadow-land [{s}] in its site path.	playerNDeck
Wizards_LostintheWilderness	Lost in the Wilderness	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LostInTheWilderness.jpg	default	Hazard	Wizards	Short-event																				CA	Playable on a company that is moving this turn. You may play one additional hazard on target company for each Wilderness [{w}] in its site path.	playerNDeck
Wizards_LureofCreation	Lure of Creation	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LureOfCreation.jpg	default	Hazard	Wizards	Permanent-event															2					U	Corruption. A revealed Wizard receives 2 corruption points and makes a corruption check at the end of any movement/hazard phase in a turn during which his company moved to a Haven [{H}]. Cannot be duplicated on a given Wizard. During his organization phase, a Wizard with this card may tap to attempt to remove it. Make a roll (or draw a #): if this result is greater than 6, discard this card.	playerNDeck
Wizards_LureofExpedience	Lure of Expedience	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LureOfExpedience.jpg	default	Hazard	Wizards	Permanent-event															2					CA	Corruption. Does not affect Hobbits and Wizards. A character receives 2 corruption points. Target character makes a corruption check each time a character in his company gains an item. Cannot be duplicated on a given character. During his organization phase, a character with this card may tap to attempt to remove it. Make a roll (or draw a #): if this result is greater than 5, discard this card.	playerNDeck
Wizards_LureofNature	Lure of Nature	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LureOfNature.jpg	default	Hazard	Wizards	Permanent-event															2					CA2	Corruption. Does not affect Hobbits and Dwarves. A character receives 2 corruption points. Target character makes one corruption check after all other hazards have been played for each Wilderness [{w}] in the site path that his company moved through that turn. Cannot be duplicated on a given character. During his organization phase, a character with this card may tap to attempt to remove it. Make a roll (or draw a #): if this result is greater than 4, discard this card.	playerNDeck
Wizards_LureofPower	Lure of Power	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LureOfPower.jpg	default	Hazard	Wizards	Permanent-event																				R	The next non-Hobbit character to make a successful influence attempt (e.g. against a faction, an opponent's character, etc.) must immediately make a corruption check modified by -4. Discard this card after this corruption check.	playerNDeck
Wizards_LureoftheSenses	Lure of the Senses	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-LureOfTheSenses.jpg	default	Hazard	Wizards	Permanent-event															2					CA	Corruption. A character receives 2 corruption points. Target character makes a corruption check at the end of his untap phase if he is at a Haven [{H}]. Cannot be duplicated on a given character. During his organization phase, a character with this card may tap to attempt to remove it. Make a roll (or draw a #): if this results is greater than 6, discard this card.	playerNDeck
Wizards_MinionsStir	Minions Stir	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-MinionsStir.jpg	default	Hazard	Wizards	Long-event																				U	The number of strikes and prowess of each Orc and Troll attack is increased by one (by two for Orces if Doors of Night is in play). Cannot be duplicated.	playerNDeck
Wizards_MorgulNight	Morgul Night	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-MorgulNight.jpg	default	Hazard	Wizards	Long-event																				R	Environment. Playable only if Doors of Night is in play, treat all Wildernesses [{w}] as Shadow-lands [{s}] and all Shadow-lands [{s}] as Dark-domains [{d}]. Cannot be duplicated.	playerNDeck
Wizards_Morgulhorse	Morgul-horse	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-MorgulHorse.jpg	default	Hazard	Wizards	Short-event																				R	This card allows you to place a tapped Nazgul permanent-event back into your hand instead of discarding it. Alternatively, allows a Nazgul to be played keyed to a Shadow-land [{s}].	playerNDeck
Wizards_Morgulknife	Morgul-knife	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-MorgulKnife.jpg	default	Hazard	Wizards	Permanent-event															4					R	A Nazgul's prowess is modified by +2. Discard if attack doesn't wound a character. Corruption. One character (attacker's choice) wounded by an attack modified by this card receives 4 corruption points (place this card under the character). If at a Haven during his untap phase, a character with this card may attempt to remove it (but he may not untap or heal). Make a roll (or draw a #): if this result is greater than 4, discard this card. Cannot be duplicated on a given Nazgul.	playerNDeck
Wizards_MouthofSauron	Mouth of Sauron	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-MouthOfSauron.jpg	default	Hazard	Wizards	Creature/Short-event	Men						13	8	1	{d}{D}	3									R	Unique. Man. May be played as a hazard creature (with one strike) or as a short-event. If played as a short-event, bring any hazard card from your discard pile back into your hand.	playerNDeck
Wizards_MumakOliphant	Mumak (Oliphant)	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-MumakOliphant.jpg	default	Hazard	Wizards	Creature	Animals						12	-	2		1									R	"Animals. May be played keyed to Dagorlad, Gorgoroth, Horse Plains, Ithilien, Khand, Nurn, Udun; and may also be played at sites in these regions. May also be played (on the same turn and on the same company as Corsairs of Umbar) keyed to Andrast, Anfalas, Belfalas, Lebennin; and at Ruins & Lairs [{R}] and Shadow-holds [{S}] in these regions. {cyan} UEP: Animals. May be keyed to Dagorlad, Gorgoroth, Horse Plains, Ithilien, Khand, Nurn, Udun, or Harondor; and may also be played at sites in these regions. May also be played (on the same turn and on the same company as Corsairs of Umbar) keyed to Andrast, Anfalas, Belfalas, Lebennin; and at Ruins and Lairs and Shadow-holds in these regions."	playerNDeck
Wizards_MusterDisperses	Muster Disperses	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-MusterDisperses.jpg	default	Hazard	Wizards	Short-event																				CA	Affects a faction already in play. The faction's player makes a roll (or draws a #), the faction is discarded if the result plus his unused general influence is less than 11.	playerNDeck
Wizards_NewMoon	New Moon	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-NewMoon.jpg	default	Hazard	Wizards	Short-event																				U	Environment. Tap one Elf character. Alternatively, if Doors of Night is in play, treat one Free-domain [{f}] as a Border-land [{b}] or one Free-hold [{F}] as a Border-hold [{B}] until the end of the turn. Cannot be duplicated.	playerNDeck
Wizards_Night	Night	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-Night.jpg	default	Hazard	Wizards	Long-event																				CA	Environment. The prowess of each non-ranger Dunadan is modified by -1. Additionally, if Doors of Night is in play, the prowesses of all attacks are modified by +1 and the prowess of each Man and Dunadan is modified by -1. Cannot be duplicated.	playerNDeck
Wizards_OldManWillow	Old Man Willow	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-OldManWillow.jpg	default	Hazard	Wizards	Creature	Awakened Plant						13	-	1	{w}{w}	1									U	"Awakened Plant. One strike. 15 prowess against Hobbits. May also be played keyed to Fangorn, Heart of Mirkwood, Southern Mirkwood, and Western Mirkwood; and may also be played at Ruins & Lairs [{R}], Shadow-holds [{S}], and Dark-holds [{D}] in these regions. Also playable at Old Forest and Druadan Forest. Two Wildernesses [{w}] in site path are required."	playerNDeck
Wizards_OloghaiTrolls	Olog-hai (Trolls)	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-OlogHaiTrolls.jpg	default	Hazard	Wizards	Creature	Trolls						10	5	3	{s}{d}{D}	2									U		playerNDeck
Wizards_Orcguard	Orc-guard	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-OrcGuard.jpg	default	Hazard	Wizards	Creature	Orcs						8	-	5	{s}{d}{S}{D}	1									CA	Orcs. Five strikes.	playerNDeck
Wizards_Orclieutenant	Orc-lieutenant	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-OrcLieutenant.jpg	default	Hazard	Wizards	Creature	Orcs						7	-	1	{w}{s}{d}{R}{S}{D}	1									U	Orcs. One strike. If played on a company that has already faced an Orc attack this turn, Orc-lieutenant receives +4 prowess.	playerNDeck
Wizards_Orcpatrol	Orc-patrol	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-OrcPatrol.jpg	default	Hazard	Wizards	Creature	Orcs						6	-	3	{w}{s}{d}{R}{S}{D}	1									CA2	Orcs. Three strikes.	playerNDeck
Wizards_Orcraiders	Orc-raiders	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-OrcRaiders.jpg	default	Hazard	Wizards	Creature	Orcs						6	-	4	{b}{w}{R}	1									CA2	Orcs. Four strikes.	playerNDeck
Wizards_Orcwarband	Orc-warband	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-OrcWarband.jpg	default	Hazard	Wizards	Creature	Orcs						4	-	5	{w}{s}{d}{R}{S}{D}	1									CA	Orcs. Five strikes. If played on a company that has already faced an Orc attack this turn, Orc-warband receives +3 prowess.	playerNDeck
Wizards_Orcwarriors	Orc-warriors	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-OrcWarriors.jpg	default	Hazard	Wizards	Creature	Orcs						7	-	3	{b}{w}{R}	1									CA2	Orcs. Three strikes.	playerNDeck
Wizards_Orcwatch	Orc-watch	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-OrcWatch.jpg	default	Hazard	Wizards	Creature	Orcs						9	-	3	{s}{d}{S}{D}	1									CA	Orcs. Three strikes.	playerNDeck
Wizards_Pickpocket	Pick-pocket	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-PickPocket.jpg	default	Hazard	Wizards	Creature	Men						11	-	1	{F}{B}	1									U	"Men. One strike. Attacker chooses the defending characters. For each successful strike, an item the defending character bears must be discarded (defender's choice); he is not harmed."	playerNDeck
Wizards_PlagueofWights	Plague of Wights	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-PlagueOfWights.jpg	default	Hazard	Wizards	Long-event																				U	The prowess of all Undead attacks is increased by one. Additionally, if Doors of Night is in play, the number of strikes for each Undead attack is doubled. Cannot be duplicated.	playerNDeck
Wizards_Pukelmen	Pukel-men	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-PukelMen.jpg	default	Hazard	Wizards	Creature	Pukel-creature						11	-	2	{S}{D}	1									R	Pukel-creature. Two strikes. May also be played at Ruins & Lairs [{R}] sites in the following regions: Andrast, Anfalas, Anorien, Dunland, Enedhwaith, Gap of Isen, Lamedon, Old Pukel Gap, Old Pukel Land, and Rohan.	playerNDeck
Wizards_RentheUnclean	Ren the Unclean	middle-earth-ccg/wizards/MiddleEarthCCG-Wizards-RenTheUnclean.jpg	default	Hazard	Wizards	Creature/Permanent-event	Nazgul						15	10	1	{d}{D}	5									R	"Unique. Nazgul (8th). May be played as a hazard creature (with one strike) or as a permanent-event. As a creature, may also be played keyed to Dagorlad, Ithilien, Gorgoroth, and Horse Plains; and may also be played at sites in these regions. If played as a permanent-event, it will remain in play until tapped during the opponent's movement/hazard phase (tapping counts against the hazard limit). When tapped, Ren the Unclean becomes a short-event: each character in play must make a corruption check. {green} DCE: As a creature, may also be played keyed to Nurad, Nuriag, Chey Sart, and Gorgoroth; and may also be played at sites in these regions."	playerNDeck
