databaseId	name	imageUrl	cardBack	type	attributes	languages	value	sanity	summon	unique	dimension	past	region	city	beginningSanity	maxSanity	education	handSize	minimum	maximum	rarity	text	packName	set	loadGroupId
Scooby_Scooby214	Ma & Pa Kettle	mythos/scooby/Mythos-Scooby-MaPaKettle.jpg	default	Ally	Steadfast Friends	English	4			Unique	New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby215	Madame Zokar	mythos/scooby/Mythos-Scooby-MadameZokar.jpg	default	Ally	Corrupt Dreamer & Occultist	English	1			Unique			Scooby Doo Country									Can know any one Spell. When Speel is cast you may choose to Flip the Spell face-down and pay it's sanity cost instead of Burying it.	Scooby	Scooby	playerNDeck
Scooby_Scooby216	Mr. Chi	mythos/scooby/Mythos-Scooby-MrChi.jpg	default	Ally	Steadfast Friends	Chineese & English	2	1					Any Site									Play in either Waking World or New Aeon. You may remain with Mr. Chi for one turn at any Site and Bury one Phobia	Scooby	Scooby	playerNDeck
Scooby_Scooby217	Mr. Creeps	mythos/scooby/Mythos-Scooby-MrCreeps.jpg	default	Ally	Corrupt Gentleman	English	2	-1		Unique			Scooby Doo Country									Protection from Frivolous Lawsuit	Scooby	Scooby	playerNDeck
Scooby_Scooby218	Mr. Hyde	mythos/scooby/Mythos-Scooby-MrHyde.jpg	default	Ally	Corrupt Cultist	English & Latin	2	-1			New Aeon		Scooby Doo Country									To play this card you must also Bury Dr. Jekyll: You may not play Dr. Jekyll while you have Mr. Hyde in play. Flip this card face-down to cause an opponent to flip a random Artifact.	Scooby	Scooby	playerNDeck
Scooby_Scooby219	Norville 'Shaggy' Rogers	mythos/scooby/Mythos-Scooby-NorvilleShaggyRogers.jpg	default	Ally	Meddling Adventurer	English	1			Unique			Any City									Add 1 point to the value of this card while you have Scooby-Doo in Play. Joins Meddling Allies.	Scooby	Scooby	playerNDeck
Scooby_Scooby220	Old Gypsy Woman	mythos/scooby/Mythos-Scooby-OldGypsyWoman.jpg	default	Ally	Corrupt Dreamer	English	1	-1		Unique			Any Cemetary									Flip Old Gypsy Woman one per Round to gain a 13 second glance at any opponents Threat.	Scooby	Scooby	playerNDeck
Scooby_Scooby221	Old Man Grisby	mythos/scooby/Mythos-Scooby-OldManGrisby.jpg	default	Ally	Corrupt Cultist & Artist	English & German	2	-2		Unique	New Aeon		Scooby Doo Country									Bury Old Man Grisby to cause an opponent to Discard one random Meddling Ally.	Scooby	Scooby	playerNDeck
Scooby_Scooby222	Phyllis Diller	mythos/scooby/Mythos-Scooby-PhyllisDiller.jpg	default	Ally	Steadfast Actress	English	1				New Aeon		Any City									You may Bury Phyllis Diller instead of paying the Sanity cost for playing one Artifact.	Scooby	Scooby	playerNDeck
Scooby_Scooby223	Professoer Hyde- White	mythos/scooby/Mythos-Scooby-ProfessoerHydeWhite.jpg	default	Ally	Steadfast Scholar	English & Latin	2				New Aeon		Scooby Doo Country									You may Bury Professor Hyde-White intead of paying the Sanity cost for playing one Tome.	Scooby	Scooby	playerNDeck
Scooby_Scooby224	Professor of Archeology	mythos/scooby/Mythos-Scooby-ProfessorOfArcheology.jpg	default	Ally	Steadfast Professor	English & Glyphs	1	1			New Aeon		Scooby Doo Country									Bury this card if Dr. Najob is brought into play alongside any Investigator. Also, the Professor of Archeology is not turned Corrupt by cards that turn Allies Corrupt.	Scooby	Scooby	playerNDeck
Scooby_Scooby225	Professor Wickles	mythos/scooby/Mythos-Scooby-ProfessorWickles.jpg	default	Ally	Corrupt Professor	English & Arabic	1	-1			New Aeon		Scooby Doo Country									Flip Professor Wickles to cause an opponent to Flip a random Weapon	Scooby	Scooby	playerNDeck
Scooby_Scooby226	Red Heron	mythos/scooby/Mythos-Scooby-RedHeron.jpg	default	Ally	Steadfast Chief	English	2						Scooby Doo Country									While this card is in play, add one to the Maximum number of cards that you may keep in your Hand. Cummulative with other Allies that raise your Maximum.	Scooby	Scooby	playerNDeck
Scooby_Scooby227	Sandy Duncan	mythos/scooby/Mythos-Scooby-SandyDuncan.jpg	default	Ally	Steadfast Actress	English	1	1			New Aeon		Scooby Doo Country									While at an Outside Location, you may Discard Sandy to gain 2 additional Sanity Points. Additionally, all Players must reveal the top card of their Mythos Deck. If card revealed is an Artist or Musician Ally, it immediately comes into play around Owners Investigator regardless of any requirements. Otherwise, Discard it.	Scooby	Scooby	playerNDeck
Scooby_Scooby228	Scooby Dee	mythos/scooby/Mythos-Scooby-ScoobyDee.jpg	default	Ally	Steadfast Dog & Friend	English	1	1		Unique	New Aeon		Scooby Doo Country									Draw one additional card a the beginning of each Round while Scooby Dee is in play. Not cummulative with other cads that allow you to increase Hand Size.	Scooby	Scooby	playerNDeck
Scooby_Scooby229	Scooby Doo	mythos/scooby/Mythos-Scooby-ScoobyDoo.jpg	default	Ally	Meddling Dog	English	2			Unique	New Aeon		Any City									Add 1 point to the value of this card while you have Norville 'Shaggy' Rogers in play. Additionally, add 1 point to the value o this card if Scooby Snacks accompanies Scooby-Doo. Can not be given weapons. Joins Meddling Alies.	Scooby	Scooby	playerNDeck
Scooby_Scooby230	Scooby Dum	mythos/scooby/Mythos-Scooby-ScoobyDum.jpg	default	Ally	Steadfast Dog & Friend	english	2			Unique	New Aeon		Scooby Doo Country									Bury Scooby Dum to add the value of this card including any bonuses to your Investigator's Sanity.	Scooby	Scooby	playerNDeck
Scooby_Scooby231	The Butler	mythos/scooby/Mythos-Scooby-TheButler.jpg	default	Ally	Corrupt Gentleman	English	2	-1					Any City										Scooby	Scooby	playerNDeck
Scooby_Scooby232	Uncle Nathaniel Rogers	mythos/scooby/Mythos-Scooby-UncleNathanielRogers.jpg	default	Ally	Steadfast Gentleman	English	1				New Aeon		Scooby Doo Country									Add 2 points to the value of this card while Norville 'Shaggy' Rogers or Scooby-Doo is in Play.	Scooby	Scooby	playerNDeck
Scooby_Scooby233	Velma Dinkley	mythos/scooby/Mythos-Scooby-VelmaDinkley.jpg	default	Ally	Meddling Adventurer	English & Chineese	1			Unique	New Aeon		Any City									Velma may server as any one card required to complete an Adventure. Discard her when this special ability is used. Joins Meddling Allies.	Scooby	Scooby	playerNDeck
Scooby_Scooby301	Coin of Ankah	mythos/scooby/Mythos-Scooby-CoinOfAnkah.jpg	default	Artifact				-1														Flip this card to re-direct a directed therat to a random Investigator.	Scooby	Scooby	playerNDeck
Scooby_Scooby302	Diving Suit	mythos/scooby/Mythos-Scooby-DivingSuit.jpg	default	Artifact							New Aeon											Your Investigator and all Allies are able to Breathe Underwater while this card is in play.	Scooby	Scooby	playerNDeck
Scooby_Scooby303	Dynamite	mythos/scooby/Mythos-Scooby-Dynamite.jpg	default	Artifact	Weapon		6	-1														Add 6 points to Ally's value. One Weapon per Ally. If Ally is Buried also Bury this card. Discard both Dynamite and Ally after use in Combat.	Scooby	Scooby	playerNDeck
Scooby_Scooby304	Fenokee Fizz	mythos/scooby/Mythos-Scooby-FenokeeFizz.jpg	default	Artifact	Weapon		3	-1														Add 3 points to Ally's value. One Weapon per Ally. If Ally is Discarded or Buried, Fenokee Fizz suffers the same fate.	Scooby	Scooby	playerNDeck
Scooby_Scooby305	Funky Fritter Batter	mythos/scooby/Mythos-Scooby-FunkyFritterBatter.jpg	default	Artifact	Weapon		2	-1														Add 2 points to Ally's value. One Weapon per Ally. If Ally is Discarded or Buried, Funky Fritter Batter suffers the same fate.	Scooby	Scooby	playerNDeck
Scooby_Scooby306	Hypnotist's Coin	mythos/scooby/Mythos-Scooby-HypnotistsCoin.jpg	default	Artifact				-1														Costs 1 Sanity Point to use. Flip this card to cause Opponent to Flip all Steadfast Allies for the remainder of the Round. Allies with the Dreamer atrribute are not affected.	Scooby	Scooby	playerNDeck
Scooby_Scooby307	Kerosene Lamp	mythos/scooby/Mythos-Scooby-KeroseneLamp.jpg	default	Artifact																		While this card is in play, all Monsters in your Threat function as if it is Day. Durning Combat, Bury this card to Bury one Monaster in a Directed Threat facing your Investigator.	Scooby	Scooby	playerNDeck
Scooby_Scooby308	Magic Carpet	mythos/scooby/Mythos-Scooby-MagicCarpet.jpg	default	Artifact				-1		Unique												Costs 1 Sanity Point to use. Flip this card to play a new Location card in the same Dimension, right-side up, regardless of any Travel requirements. Permits Travel between Regions, Islands and Exotic Locations, but not Underwater Locations.	Scooby	Scooby	playerNDeck
Scooby_Scooby309	Map	mythos/scooby/Mythos-Scooby-Map.jpg	default	Artifact																		Flip this card to immediately play a new Location from the same Region right side-up on top of your Story Deck.	Scooby	Scooby	playerNDeck
Scooby_Scooby310	Mask of Zen Tuo	mythos/scooby/Mythos-Scooby-MaskOfZenTuo.jpg	default	Artifact				-1		Unique	New Aeon											Add 1 point (cummulative) to the vale of each Monster in the same threat as Servants of Zen Tuo or Ghost of Zen Tuo.	Scooby	Scooby	playerNDeck
Scooby_Scooby311	Medicine	mythos/scooby/Mythos-Scooby-Medicine.jpg	default	Artifact				1		Unique												Discrd this card to avoid the effects of an Epidemic.	Scooby	Scooby	playerNDeck
Scooby_Scooby312	Mystery Machine	mythos/scooby/Mythos-Scooby-MysteryMachine.jpg	default	Artifact				1		Unique	New Aeon											Flip this card to immediately play a new Location from the same Region right side-up on top of your Story Deck.	Scooby	Scooby	playerNDeck
Scooby_Scooby313	Radar	mythos/scooby/Mythos-Scooby-Radar.jpg	default	Artifact							New Aeon											Costs 1 Sanity Point to use. Flip this card face-down to flip al cards in one opponent's Threat face-up.	Scooby	Scooby	playerNDeck
Scooby_Scooby314	Scooby Snacks	mythos/scooby/Mythos-Scooby-ScoobySnacks.jpg	default	Artifact				1			New Aeon											Place this Artifact on an Ally. Only 1 Scooby Snacks per Ally. Bury this card to give target Ally a temporary bonus of +2. Bury traget Ally only if they take their full card value in Sanity loss, including bonuses. Otherwise, return Ally to Investigator's side. If Ally holding Scooby Snacks is list, this card suffers the same fate.	Scooby	Scooby	playerNDeck
Scooby_Scooby315	Staff of Mano Tiki Tia	mythos/scooby/Mythos-Scooby-StaffOfManoTikiTia.jpg	default	Artifact	Enchanted Weapon		1	-1		Unique												Add 1 point to Ally's value. If Ally is Discard or Bured,  this weapon suffers the same fate. During the Artifacts Use phase of Combat. Discard this card to Discard an Opponent's Artifact or Tome.	Scooby	Scooby	playerNDeck
Scooby_Scooby316	The Talking Skull	mythos/scooby/Mythos-Scooby-TheTalkingSkull.jpg	default	Artifact				-2		Unique												Can know any one Spell. Bury Spell in your Story Deck after it is cast. Knows Arabic, Greek and Latin.	Scooby	Scooby	playerNDeck
Scooby_Scooby317	Time Machine	mythos/scooby/Mythos-Scooby-TimeMachine.jpg	default	Artifact				-1														Costs 1 Sanity point to use. Flip this card and walk to any Location (except Exotic) in another Dimension. If your new Location is in the same subregion as your Current Location, you may instead play it right-sde up.	Scooby	Scooby	playerNDeck
Scooby_Scooby318	Voodoo Dolls	mythos/scooby/Mythos-Scooby-VoodooDolls.jpg	default	Artifact				-1														Costs 1 Sanity to use. Choose one of the following. Flip this card to Flip a target Ally. Bury this card to Bury a target Ally. Discard this card to Discard target Ally.	Scooby	Scooby	playerNDeck
Scooby_Scooby401	A Clue	mythos/scooby/Mythos-Scooby-AClue.jpg	default	Event				4		Unique												When this card is played, subtract 1 from the Sanity Gain of this card for each Adventure card currently in play around your Investigator, then Bury this card.	Scooby	Scooby	playerNDeck
Scooby_Scooby402	Back Door	mythos/scooby/Mythos-Scooby-BackDoor.jpg	default	Event																		A Townsfolk Roit may not be played while this card is in play. Back Door remains in play for the remainder of the Round. Bury at the end of the Round or if you travel to a new Subregion or Dimension.	Scooby	Scooby	playerNDeck
Scooby_Scooby403	Captured	mythos/scooby/Mythos-Scooby-Captured.jpg	default	Event						Unique												Use a gate to play this card face-down to your Threat. When revealed, Skip the remainder of this Round's Combat. Go Directly to End of Round and Bury all Threats.	Scooby	Scooby	playerNDeck
Scooby_Scooby404	Car	mythos/scooby/Mythos-Scooby-Car.jpg	default	Event	Travel by Land						New Aeon											Play this card and immediately play a new Location in the same Region right-side up on top of your Story Deck.	Scooby	Scooby	playerNDeck
Scooby_Scooby405	Chase Scene	mythos/scooby/Mythos-Scooby-ChaseScene.jpg	default	Event																		Play this card on an existing threat. Bury car at end of round. When card is played, flip a coin. Heads: Threat goes after owner of Chase Scene. Tails: Threat goes after a player of Chase Scene's choosing, including original owner of Threat.	Scooby	Scooby	playerNDeck
Scooby_Scooby406	Discover Secret Stash	mythos/scooby/Mythos-Scooby-DiscoverSecretStash.jpg	default	Event				1														Immediately play an Artifact card regardless of current Location's attributes. Then, Bury this card.	Scooby	Scooby	playerNDeck
Scooby_Scooby407	Ghostyl Warning	mythos/scooby/Mythos-Scooby-GhostylWarning.jpg	default	Event																		Even if already Walking opponet must play a Travel Event or a new Location next Turn, or suffer an attack worth 5 points. Alies may defend. Then Bury this card.	Scooby	Scooby	playerNDeck
Scooby_Scooby408	Hiding Spot	mythos/scooby/Mythos-Scooby-HidingSpot.jpg	default	Event	Threat Event					Unique												Use a Gate to play this card face-down to your Threat. When revealed, cards in an opposing Directed Threat are immediately Buried. No Cosmic Battle occurs. Then, Bury this card.	Scooby	Scooby	playerNDeck
Scooby_Scooby409	Incriminating Evidence	mythos/scooby/Mythos-Scooby-IncriminatingEvidence.jpg	default	Event				-1		Unique												Opponent must Bury a random Tome when this card is played. Opponent my choose to Discard a random Corrupt Ally instead. Then, Bury this card.	Scooby	Scooby	playerNDeck
Scooby_Scooby410	Look Behind Your	mythos/scooby/Mythos-Scooby-LookBehindYour.jpg	default	Event																		A Random Monster in chosen opponent's Threat attacks their own Investigator! Allies may defend. Bury this card & target Monster.	Scooby	Scooby	playerNDeck
Scooby_Scooby411	Motor Scooter	mythos/scooby/Mythos-Scooby-MotorScooter.jpg	default	Event	Travel by Land																	Play this card and immediately play a new Location in the same Region right-side up on top of your Story Deck.	Scooby	Scooby	playerNDeck
Scooby_Scooby412	Mr Farmer Opens Fire	mythos/scooby/Mythos-Scooby-MrFarmerOpensFire.jpg	default	Event																		Bury opponent's Ally of up to 2 points (excluding the value of any Weapons). Then, Bury this card.	Scooby	Scooby	playerNDeck
Scooby_Scooby413	Mystery Machine	mythos/scooby/Mythos-Scooby-MysteryMachine-2.jpg	default	Event	Travel by Land																	Play this card and immediately play a new Location in the same Region right-side up on top of your Story Deck.	Scooby	Scooby	playerNDeck
Scooby_Scooby414	Oh No, My Glasses	mythos/scooby/Mythos-Scooby-OhNoMyGlasses.jpg	default	Event																		Flip target Ally. If it is Night, Target Investigator must remain in his or her current Location for the next Turn but may play cars other than a new Location card or Travel Event.	Scooby	Scooby	playerNDeck
Scooby_Scooby415	Pepping Portrait	mythos/scooby/Mythos-Scooby-PeppingPortrait.jpg	default	Event				-1														Play this card to take a 13 second glance at a number of cards on top of an Opponent's Mythos Deck equal to their investigator's Current Minimum. Then, Bury this card.	Scooby	Scooby	playerNDeck
Scooby_Scooby416	Ransacked	mythos/scooby/Mythos-Scooby-Ransacked.jpg	default	Event																		Opponent my not use Artifact or Tome attribute of Current Location. Bury this card when opponent plays a Travel Event or arrives at a new Location.	Scooby	Scooby	playerNDeck
Scooby_Scooby417	Set a Trap	mythos/scooby/Mythos-Scooby-SetATrap.jpg	default	Event				-1		Unique												Use a Gate  to play this card Face-Down to your Threat. When cards is revealed, targetted opponent reveals top card of their Mythos Deck. If it is a Monster, it attacks them immediately. Allies may defend, then Discard it. Discard any other card drawn.	Scooby	Scooby	playerNDeck
Scooby_Scooby418	Someone At the Window	mythos/scooby/Mythos-Scooby-SomeoneAtTheWindow.jpg	default	Event				-1														Take a 13 second glance at one opponent's hand, then Bury this card.	Scooby	Scooby	playerNDeck
Scooby_Scooby419	Staring Statue	mythos/scooby/Mythos-Scooby-StaringStatue.jpg	default	Event				-2														Double the stated Saity Loss of a specific Phobia event affecting target Opponent.	Scooby	Scooby	playerNDeck
Scooby_Scooby420	Teratophobia	mythos/scooby/Mythos-Scooby-Teratophobia.jpg	default	Event	Phobia																	Lose 1 Sanity point for each Directed Threat surviving the Comsic Battle to affect your Investigator.	Scooby	Scooby	playerNDeck
Scooby_Scooby421	Unexpected Surpriuse	mythos/scooby/Mythos-Scooby-UnexpectedSurpriuse.jpg	default	Event																		Immediately play this card to bring an Ally Buried in your Story Deck back into play. Re-apply any Sanity indicated.	Scooby	Scooby	playerNDeck
Scooby_Scooby422	Unmasking The Villian	mythos/scooby/Mythos-Scooby-UnmaskingTheVillian.jpg	default	Event						Unique												Immediatley take a 13 second glance at all cards in one opponent's Threat and Bury one monster in opponent's story Deck.	Scooby	Scooby	playerNDeck
Scooby_Scooby423	Zoinks!	mythos/scooby/Mythos-Scooby-Zoinks.jpg	default	Event				-1														Target Investigator loses 1 Sanity point and must play a new Location in the same Region on their next Turn, even if already Walking. If unable to play a new Location, Target Investigators Turn is skipped. Bury this card after Opponent's Turn is over.	Scooby	Scooby	playerNDeck
Scooby_Scooby501	Abandoned Airfield	mythos/scooby/Mythos-Scooby-AbandonedAirfield.jpg	default	Location	Country, Gate						New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby502	Alter To Mano Tiki Tia	mythos/scooby/Mythos-Scooby-AlterToManoTikiTia.jpg	default	Location	Island, Gate, Site			-1			New Aeon		Scooby Doo Country									You may not use a Travel By Car or Travel by Train event to reach this location.	Scooby	Scooby	playerNDeck
Scooby_Scooby503	Beauregard Mansion	mythos/scooby/Mythos-Scooby-BeauregardMansion.jpg	default	Location	Island, Tome, Artifact			-1			New Aeon		Scooby Doo Country									This island has no airstrips. You must use a Travel By Sea card to travel to this Location. For each Turn you spend at Beauregard mansion doing nothing else, you may draw a card from your Mytos Deck.	Scooby	Scooby	playerNDeck
Scooby_Scooby504	Cliffside Village	mythos/scooby/Mythos-Scooby-CliffsideVillage.jpg	default	Location	Country, Ruins								Scooby Doo Country									All Chief Allies add 1 point to their Value whilst this is your current Location.	Scooby	Scooby	playerNDeck
Scooby_Scooby505	County Museum of Archeology	mythos/scooby/Mythos-Scooby-CountyMuseumOfArcheology.jpg	default	Location	City, University, Museum, Forest,  House						New Aeon		Scooby Doo Country									All Professors, Scholars and Students add 1 point to their card value while this card is your current Location on your Story Deck	Scooby	Scooby	playerNDeck
Scooby_Scooby506	Cutler Lighthouse	mythos/scooby/Mythos-Scooby-CutlerLighthouse.jpg	default	Location	Country, Gate, Site, Artifact						New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby507	Department of Archeology	mythos/scooby/Mythos-Scooby-DepartmentOfArcheology.jpg	default	Location	City, Tome, Artifact			1			New Aeon		Scooby Doo Country									All Professors and Scholars add 1 Point to their value when this card is your current Location on your Story Deck.	Scooby	Scooby	playerNDeck
Scooby_Scooby508	Derelict Riverboad	mythos/scooby/Mythos-Scooby-DerelictRiverboad.jpg	default	Location	County, Gate, Site, Ruins, Artifact																		Scooby	Scooby	playerNDeck
Scooby_Scooby509	Diller Manor	mythos/scooby/Mythos-Scooby-DillerManor.jpg	default	Location	City, Gate, House, Artifact						New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby510	Dixie Queen Showboat	mythos/scooby/Mythos-Scooby-DixieQueenShowboat.jpg	default	Location	County, Gate, Site						New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby511	Fenokee Fizz Bottling Room	mythos/scooby/Mythos-Scooby-FenokeeFizzBottlingRoom.jpg	default	Location	Country, Gate, Artifact								Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby512	Franken Castle	mythos/scooby/Mythos-Scooby-FrankenCastle.jpg	default	Location	Country, Gate, Cemetery, Inside, Water, Site, Forest�			-1					Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby513	Gold City	mythos/scooby/Mythos-Scooby-GoldCity.jpg	default	Location	Country, Town, Ruins, Artifact			-1					Scooby Doo Country									On a following Turn, you may play Gold City Mine or Old Mine Storehouse right-side up on top of your Story Deck.	Scooby	Scooby	playerNDeck
Scooby_Scooby514	Gold City Mine	mythos/scooby/Mythos-Scooby-GoldCityMine.jpg	default	Location	Country, Gate, Undergroudn			-1					Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby515	Gypsy Wagon	mythos/scooby/Mythos-Scooby-GypsyWagon.jpg	default	Location	Country								Scooby Doo Country									Spend 2 Sanity Points to take a 13 second glance at any opponent's hand and choose their next legal move.	Scooby	Scooby	playerNDeck
Scooby_Scooby516	Haunted Tiki Village	mythos/scooby/Mythos-Scooby-HauntedTikiVillage.jpg	default	Location	Island, Artifact, Ruins			-1			New Aeon		Scooby Doo Country									You may not use a Travel By Car or Travel by Train event to reach this location.	Scooby	Scooby	playerNDeck
Scooby_Scooby517	Hawaii	mythos/scooby/Mythos-Scooby-Hawaii.jpg	default	Location	Island, Artifact			1			New Aeon		Scooby Doo Country									You may not use a  Travel by Train event to reach this location.	Scooby	Scooby	playerNDeck
Scooby_Scooby518	Indian Picture Rock	mythos/scooby/Mythos-Scooby-IndianPictureRock.jpg	default	Location	Country, Gate, Site, Artifact			-1					Scooby Doo Country									You may ise this Gate to Summon The Willawaw and immediately attack with it. Opponent may defene with Allies but not use Spells or Artifacts. You mayuse this Gate to play Dreamlands Monsters.	Scooby	Scooby	playerNDeck
Scooby_Scooby519	Kingston Mansion	mythos/scooby/Mythos-Scooby-KingstonMansion.jpg	default	Location	Country, Gate, House, Tome								Scooby Doo Country									All Living Dead Allies add 1 point to their card value when this card is your current Location.	Scooby	Scooby	playerNDeck
Scooby_Scooby520	Mad Scientist's Rompus Room	mythos/scooby/Mythos-Scooby-MadScientistsRompusRoom.jpg	default	Location	Country, Gate, Artifact						New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby521	Malt Shop (v1)	mythos/scooby/Mythos-Scooby-MaltShopV1.jpg	default	Location	City, Hangout, Business, Inside			1		Unique	New Aeon		Scooby Doo Country									You may remain here for one Turn and Bury one Phobia.	Scooby	Scooby	playerNDeck
Scooby_Scooby522	Malt Shop (v2)	mythos/scooby/Mythos-Scooby-MaltShopV2.jpg	default	Location	City, Hangout, Business, Inside			1		Unique	New Aeon		Scooby Doo Country									You may remain here for one Turn and Bury one Phobia.	Scooby	Scooby	playerNDeck
Scooby_Scooby523	Malt Shop (v3)	mythos/scooby/Mythos-Scooby-MaltShopV3.jpg	default	Location	City, Hangout, Business			1			New Aeon		Scooby Doo Country									Upon playing this card, you may immediately play one Ally who speaks a language that your Investigator does not Speak, who would normally be playable in this Region. Remain here for one Turn and Bury a Phobia.	Scooby	Scooby	playerNDeck
Scooby_Scooby524	Malt Shop (v4)	mythos/scooby/Mythos-Scooby-MaltShopV4.jpg	default	Location	City, Hangout, University, Inside			1			New Aeon		Scooby Doo Country									You may immediately play one Professor, Student or Poet Ally when this card becomes your Current Location. Remain here for one Turn and Bury one Phobia.	Scooby	Scooby	playerNDeck
Scooby_Scooby525	Malt Shop (v5)	mythos/scooby/Mythos-Scooby-MaltShopV5.jpg	default	Location	City, Hangout, Business, Inside, Country, Water			1			New Aeon		Scooby Doo Country									You may immediately Bury Hydrophobia affecting your Investigator when this card becomes your current Location. Remain here for one Turn and Bury any one other Phobia	Scooby	Scooby	playerNDeck
Scooby_Scooby526	Moody Manor	mythos/scooby/Mythos-Scooby-MoodyManor.jpg	default	Location	Country, Gate, House, Tome								Scooby Doo Country									All Seaman Allies add 1 point to their values while this is your Current Location.	Scooby	Scooby	playerNDeck
Scooby_Scooby527	Museum Secret Room	mythos/scooby/Mythos-Scooby-MuseumSecretRoom.jpg	default	Location	City, Museum, Artifact, Underground			-1			New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby528	Old Farmhouse	mythos/scooby/Mythos-Scooby-OldFarmhouse.jpg	default	Location	Country, Gate, House, Artifact								Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby529	Old Man Grisby's Place	mythos/scooby/Mythos-Scooby-OldManGrisbysPlace.jpg	default	Location	Country, House						New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby530	Old Masoleum	mythos/scooby/Mythos-Scooby-OldMasoleum.jpg	default	Location	Country, Gate			-1					Scooby Doo Country									Rather than playing a Monster card from your hand, you may instead use this Gate to summon a Living Dead Monster or Ally from your Story deck to your Threat	Scooby	Scooby	playerNDeck
Scooby_Scooby531	Old Mine Storehouse	mythos/scooby/Mythos-Scooby-OldMineStorehouse.jpg	default	Location	Country, Underground			-1			New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby532	Old Saw Mill	mythos/scooby/Mythos-Scooby-OldSawMill.jpg	default	Location	Country, Gate, Site						New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby533	Old Witch's Shack	mythos/scooby/Mythos-Scooby-OldWitchsShack.jpg	default	Location	Country, Gate, House, Artifact, Tome			-1					Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby534	Picture Rock Cave	mythos/scooby/Mythos-Scooby-PictureRockCave.jpg	default	Location	Country, Underground			-1					Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby535	Public Library	mythos/scooby/Mythos-Scooby-PublicLibrary.jpg	default	Location	City, Gate, University, Tome						New Aeon		Scooby Doo Country									You may use this Gate to play a Tome card regardless of language of Investiagor or Allies whilet he Public Library is your Current Location	Scooby	Scooby	playerNDeck
Scooby_Scooby536	Sacred Indian Altar	mythos/scooby/Mythos-Scooby-SacredIndianAltar.jpg	default	Location	Country, Site, Forest, Inside								Scooby Doo Country									For each additional Turn you remain here, you may Bury one Phobia affecting your Investigator	Scooby	Scooby	playerNDeck
Scooby_Scooby537	Sacred Indian Temple	mythos/scooby/Mythos-Scooby-SacredIndianTemple.jpg	default	Location	Country, Forest, Temple, Artifact, Outside			4					Scooby Doo Country									Gain 4 Sanity points, but reveal the top card of your Mythos Deck. Apply any Sanity gain or loss indicated by the pentagram on the card, then Discard it. During each additional turn that you remain here, you may Bury one Phobia affecting your Investigator.	Scooby	Scooby	playerNDeck
Scooby_Scooby538	Sam Stingeyy's Cabin	mythos/scooby/Mythos-Scooby-SamStingeyysCabin.jpg	default	Location	Country, House						New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby539	Skillet Showboat	mythos/scooby/Mythos-Scooby-SkilletShowboat.jpg	default	Location	Country, Gate, Site, Artifact						New Aeon		Scooby Doo Country										Scooby	Scooby	playerNDeck
Scooby_Scooby540	Skull Island	mythos/scooby/Mythos-Scooby-SkullIsland.jpg	default	Location	Country, Gate, Island, Artifact			-1					Scooby Doo Country									This island has no airstrips. You must use a Travel By Sea event to reach it. You may use this Gate more than once, but must pay the card's Sanity cost for each subsequent use.	Scooby	Scooby	playerNDeck
Scooby_Scooby541	Sunken U-Boat	mythos/scooby/Mythos-Scooby-SunkenUBoat.jpg	default	Location	Underwater, Gate, Ruins, Artifact			-2					Scooby Doo Country									Beginning each Turn you must be bale to Breathe Underwater or lose 5 Sanity Points.	Scooby	Scooby	playerNDeck
Scooby_Scooby542	The Pineapple Parlor	mythos/scooby/Mythos-Scooby-ThePineappleParlor.jpg	default	Location	Island, Hangout, Business			1			New Aeon		Scooby Doo Country									You may remain here for one Turn and Bury a Phobia. You may not use a Travel By Train event to reach this location.	Scooby	Scooby	playerNDeck
Scooby_Scooby543	The Temple In The Hills	mythos/scooby/Mythos-Scooby-TheTempleInTheHills.jpg	default	Location	Country, Gate, Temple, Tome								Scooby Doo Country										Scooby	Scooby	playerNDeck
