databaseId	name	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	clan	legal	cost	focus	force	chi	personalHonor	honorReq	goldProduction	provinceStrength	startingHonor	rarity	artist	flavour	text
TBS092	Shinomen Defenders	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ShinomenDefendersMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ShinomenDefendersMaster.png	fate	Follower	The Blackest Storm	TBS	playerNFate		open 20F onyx	3	3	0	0						c			Naga &#8226; Nonhuman &#8226; <b>Expendable</b><br><br><b>Battle, [BOW]:</b> Ranged 3 Attack.
TBS093	Skillful Recorder	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-SkillfulRecorderMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-SkillfulRecorderMaster.png	fate	Follower	The Blackest Storm	TBS	playerNFate		open 20F onyx	3	4	0	0						r			Courtier &#8226; <b>Expendable</b><br><br> This Personality has +1PH. After you Equip this Follower to a Courtier or Magistrate, a target player gains or loses 1 Honor.<br><br><b>Home Battle:</b> Give Home to a Battle ability on this Personality and take an additional action to use it. Destroy this Follower.
TBS094	Standard Caller	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-StandardCallerMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-StandardCallerMaster.png	fate	Follower	The Blackest Storm	TBS	playerNFate		open 20F onyx	9	3	4	0						r			Battle Maiden &#8226; <b>Cavalry</b><br><br> After this Follower enters play, gain 1 Honor.<br><br><b>Battle:</b> Give a target enemy Follower or Personality -3F. If its force is now 0, draw a card.
TBS095	Yamauba	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-YamaubaMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-YamaubaMaster.png	fate	Follower	The Blackest Storm	TBS	playerNFate		open 20F onyx	4	3	3	0						r			Nonhuman &#8226; Ogre &#8226; Shadowlands<br><br> After this Follower enters play, its owner loses Honor equal to half his or her starting Family Honor, rounded up.<br><br> You may Equip this Follower to any player's Personality. After this Personality attacks or his or her controller's turn starts, give him or her a -1F/-1C token. After its Personality is destroyed for having 0 Chi, shuffle this Follower into its owner's deck.
TBS096	Zoh-Zoh	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ZohZohMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ZohZohMaster.png	fate	Follower	The Blackest Storm	TBS	playerNFate		open 20F onyx	2	1	2	0						u			Cat &#8226; Nonhuman &#8226; <b>Courage</b><br><br> Invest [PAY 1] If you Equip this Follower from your hand to your Commander, draw a card.<br><br> This Follower has +1F while opposing a bowed Follower or Personality.
TBS097	Armor of the Black Guard	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ArmorOfTheBlackGuardMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ArmorOfTheBlackGuardMaster.png	fate	Item	The Blackest Storm	TBS	playerNFate		open 20F onyx	4	2	+3	+0						u			Shadowlands &#8226; <b>Armor</b><br><br> After this Item enters play, lose 1 Honor.<br><br><b>Interrupt, [BOW]:</b> Give a Fear effect from a card in this unit +1 strength, or +2 strength if it targets a Cavalry card.
TBS098	Dairuko's Challenge	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-DairukosChallengeMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-DairukosChallengeMaster.png	fate	Item	The Blackest Storm	TBS	playerNFate		open 20F onyx	0	4	+0	+0						r			After this Item enters play, target another player's Personality.<br><br><b>Battle:</b> If this Personality is unbowed, he or she challenges the target Personality this Item's trait last targeted. If honorable, the target may refuse, then dishonor and move him or her home. Destroy the loser.
TBS099	Decayed Blade	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-DecayedBladeMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-DecayedBladeMaster.png	fate	Item	The Blackest Storm	TBS	playerNFate		open 20F onyx	3	3	+2	+1						c			Ninja &#8226; One-Handed &#8226; Shadowlands &#8226; <b>Weapon</b><br><br> After this Item enters play, lose 1 Honor.<br><br><b>Battle, [BOW]:</b> Give a target enemy Personality -2F, or -5F if he or she shares a Clan Alignment with this Personality.
TBS100	Grinder	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-GrinderMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-GrinderMaster.png	fate	Item	The Blackest Storm	TBS	playerNFate		open 20F onyx	9	1	+4	+0						u			Heavy Weapon &#8226; Two-Handed &#8226; <b>Weapon</b><br><br> This Item Equips for 2 less Gold if its Personality's Gold Cost is 8 or more. This Personality does not die for having 0C.<br><br><b>Battle, [BOW]:</b> Straighten this Personality or give him or her Conqueror.
TBS101	Lesser Kama	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-LesserKamaMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-LesserKamaMaster.png	fate	Item	The Blackest Storm	TBS	playerNFate		open 20F onyx	3	3	+2	+0						u			One-Handed &#8226; Peasant &#8226; <b>Reserve</b> &#8226; <b>Weapon</b><br><br> After this Item attaches dishonor this Personality.<br><br><b>Battle, [BOW]:</b> Fear equal to 2 plus the number of other Ashigaru cards and Peasant Weapons in this unit.
TBS102	Mirror Armor	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-MirrorArmorMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-MirrorArmorMaster.png	fate	Item	The Blackest Storm	TBS	playerNFate		open 20F onyx	2	2	+2	+0						u			Naga &#8226; <b>Armor</b> &#8226; <b>Courage</b><br><br><b>Interrupt, [BOW]:</b> Give a Fear effect +1 or -1 strength.
TBS103	Muri	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-MuriMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-MuriMaster.png	fate	Item	The Blackest Storm	TBS	playerNFate		open 20F onyx	3	4	+2	+0						c			One-Handed &#8226; Sword &#8226; <b>Honor</b> &#8226; <b>Weapon</b><br><br> While in a duel, if this Personality has a lower duel stat than the other, you have the first opportunity to focus or strike.
TBS104	Staff of Peace	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-StaffOfPeaceMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-StaffOfPeaceMaster.png	fate	Item	The Blackest Storm	TBS	playerNFate		open 20F onyx	7	4	+3	+1						r			Naga &#8226; Pearl &#8226; Staff &#8226; Two-Handed &#8226; <b>Weapon</b><br><br> This Item's printed Fear effects have +1 strength if this Personality is a Naga.<br><br><b>Pearl Battle, [BOW]:</b> Fear 3. If this bowed a Follower, you may make a Fear 2 against its Personality even if he or she has Followers.
TBS105	Vetrevel	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-VetrevelMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-VetrevelMaster.png	fate	Item	The Blackest Storm	TBS	playerNFate		open 20F onyx	3	2	+2	+0						u			Naga &#8226; Spear &#8226; One-Handed &#8226; <b>Weapon</b><br><br> You may Equip this Item to a Naga Personality as a <b>Battle</b> action.<br><br><b>Battle, [BOW]:</b> Ranged 2 Attack.
TBS106	Wicked Chain	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-WickedChainMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-WickedChainMaster.png	fate	Item	The Blackest Storm	TBS	playerNFate		open 20F onyx	5	1	+2	+1						u			Chain &#8226; Obsidian &#8226; One-Handed &#8226; Shadowlands &#8226; <b>Weapon</b><br><br> After this Item enters play, lose 2 Honor and permanently give its Personality Shadowlands.<br><br><b>Battle, [BOW]:</b> Melee 3 Attack, with +1 strength if all your Personalities in this army are Shadowlands.
TBS107	Cleasing Wave	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-CleasingWaveMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-CleasingWaveMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	0	3								c			<b>Water Battle, [BOW]:</b> Give a target enemy Follower or Personality -3F. If legal, you make a Fear 0 against the target, or Fear 2 if this Shugenja is Water.
TBS108	Draw Back the Shadow	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-DrawBackTheShadowMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-DrawBackTheShadowMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	2	4								r			<b>Air Open, [BOW]:</b> Name a Fate card title and a Fate card type <i>(Item, Strategy, etc.)</i>. Another player shows a random card from his or her hand; gain 1 Honor if it has the named title and, if this Shugenja is Air, 1 Honor if it is of the named type.
TBS109	Elemental Rebuke	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ElementalRebukeMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ElementalRebukeMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	0	3								c			<b>Repeatable Battle, [BOW]:</b> Fear equal to this Shugenja's Chi.
TBS110	Murmur of Earth	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-MurmurOfEarthMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-MurmurOfEarthMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	0	1								c			<b>Courage</b><br><br> After you resolve both this Spell's abilities in the same turn, destroy it.<br><br><b>Earth Battle, [BOW]:</b> Fear equal to this Shugenja's Force. Straighten this Spell if this Shugenja is Earth.<br><br><b>Earth Battle, [BOW]:</b> Destroy a target Terrain.
TBS111	Pillar of Water	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-PillarOfWaterMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-PillarOfWaterMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	0	4								c			Water<br><br> This Shugenja has +1F while he or she is Water. After this Shugenja moves, or a Personality moves from the current battlefield, give this Shugenja +1F.
TBS112	Sense the Void	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-SenseTheVoidMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-SenseTheVoidMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	3	1								r			While this Shugenja is Void, he or she has +1F/+1C.<br><br><b>Void Open, [BOW]:</b> Remove an ability from another player's target Personality. this Shugenja copies that ability if it does not itself copy abilities.
TBS113	Spark of Thunder	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-SparkOfThunderMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-SparkOfThunderMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	0	2								u			<b>Thunder Open, [BOW]:</b> Look at the top five cards of your Fate deck. You may show one of them that is Thunder card; if you do, put it in your hand, put the remaining cards on top of the deck in any order, and destroy this Spell.
TBS114	The Bite of Fire	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-TheBiteOfFireMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-TheBiteOfFireMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	2	1								c			While this Shugenja is Fire, he or she has +2F.<br><br><b>Fire Battle, [BOW]:</b> Ranged 3 Attack.
TBS115	Twin Thunders Strike	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-TwinThundersStrikeMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-TwinThundersStrikeMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	2	1								c			While this Shugenja is Thunder, he or she has +1F for each Thunder Spell in this unit.<br><br><b>Thunder Battle, [BOW]:</b> Ranged 2 Attack, and you may discard a Thunder Spell from your hand to increase the Attack's strength equal of this Shugenja's Chi.
TBS116	Unveil the Realms	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-UnveilTheRealmsMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-UnveilTheRealmsMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	0	3								r			<b>Void Open, [BOW]:</b> Turn a face-down card in a Province face-up. If it is a Shadowlands card in another player's Province, repeat this action's effects.<br><br><b>Tireless Void Open, [PAY 1]:</b> If this Shugenja is Void, draw a card. Destroy this Spell.
TBS117	Wall of Earth	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-WallOfEarthMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-WallOfEarthMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	2	2								u			<b>Courage</b> &#8226; <b>Reserve</b><br><br> After another player discards a card for an effect triggered by his or her targeting a card in this unit, draw a card.<br><br><b>Earth Battle, [BOW]:</b> Give this Shugenja +2F.
TBS118	Words of Ice	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-WordsOfIceMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-WordsOfIceMaster.png	fate	Spell	The Blackest Storm	TBS	playerNFate		open 20F onyx	0	1								u			Air &#8226; <b>Honor</b><br><br> After you Equip this Spell to an Air Shugenja, gain 1 Honor.<br><br> This Shugenja has +1C.
TBS119	A Moment to Reflect	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-AMomentToReflectMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-AMomentToReflectMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		4								r			<b>Battle:</b> Negate a target card's current Force bonuses and penalties. <br><br><b>Battle/Open [PAY]:</b> Discard zero or more cards. If you now have two or fewer cards in your hand, draw cards, once for every two Gold paid, until you have three cards in your hand.
TBS120	An Ocean of Defeat	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-AnOceanOfDefeatMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-AnOceanOfDefeatMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		3								c			Terrain &#8226; Water &#8226; <b>Courage</b> <br><br>Attacking Shadowlands Personalities at this battlefield have +1F and Fear effects targeting non-Shadowlands cards here have +1 strength.<br><br><b>Water Battle/Engage:</b> Destroy a Terrain <i>(if able)</i>. Put this Terrain into play.
TBS121	An Unnecessary Risk	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-AnUnnecessaryRiskMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-AnUnnecessaryRiskMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		2								u			<b>Honor</b><br><br><b>Battle:</b> Target a Personality with the highest Personal Honor in the enemy amy <i>(you choose in a case of tie)</i>. The target's controller may move him or her home. If this moves the target, gain 1 Honor; if not, bow him or her and lose 2 Honor.
TBS122	Breaking Point	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-BreakingPointMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-BreakingPointMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		3								r			<b>Courage</b><br><br> After you discard this Strategy for a Favor Political action, draw a card.<br><br> While no other player has higher Family Honor than you and this Strategy is in your discard pile, you may remove it from the game instead of discarding it from your hand for the rulebook Courage ability.
TBS123	Crumbling Defenses	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-CrumblingDefensesMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-CrumblingDefensesMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		4								u			<b>Honor</b> <br><br>After you discard this card for an Honor action, give it Discipline [PAY 0] until the phase ends.<br><br><b>Battle:</b> Give a target enemy Personality a Force penalty equal to the number of Fortifications at the current battlefield.
TBS124	Cull the Weak	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-CullTheWeakMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-CullTheWeakMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		1								r			<b>Battle:</b> Bow one or two of your target unbowed Weapons in the same unit. Melee Attack equal to their total Force, plus 1 if they are attached to a Kensai.
TBS125	Double Strike	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-DoubleStrikeMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-DoubleStrikeMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		2								u			Invest [PAY 1]: Straighten the Weapons this bowed if your target is a Kensai.<br><br><b>Battle:</b> Bow one or two Weapons attached to your target opposed Personality. Draw a card for each Weapon this bowed.
TBS126	Exult in Triumph	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ExultInTriumphMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ExultInTriumphMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		4								u			Discipline [PAY 2]<br><br>As a Focus Effect, if you win, draw a card.<br><br><b>Interrupt:</b> Give the winner of any duel from the action two +1F tokens and, if the winner is a Duelist, negate his or her next bowing or movement from an action not taken by his or her controller this battle.
TBS127	Final Moments	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-FinalMomentsMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-FinalMomentsMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		4								r			<b>Iaijutsu Battle:</b> Your target Personality challenges a target enemy Personality, who may refuse. If he or she does, dishonor him or her and straighten your challenger. Destroy the loser.
TBS128	Final Stroke	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-FinalStrokeMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-FinalStrokeMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		3								r			<b>Ninja Battle/Open:</b> Bow your target unbowed Personality, who must be a Ninja if this is Action Phase. Melee Attack equal to your Personality's Force; if this is the Action Phase, it must be your turn, and the Melee Attack must target a legal card with no abilities or a Poison token at home. Lose 1 Honor.
TBS129	Gallant Defeat	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-GallantDefeatMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-GallantDefeatMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		4								c			<b>Courage</b> &#8226; <b>Kharmic</b><br><br>You may include up to six copies of this card in your deck. <br><br><b>Open:</b> Give a target Follower or Personality -2F, and an additional -1F for each Gallant Defeat in your discard pile, to a maximum penalty equal to the number of Personalities you control.
TBS130	Grievous Wound	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-GrievousWoundMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-GrievousWoundMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		2								r			You may only Invest this Strategy if you have Courtesy or Compassion, and only using one Invest trait, or two if you have both.<br>Invest [PAY 2]: A target player gains or loses 2 Honor.<br>Invest [PAY 3]: Bow a target card without attachments.<br>Invest [PAY 5]: Draw two cards.<br><br><b>Open:</b> Straighten a target Personality's unit.
TBS131	I Name You Craven!	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-INameYouCravenMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-INameYouCravenMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		2								c			<b>Honor</b><br><br><b>Political Open:</b> Put this Kata into play. Discard your other Kata in play.<br><br><b>Political Absent Interrupt, [BOW]:</b> After the action moves another player's Personality home, dishonor him or her. <i>You call them out in court for cowardice!</i>
TBS132	Impending Doom	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ImpendingDoomMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ImpendingDoomMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		1								c			<b>Battle:</b> Fear 3; if you have Courtesy, non-Shadowlands cards this bows will not straighten during this battle.
TBS133	Imperial Reinforcements	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ImperialReinforcementsMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-ImperialReinforcementsMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		1								c			<b>Courage</b><br><br><b>Favor Political Battle:</b> If you are attacking, discard the Imperial Favor to make a Melee 4 Attack.
TBS134	Irasshai	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-IrasshaiMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-IrasshaiMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		1								u			Courtesy: After resolving this Strategy's action, draw a card.<br><br><b>Ninja Battle/Open:</b> Straighten your target Personality, who must be a Ninja if this is a Battle action. Lose 1 Honor.
TBS135	Lost Ground	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-LostGroundMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-LostGroundMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		4								c			Terrain &#8226; <b>Honor</b><br><br>Discipline [PAY 1]<br><br>After you resolve Courage or Honor action, target your Personality at this battlefield and give hime or her +1F.<br><br><b>Battle/Engage:</b> Destroy a Terrain <i>(if able)</i>. Put this Terrain into play.
TBS136	Meaningless Words	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-MeaninglessWordsMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-MeaninglessWordsMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		0								r			<b>Battle:</b> Bow your target unbowed Personality. Bow a target enemy Personality with higher Personal Honor. Lose 1 Honor unless your Personality is Shadowlands.<br><br><b>Interrupt:</b> If no other player has lower Family Honor than you or if your Family Honor is 0 or below, reduce any Honor gain or loss from the action to 0.
TBS137	Mouth of Jigoku	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-MouthOfJigokuMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-MouthOfJigokuMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		1								c			Terrain<br><br>While they have any non-Spell attachments, Personalities have -1F, or -2F if attacking.<br><br><b>Battle:</b> Destroy a Terrain <i>(if able)</i>. Put this Terrain into play.
TBS138	No Matter the Cost	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-NoMatterTheCostMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-NoMatterTheCostMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		3								r			<b>Battle:</b> Bow your target unbowed Fortification <i>(at this Province)</i>. Increase this Province's strength by its Gold Cost.
TBS139	Not in My Home	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-NotInMyHomeMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-NotInMyHomeMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		1								c			Discipline [PAY 2]<br><br><b>Battle:</b> Bow your targey unbowed defending Courtier or Samurai. Ranged Attack equal to his or her Chi. If he or she has Sincerity, give hime or her <b>Resilient</b>.
TBS140	One Final Stand	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-OneFinalStandMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-OneFinalStandMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		4								r			<b>Courage</b> &#8226; <b>Honor</b> <br><br> As a Focus Effect, if you win this duel, give the winner +2F and, if you are attacking, gain 1 Honor.<br><br> You may focus this Strategy face-up from your discard pile, removing this Strategy from the game after the duel resolves.
TBS141	Panicked	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-PanickedMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-PanickedMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		1								r			<b>Battle:</b> Give one or two target enemy Followers or Personalities -2F each, or -3F each if all Followers and Personalities in your army are Shadowlands. Bow one of the targets that <i>(now)</i> has 0 Force. Lose 2 Honor.
TBS142	Petals and Pincers	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-PetalsAndPincersMaster.png	legend-of-the-five-rings/the-blackest-storm/LegendOfTheFiveRings-TheBlackestStorm-PetalsAndPincersMaster.png	fate	Strategy	The Blackest Storm	TBS	playerNFate		open 20F onyx		4								u			<b>Honor</b><br><br> Discipline [PAY 3]<br><br><b>Political Open:</b> Put your target discarded <i>(not dead)</i> Personality into one of your Provinces, discarding any card currently there. If the target has Sincerity, give him or her a Sincerity token.
