databaseId	name	imageUrl	cardBack	type	cost	health	team	powerSymbol	rangedFlight	keyword	text	packName	set	loadGroupId
Legacy_MockingBird_SC	Mockingbird	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Mockingbird.jpg	default	Supporting Character	3	1	Avengers	Skill			Martial Mastery. Main [Skill]: Choose an enemy side and put +1/+1 counters on Mockingbird equal to the number of supporting character on that side.	Legacy	Legacy	playerNDeck
Legacy_MonkeyJoe_SC	Monkey Joe	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-MonkeyJoe.jpg	default	Supporting Character - Token	0	1	A-Force	None			Cover Squirrel. Squirrel Girl has +0/+2 while she's on your side. Squirrel Interrupted. When Squirrel Girl is on your side and leaves play, KO Monkey Joe.	Legacy	Legacy	playerNMisc
Legacy_Mystique_L2#2	Mystique L2#2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-MystiqueL22.jpg	default	Main Character	None	5	Femme Fatales	Skill			Masquerade. [Any Turn] Combat [Skill]: Choose another face-up character. Mystique gains ATK this combat until her ATK is the same as that character's. Still Bitter. Leve Up (9) - Whenever Mystique gains ATK, she gains that much XP.	Legacy	Legacy	playerNMain
Legacy_Mystique_L3	Mystique L3	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-MystiqueL3.jpg	default	Main Character	None	6	Femme Fatales	Skill, Intellect			Masquerade. [Any Turn] Combat [Skill]: Choose another face-up character. Identity Theft. Main [Intellect]: Choose a Level 2 [Marvel] main character from outside the game, Mystique transforms into that character.	Legacy	Legacy	playerNMain
Legacy_Nightare_SC	Nightmare	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Nightmare.jpg	default	Supporting Character	7	1	Underworld	None	Flight		Waking Nightmare. Enemy Characters can have and gain -1/-1 counters while stunned.	Legacy	Legacy	playerNDeck
Legacy_NotFinishedYet_PT	Not Finished Yet	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-NotFinishedYet.jpg	default	Plot Twist	None		Underworld	None		[Underworld] Loyalty	Put this in your deck only if each card in your deck with a team affiliation has [Underworld]. Main: Recover an enemy character.	Legacy	Legacy	playerNDeck
Legacy_Onslaught_SC	Onslaught	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Onslaught.jpg	default	Supporting Character	8	*	Villains	None			Joint Consciousness. When you recruit Onslaught, each player reveals cards from the top of their deck until they reveal a character other than Onslaught. Remove those characters from the game and shuffle the remaining cards into those decks. Onslaught has the powers of the removed cards, and base states equal to their total ATK, total Def, and total Health.	Legacy	Legacy	playerNDeck
Legacy_Psylocke_SC	Psylocke	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Psylocke.jpg	default	Supporting Character	3	1	X-Men	None			Psychic Knife. When Psylocke stuns an enemy defender, that player discards a card.	Legacy	Legacy	playerNDeck
Legacy_ReadyForAnything_PT	Ready for Anything	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-ReadyForAnything.jpg	default	Plot Twist	None		A-Force	None		[A-Force] Loyalty	Put this in your deck only if each card in your deck with a team affiliation has [A-Force]. Ready each character on your side.	Legacy	Legacy	playerNDeck
Legacy_RealityShift_PT	Reality Shift	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-RealityShift.jpg	default	Plot Twist	None		Defenders	None		[Defenders] Loyalty	Put this in your deck only if each card in your deck with a team affiliation has [Defenders].  Main: Heal a wound from a character on your side.	Legacy	Legacy	playerNDeck
Legacy_Shadowcat_SC	Shadowcat	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Shadowcat.jpg	default	Supporting Character	1	1	X-Men	Energy			Intangible Escape. [Any Turn] Combat [Energy]: If an attacker or defender is on your side, put Shadowcat next to it and cancel the combat. Use this power only while Shadowcat is in your hand.	Legacy	Legacy	playerNDeck
Legacy_She-Hulk_L2#2	She-Hulk L2#2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-SheHulkL22.jpg	default	Main Character	None	6	A-Force	Skill			A-Force Assemble! Main [Skill]: When a characters on your side team attack the next time this turn, put a +1/+1 counter on each of them. Keep Fighting. Level Up (3) - When characters on your side team attack. She-Hulk gains an XP.	Legacy	Legacy	playerNMain
Legacy_She-Hulk_L3	She-Hulk L3	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-SheHulkL3.jpg	default	Main Character	None	7	A-Force	Skill, Intellect			A-Force Assemble! Main [Skill]: When a characters on your side team attack the next time this turn, put a +1/+1 counter on each of them. Welcome to the Team. Build [Intellect]: Search your deck for two characters with the same team affiliation, reveal them, and put them into your hand.	Legacy	Legacy	playerNMain
Legacy_Singularity_L1	Singularity_L1	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-SingularityL1.jpg	default	Main Character	None	5	A-Force	Energy	Flight	Inspire	Envelop Reaction [Energy]: When a supporting character on your side gets KO'd, put it into your hand. Find Her Friends. Level Up (1) - At the start of your turn, if there are five or more chracters with the same team affiliation on your side, Singularity gains an XP.	Legacy	Legacy	playerNMain
Legacy_Singularity_L2	Singularity_L2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-SingularityL2.jpg	default	Main Character	None	5	A-Force	Energy, Intellect	Flight	Inspire	Envelop Reaction [Energy]: When a supporting character on your side gets KO'd, put it into your hand. Find Her Friends. Gravity Vortex. Main [Intellect]: Put an enemy supporting character into its owner's hand.	Legacy	Legacy	playerNMain
Legacy_Spider-Gwen_SC	Spider-Gwen	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-SpiderGwen.jpg	default	Supporting Character	4	1	A-Force	None		Dodge	Spider-Gwen can't be ranged attacked. Dimensional Wristwatch. You may recruit Spider-Gwen from your deck. (Search your deck for her, shuffle your deck, then recruit her.)	Legacy	Legacy	playerNDeck
Legacy_Spider-Man_L2#2	Spider-Man L2#2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-SpiderManL22.jpg	default	Main Character	None	5	Avengers	Might			Great Power. [Any Turn] Combat [Might]: Spider-Man gets +1/+1 this combat for each face-up supporting character on your side. Greater Responsibility. Level Up (5) - At the end of your turn. Spidey gains 1 XP for each face-up supporting character on your side.	Legacy	Legacy	playerNMain
Legacy_Spider-Man_L3	Spider-Man L3	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-SpiderManL3.jpg	default	Main Character	None	6	Avengers	Might, Intellect	Both		Great Power. [Any Turn] Combat [Might]: Spider-Man gets +1/+1 this combat for each face-up supporting character on your side. His Amazing Friends. Build [Intellect]: Draw a card for each face-up supporting character on your side.	Legacy	Legacy	playerNMain
Legacy_SquirrelGirl_SC	Squirrel Girl	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-SquirrelGirl.jpg	default	Supporting Character	2	2	A-Force	None			Let's Get Nuts! When Squirrel Girl appears, you may put a Monkey Joe token onto your side. When Squirrel Girl recovers, you may put a Tippy Toe token onto your side.	Legacy	Legacy	playerNDeck
Legacy_Starhawk_SC	Starhawk	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Starhawk.jpg	default	Supporting Character	4	2	Guardians of the Galaxy	None			One Who Knows. You may look at the top card of your deck at any time. You may recruit characters and play equipment and plot twists from the top of your deck.	Legacy	Legacy	playerNDeck
Legacy_SteelandFlame_PT	Steel and Flame	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-SteelAndFlame.jpg	default	Plot Twist	None		Villains	None		[Villains] Loyalty	Put this in your deck only if each card in your deck with a team affiliation has [Villains]. Main: Put two -1/-1 counters on each enemy supporting character.	Legacy	Legacy	playerNDeck
Legacy_Stick_SC	Stick	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Stick.jpg	default	Supporting Character	4	1	Defenders	None		Dodge	Stick can't be ranged attacked. Mentor. When Stick appears, put two +1/+1 counters on your main character. If it's Daredevil's put another two +1/+1 counters on him.	Legacy	Legacy	playerNDeck
Legacy_TaskMaster_SC	Taskmaster	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-Taskmaster.jpg	default	Supporting Character	3	1	Underworld	None			Photographic Reflexes. Taskmaster has all the printed Keyword powers of face-up enemy supporting characters.	Legacy	Legacy	playerNDeck
Legacy_TheCollector_SC	The Collector	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-TheCollector.jpg	default	Supporting Character	5	1	Guardians of the Galaxy	Intellect		Elder of the Universe	Elder of the Universe. If the Collector gets stunned during combat, he doesn't get wounded. Add to the Collection. Main [Intellect]: Collect a supporting character(remove it from the game. You may only collect a character with a different team affiliation from every other character you've collected this game.)	Legacy	Legacy	playerNDeck
Legacy_TheGrandmaster_SC	The Grandmaster	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-TheGrandmaster.jpg	default	Supporting Character	3	1	Villains	None		Elder of the Universe	Elder of the Universe. If the Grandmaster gets stunned during combat, he doesn't get wounded. Enforce the Rules of the Game. When a supporting character appears other than by getting recruited from a hand, KO it.	Legacy	Legacy	playerNDeck
Legacy_Thor_L1	Thor L1	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-ThorL1.jpg	default	Main Character	None	6	Avengers	Energy	Flight	Berserker	Lightning Strike. Main [Energy]: Put three -1/-1 counters on an enemy characters. Worthiness. Level Up (7) - When a Good character on your side attacks, Thor gains an XP.	Legacy	Legacy	playerNMain
Legacy_Thor_L2	Thor L2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-ThorL2.jpg	default	Main Character	None	6	Avengers	Energy, Might	Flight	Berserker	Lightning Strike. Main [Energy]: Put three -1/-1 counters on an enemy characters. Worthiness. God of Thunder. Main [Might]: Double the +1/+1 counters on Thor. You may doubled the -1/-1 counters on another character.	Legacy	Legacy	playerNMain
Legacy_TippyToe_SC	Tippy Toe	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-TippyToe.jpg	default	Supporting Character	0	1	A-Force	None			Squirrel Power. Squirrel Girl has +2/+0 while she's on your side. Squirrel Interrupted. When Squirrel Girl is on your side and leaves play, KO Tippy Toe.	Legacy	Legacy	playerNDeck
Legacy_Ultron_L1	Ultron L1	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-UltronL1.jpg	default	Main Character	None	7	Villains	Intellect	Both	Swarm	Iterate. Build [Intellect]: Put a supporting character named Ultron from your hand or KO pile onto yourside. All of You Against All of Me. Level Up (6) - At the end of your turn, Ultron gains an XP for each character on your side named Ultron(including himself).	Legacy	Legacy	playerNMain
Legacy_Ultron_L2	Ultron L2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-UltronL2.jpg	default	Main Character	None	7	Villains	Intellect	Both	Swarm	Iterate. Build [Intellect]: Put a supporting character named Ultron from your hand or KO pile onto yourside. Reiterate. Build [Energy]: Put up to two total supporting characters named Ultron from your hand and/or KO pile onto your side.	Legacy	Legacy	playerNMain
Legacy_WhiteTiger_SC	White Tiger	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-WhiteTiger.jpg	default	Supporting Character	2	2	Defenders	None			Mystical Tiger Amulets. While White Tiger has any +1/+1 counters she has the following: At least one - Leap, At least two - Ferocious, At least three - Lethal.	Legacy	Legacy	playerNDeck
Legacy_Wolverine_L2#2	Wolverine L2#2	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-WolverineL22.jpg	default	Main Character	None	5	X-Men	Skill			SNIKT! [Any Turn] Combat [Skill]: Wolverine gets +3/+0 this combat. What He Does Isn't Very Nice. Level Up (2) - When Wolverine stuns an enemy defender while attacking solo, he gains an XP.	Legacy	Legacy	playerNMain
Legacy_Wolverine_L3	Wolverine L3	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-WolverineL3.jpg	default	Main Character	None	6	X-Men	Skill, Might			SNIKT! [Any Turn] Combat [Skill]: Wolverine gets +3/+0 this combat. Kill-Frenzy. Main [Might]: When Wolverine stuns an enemy defender while attacking solo this turn, ready him.	Legacy	Legacy	playerNMain
Legacy_YouAreGroot_PT	You Are Groot	vs-system-2pcg/legacy/VsSystem2pcg-Legacy-YouAreGroot.jpg	default	Plot Twist	None		Guardians of the Galaxy			[Guardians of the Galaxy] Loyalty	Put this in your deck only if each card in your deck with a team affiliation has [Guardians of the Galaxy]. [Any Turn] Combat: Choose a character in the combat to get +1/+1 this combat for each resource on your side.	Legacy	Legacy	playerNDeck
