databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	subtype	rarity
Starfleet Maneuvers_Catspaw_Mission	Catspaw [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CatspawM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_Fridays_Child_Mission	Friday's Child [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-FridaysChildM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_I_Mudd_Mission	I, Mudd [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-IMuddM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_Metamorphosis_Mission	Metamorphosis [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MetamorphosisM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_Mirror_Mirror_Mission	Mirror, Mirror [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MirrorMirrorM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		C
Starfleet Maneuvers_The_Apple_Mission	The Apple [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheAppleM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_The_Changeling_Mission	The Changeling [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheChangelingM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_The_Deadly_Years_Mission	The Deadly Years [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheDeadlyYearsM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		C
Starfleet Maneuvers_The_Doomsday_Machine_Mission	The Doomsday Machine [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheDoomsdayMachineM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_The_Trouble_With_Tribbles_Mission	The Trouble With Tribbles [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheTroubleWithTribblesM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_Who_Mourns_For_Adonais_Mission	Who Mourns For Adonais? [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-WhoMournsForAdonaisM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_Wolf_In_The_Fold_Mission	Wolf In The Fold [M]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-WolfInTheFoldM.jpg	default	Episode Mission	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		R
Starfleet Maneuvers_Agony_Booth_Permanent_Wild	Agony Booth	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AgonyBooth.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Apollos_Shrine_Permanent_Wild	Apollo's Shrine	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-ApollosShrine.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Asteroid_Yonada_Permanent_Wild	Asteroid Yonada	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AsteroidYonada.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Aurora_Permanent_Wild	Aurora	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Aurora.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Botany_Bay_Permanent_Wild	Botany Bay	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-BotanyBay.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Captains_Chair_Permanent_Wild	Captain's Chair	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CaptainsChair.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Central_Control_Permanent_Wild	Central Control	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CentralControl.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_DEEP_SPACE_STATION_K-7_Permanent_Wild	DEEP SPACE STATION K-7	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-DEEPSPACESTATIONK7.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Engineering_Room_Permanent_Wild	Engineering Room	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-EngineeringRoom.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_ISS_ENTERPRISE_Permanent_Wild	I.S.S. ENTERPRISE	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-ISSENTERPRISE.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Klingon_Battle_Cruiser_Permanent_Wild	Klingon Battle Cruiser	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-KlingonBattleCruiser.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Magnetic_Storm_Permanent_Wild	Magnetic Storm	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MagneticStorm.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Orion_Smugglers_Permanent_Wild	Orion Smugglers	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-OrionSmugglers.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Planet_Killer_Permanent_Wild	Planet Killer	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-PlanetKiller.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Romulan_Neutral_Zone_Permanent_Wild	Romulan Neutral Zone	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-RomulanNeutralZone.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Science_Station_Permanent_Wild	Science Station	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-ScienceStation.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_SHUTTLECRAFT_COLUMBUS_Permanent_Wild	SHUTTLECRAFT COLUMBUS	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-SHUTTLECRAFTCOLUMBUS.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		S
Starfleet Maneuvers_Sick_Bay_Permanent_Wild	Sick Bay	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-SickBay.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Star_Charts_Permanent_Wild	Star Charts	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-StarCharts.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Tantalus_Field_Permanent_Wild	Tantalus Field	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TantalusField.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Tholian_Web_Permanent_Wild	Tholian Web	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TholianWeb.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Top_Security_Brig_Permanent_Wild	Top Security Brig	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TopSecurityBrig.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_USS_CONSTELLATION_Permanent_Wild	U.S.S. CONSTELLATION	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-USSCONSTELLATION.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_USS_LEXINGTON_Permanent_Wild	U.S.S. LEXINGTON	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-USSLEXINGTON.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Warning_Beacon_Permanent_Wild	Warning Beacon	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-WarningBeacon.jpg	default	Permanent Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		C
Starfleet Maneuvers_Amok_Time_Plot	Amok Time [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AmokTimeP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		R
Starfleet Maneuvers_Catspaw_Plot	Catspaw [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CatspawP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_Fridays_Child_Plot	Friday's Child [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-FridaysChildP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_I_Mudd_Plot	I, Mudd [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-IMuddP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_Metamorphosis_Plot	Metamorphosis [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MetamorphosisP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		R
Starfleet Maneuvers_Mirror_Mirror_Plot	Mirror, Mirror [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MirrorMirrorP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_The_Apple_Plot	The Apple [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheAppleP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		C
Starfleet Maneuvers_The_Changeling_Plot	The Changeling [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheChangelingP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_The_Deadly_Years_Plot	The Deadly Years [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheDeadlyYearsP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_The_Doomsday_Machine_Plot	The Doomsday Machine [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheDoomsdayMachineP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_The_Trouble_With_Tribbles_Plot	The Trouble With Tribbles [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TheTroubleWithTribblesP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		V
Starfleet Maneuvers_Who_Mourns_For_Adonais_Plot	Who Mourns For Adonais? [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-WhoMournsForAdonaisP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_Wolf_In_The_Fold_Plot	Wolf In The Fold [P]	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-WolfInTheFoldP.jpg	default	Episode Plot	Starfleet Maneuvers	Starfleet Maneuvers	playerNEpisode		U
Starfleet Maneuvers_Advanced_Aging_Wild	Advanced Aging	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AdvancedAging.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Android_Overload_Wild	Android Overload	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AndroidOverload.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Antigrav_Units_Wild	Antigrav Units	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-AntigravUnits.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Argelian_Empathic_Contact_Wild	Argelian Empathic Contact	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-ArgelianEmpathicContact.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Bows_and_Arrows_Wild	Bows and Arrows	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-BowsAndArrows.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Cavalry_Arrives_Wild	Cavalry Arrives	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CavalryArrives.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Clean_Slate_Wild	Clean Slate	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CleanSlate.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Code_2_Wild	Code 2	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Code2.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Competency_Hearing_Wild	Competency Hearing	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CompetencyHearing.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Cultural_Taboo_Wild	Cultural Taboo	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-CulturalTaboo.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Friendly_Welcome_Wild	Friendly Welcome	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-FriendlyWelcome.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Kal-if-fee_Wild	Kal-if-fee	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-KalIfFee.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Magnesite-Nitron_Tablet_Wild	Magnesite-Nitron Tablet	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MagnesiteNitronTablet.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Manual_Override_Wild	Manual Override	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-ManualOverride.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Masiform_D_Wild	Masiform D	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-MasiformD.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Neural_Paralyzer_Wild	Neural Paralyzer	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-NeuralParalyzer.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Plak-tow_Wild	Plak-tow	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-PlakTow.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Pon_farr_Wild	Pon farr	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-PonFarr.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Reeducation_Wild	Reeducation	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Reeducation.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		V
Starfleet Maneuvers_Suicide_Mission_Wild	Suicide Mission	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-SuicideMission.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Starfleet Maneuvers_Sympathetic_Magic_Wild	Sympathetic Magic	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-SympatheticMagic.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Transmuter_Wild	Transmuter	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-Transmuter.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		U
Starfleet Maneuvers_Transporter_Swap_Wild	Transporter Swap	star-trek-tcg/starfleet-maneuvers/StarTrekTcg-StarfleetManeuvers-TransporterSwap.jpg	default	Wild	Starfleet Maneuvers	Starfleet Maneuvers	playerNDeck		R
Promo_Arena_Wild	Arena	star-trek-tcg/promo/StarTrekTcg-Promo-Arena.jpg	default	Wild	Promo	Promo	playerNDeck		P
Promo_Cryogenic_Chambers_Permanent_Wild	Cryogenic Chambers	star-trek-tcg/promo/StarTrekTcg-Promo-CryogenicChambers.jpg	default	Permanent Wild	Promo	Promo	playerNDeck		P
Promo_Emergency_Distress_Call_Wild	Emergency Distress Call	star-trek-tcg/promo/StarTrekTcg-Promo-EmergencyDistressCall.jpg	default	Wild	Promo	Promo	playerNDeck		P
Promo_Ensign_Pavel_A_Chekov_Crew_Promo	Ensign Pavel A. Chekov*	star-trek-tcg/promo/StarTrekTcg-Promo-EnsignPavelAChekov.jpg	default	Crew	Promo	Promo	playerNDeck		P
Promo_Hes_Dead_Jim_Wild	He's Dead Jim	star-trek-tcg/promo/StarTrekTcg-Promo-HesDeadJim.jpg	default	Wild	Promo	Promo	playerNDeck		P
Promo_Living_In_The_Past_Wild	Living In The Past	star-trek-tcg/promo/StarTrekTcg-Promo-LivingInThePast.jpg	default	Wild	Promo	Promo	playerNDeck		P
Promo_Organians_Challenge	Organians	star-trek-tcg/promo/StarTrekTcg-Promo-Organians.jpg	default	Challenge	Promo	Promo	playerNChallenges	Enigma	P
Promo_Phaser_Mishap_Wild	Phaser Mishap	star-trek-tcg/promo/StarTrekTcg-Promo-PhaserMishap.jpg	default	Wild	Promo	Promo	playerNDeck		P
Promo_Shirtless_Kirk_Wild	Shirtless Kirk	star-trek-tcg/promo/StarTrekTcg-Promo-ShirtlessKirk.jpg	default	Wild	Promo	Promo	playerNDeck		P
Promo_Turbolift_Doors_Wild	Turbolift Doors	star-trek-tcg/promo/StarTrekTcg-Promo-TurboliftDoors.jpg	default	Wild	Promo	Promo	playerNDeck		P
Promo_Medikit_Effect	Medikit	star-trek-tcg/promo/StarTrekTcg-Promo-Medikit.jpg	default	Effect	Promo	Promo	playerNDeck		P
