databaseId	name	imageUrl	cardBack	type	set	legal	rarity	keywords	alignment	affiliation	cost	asset	attack	armor	structure	speed	mass	armament	text	loadGroupId
CESimoneDevon	Simone Devon (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SimoneDevonCE.jpg	default	Command	Commanders-Edition	4	Rare	Unique	Inner Sphere	St. Ives	2+3P+2T		3	4	2				{T}: Count the number of your Units and the number of opposing Units. If there are fewer opposing Units, you get +X initiative and each of your Units gets +X attack, where X is the difference. Use this ability only during battle.	playerNStockpile
CESingleCombat	Single Combat (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SingleCombatCE.jpg	default	Command	Commanders-Edition	2	Rare		Generic		3+5T			3	3				{T}: Choose one of your 'Mechs and one 'Mech an opponent controls. Tap these 'Mechs and engage them in battle. Treat this battle as if it occurred during a mission, but Mission cards may not be played. If that opponent controls no Clan or Kurita cards, he or she may avoid this battle by untapping your 'Mech. Use this ability only during the Missions phase but not during a mission.	playerNStockpile
CESmokeJaguarHighCommand	Smoke Jaguar High Command (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SmokeJaguarHighCommandCE.jpg	default	Command	Commanders-Edition	4	Fixed	Resource - Unique	Clan	Smoke Jaguar	1+2T			4	2				{T}: {R} {T}: Re roll one of your missile die rolls or add 1 to that roll. Use this ability immediately after rolling that missile die.	playerNStockpile
CESnakeSNK-1V	Snake (SNK-1V) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SnakeSNK1VCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Liao	2+2A+2M		3	1	5	Moderate	45	6 SRMs, AC/10	Jump (-1 attack: +1 initiative)	playerNStockpile
CESolarisGamesVeteran	Solaris Games Veteran (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SolarisGamesVeteranCE.jpg	default	Command	Commanders-Edition	4	Rare	Pilot	Inner Sphere	Inner Sphere	3+4T		+2						Pilot: +2 initiative, +2 attack Scrap any card from your hand to untap 'Mech piloted by Solaris Games Veteran. Use this ability only after a mission and only if that 'Mech blocked that mission.	playerNStockpile
CESpiderSDR-5V	Spider (SDR-5V) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SpiderSDR5VCE.jpg	default	Unit	Commanders-Edition	4	Uncommon	Mech	Inner Sphere	Inner Sphere	1+1A+1L		1	0	3	Fast	30	2 Med Lasers	Jump (-1 attack: +1 initiative) You may deploy Spider revealed to make an additional deployment this turn.	playerNStockpile
CESpiderSDR-7M	Spider Revised (SDR-7M) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SpiderRevisedSDR7MCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Inner Sphere	2+1L		2	0	3	Fast	30	2 Med Lasers	Jump (-1 attack: +1 initiative) You may deploy Spider revealed to make an additional deployment this turn.	playerNStockpile
CESt.IvesOperationsOfficer	St. Ives Operations Officer (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-StIvesOperationsOfficerCE.jpg	default	Command	Commanders-Edition	4	Uncommon		Inner Sphere	St. Ives	0+4P		1	4	2				{T}: Shuffle any number of cards from your Scrapheap into your Stockpile, then scrap that many cards from your Stockpile. Use this ability only during your Draw phase.	playerNStockpile
CESt.IvesSalvageCrew	St. Ives Salvage Crew (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-StIvesSalvageCrewCE.jpg	default	Command	Commanders-Edition	4	Rare		Inner Sphere	St. Ives	0+4P			4	2				Whenever any cards are scrapped from your Stockpile, put them into your hand instead, then choose that many cards in your hand and scrap them.	playerNStockpile
CEStagingGround	Staging Ground (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-StagingGroundCE.jpg	default	Command	Commanders-Edition	4	Uncommon	Resource	Inner Sphere	Rasalhague	1+2L			2	3				{T}: {R} {T}: Put three construction counters on one of your Command cards under construction. Show that card to all players. Use this ability only during your Deploy phase.	playerNStockpile
CEStalkerSTK-3F	Stalker (STK-3F) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-StalkerSTK3FCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Inner Sphere	6+1A+1M		2	3	7	Slow	85	2 Lg Lasers, 20 LRMs	Missile 1 Overheat 3: +4 attack	playerNStockpile
CESteal_Mech	Steal Mech (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-StealMechCE.jpg	default	Command	Commanders-Edition	4	Rare	Subterfuge	Inner Sphere	Inner Sphere	4+6P								Scrap this card when it is revealed. Choose any opponent and any 'Mech he or she controls. You and that opponent each hide a number of counters and then reveal them. Whoever reveals more counters gains control of the 'Mech; if you reveal the same number, the opponent retains control of it. If you revealed more counters, scrap twice that many cards from your Stockpile. If the opponent revealed more counters, scrap that many cards from his or her Stockpile.	playerNStockpile
CEStealthSTH-1D	Stealth (STH-1D) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-StealthSTH1DCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Davion Steiner	3+2A+2M		2	1	7	Fast	45	2 Med Lasers	Jump (-1 attack: +1 initiative)	playerNStockpile
CESteinerHighCommand	Steiner High Command (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SteinerHighCommandCE.jpg	default	Command	Commanders-Edition	4	Fixed	Unique	Inner Sphere	Steiner	3+5P			4	2				Whenever you deploy a Subterfuge card, you may show that card to all players to draw a card, and also may make an additional deployment this turn.	playerNStockpile
CEStrafingRun	Strafing Run (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-StrafingRunCE.jpg	default	Command	Commanders-Edition	4	Common		Generic		4+6P								Scrap this card when it is revealed. Choose any Unit or site and deal 3 structure damage to it.	playerNStockpile
CEStripMiningOperation	Strip Mining Operation (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-StripMiningOperationCE.jpg	default	Command	Commanders-Edition	4	Common	Resource	Generic		1+2L			2	5				{T}: {R} You may deploy this card revealed to make an additional deployment this turn.	playerNStockpile
CEStudiedMove	Studied Move (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-StudiedMoveCE.jpg	default	Mission	Commanders-Edition	4	Uncommon		Generic										Put any Mission card from your Scrapheap into your hand.	playerNStockpile
CESunZhangMechwarriorAcademy	Sun Zhang Mechwarrior Academy (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SunZhangMechwarriorAcademyCE.jpg	default	Command	Commanders-Edition	4	Uncommon	Resource	Inner Sphere	Kurita	2	T		5	2				{T}: {R} {T}: You get +1 initiative. Use this ability only during a mission. Tactics (Your base initiative is 1.)	playerNStockpile
CESunderSD1-OB	Sunder (SD1-OB) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SunderSD1OBCE.jpg	default	Unit	Commanders-Edition	4	Uncommon	Mech - Omni	Inner Sphere	Kurita	6+3A+3M+3T		3	3	10	Slow	90	4 Med Lasers, 30 LRMs	Missile 1 C3 (Each Unit with C3 in a group that includes at least one other Unit with C3 gets +2 attack.)	playerNStockpile
CESun-TzuLiao	Sun-Tzu Liao (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SunTzuLiaoCE.jpg	default	Command	Commanders-Edition	4	Rare	Unique	Inner Sphere	Liao	2+4P		2	5	1				{T}: Put any Subterfuge card from your Scrapheap into your hand. Use this ability only during your Deploy phase.	playerNStockpile
CESupernova	Supernova (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupernovaCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Clan	Clan	10+4A+4M+4T		7	3	9	Slow	90	6 Lg Lasers	Overheat 5: +3 attack Jump (-1 attack: +1 initiative) Long-Range 2 (If Supernova is blocked, it may deal up to 2 of its damage to the target.)	playerNStockpile
CESupportAssembly1	Support - Assembly (A) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportAssemblyACE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	A		4	3				{T}: {R} Assembly (Once during your Repair/Reload phase, you may pay {R} to repair 1 damage to one of your Units.)	playerNStockpile
CESupportAssembly2	Support - Assembly (B) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportAssemblyBCE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	A		4	3				{T}: {R} Assembly (Once during your Repair/Reload phase, you may pay {R} to repair 1 damage to one of your Units.)	playerNStockpile
CESupportAssembly3	Support - Assembly (C) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportAssemblyCCE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	A		4	3				{T}: {R} Assembly (Once during your Repair/Reload phase, you may pay {R} to repair 1 damage to one of your Units.)	playerNStockpile
CESupportLogistics1	Support - Logistics (A) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportLogisticsACE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	L		4	3				{T}: {R} Logistics (At the end of your turn, you may restock one card from your hand.)	playerNStockpile
CESupportLogistics2	Support - Logistics (B) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportLogisticsBCE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	L		4	3				{T}: {R} Logistics (At the end of your turn, you may restock one card from your hand.)	playerNStockpile
CESupportLogistics3	Support - Logistics (C) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportLogisticsCCE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	L		4	3				{T}: {R} Logistics (At the end of your turn, you may restock one card from your hand.)	playerNStockpile
CESupportMunitions1	Support - Munitions (A) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportMunitionsACE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	M		4	3				{T}: {R} Munitions (Your missile die rolls do 3 damage on a roll of 3.)	playerNStockpile
CESupportMunitions2	Support - Munitions (B) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportMunitionsBCE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	M		4	3				{T}: {R} Munitions (Your missile die rolls do 3 damage on a roll of 3.)	playerNStockpile
CESupportMunitions3	Support - Munitions (C) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportMunitionsCCE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	M		4	3				{T}: {R} Munitions (Your missile die rolls do 3 damage on a roll of 3.)	playerNStockpile
CESupportPolitics1	Support - Politics (A) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportPoliticsACE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	P		4	3				{T}: {R}	playerNStockpile
CESupportPolitics2	Support - Politics (B) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportPoliticsBCE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	P		4	3				{T}: {R}	playerNStockpile
CESupportPolitics3	Support - Politics (C) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportPoliticsCCE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	P		4	3				{T}: {R}	playerNStockpile
CESupportTactics1	Support - Tactics (A) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportTacticsACE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	T		4	3				{T}: {R} Tactics (Your base initiative is 1.)	playerNStockpile
CESupportTactics2	Support - Tactics (B) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportTacticsBCE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	T		4	3				{T}: {R} Tactics (Your base initiative is 1.)	playerNStockpile
CESupportTactics3	Support - Tactics (C) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-SupportTacticsCCE.jpg	default	Command	Commanders-Edition	4	Vital	Resource	Generic		0	T		4	3				{T}: {R} Tactics (Your base initiative is 1.)	playerNStockpile
CETacticalAdvantage	Tactical Advantage (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TacticalAdvantageCE.jpg	default	Mission	Commanders-Edition	4	Common		Generic										You get +3 initiative. Draw a card.	playerNStockpile
CETacticalNuke	Tactical Nuke (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TacticalNukeCE.jpg	default	Command	Commanders-Edition	4	Rare		Generic		2+6M+4P								Scrap this card when it is revealed. Deal damage to each opposing Stockpile equal to the number of construction counters above the cost of this card, then deal that much damage to your own Stockpile.	playerNStockpile
CETakingtheHit	Taking the Hit (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TakingTheHitCE.jpg	default	Mission	Commanders-Edition	4	Common		Generic										Choose two of your Units. Redirect all damage from the first Unit to the second.	playerNStockpile
CETargetingAce	Targeting Ace (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TargetingAceCE.jpg	default	Command	Commanders-Edition	1	Uncommon	Pilot	Generic		1+2T								You may add 1 to or subtract 1 from the missile die roll of any missile fired by 'Mech piloted by Targeting Ace. Use this ability immediately after rolling that missile die.	playerNStockpile
CETargetingComputerRetrofit	Targeting Computer Retrofit (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TargetingComputerRetrofitCE.jpg	default	Command	Commanders-Edition	4	Uncommon	Enhancement	Clan	Clan	1+3T		+1		-1				When you activate this card, put it on one of your Units. That Unit gets -1 structure and +1 attack. You may deploy this card revealed to make an additional deployment this turn. Draw a card when you activate this card.	playerNStockpile
CETeachingsoftheUnfinishedBook	Teachings of the Unfinished Book (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TeachingsOfTheUnfinishedBookCE.jpg	default	Command	Commanders-Edition	4	Rare		Inner Sphere	Davion	0								Scrap this card when it is revealed. You get +2 initiative until your next turn. You may make an additional deployment the turn that you activate this card. Draw a card when you activate this card.	playerNStockpile
CETempestRevisedTMP-3M	Tempest Revised (TMP-3M) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TempestRevisedTMP3MCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Marik	7		6	2	8	Slow	65	Gauss Rifle, Lg Laser	Alpha Strike: +1 attack Jump (-1 attack: +1 initiative) Long-Range 1 (If Tempest is blocked, it may deal 1 of its damage to the target.)	playerNStockpile
CETemporaryCease-Fire	Temporary Cease-Fire (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TemporaryCeaseFireCE.jpg	default	Mission	Commanders-Edition	4	Uncommon		Generic										Play only during battle. Roll a die: 1: Your Units deal no damage. Draw a card after the mission. 2-6: All Units deal no damage.	playerNStockpile
CETheRemembrance	The Remembrance (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TheRemembranceCE.jpg	default	Command	Commanders-Edition	4	Rare		Clan	Clan	1+3P+3T								When you activate this card, scrap all other copies of it you control. Once this card has been activated it is not a site and cannot be scrapped. Whenever any opposing Unit is scrapped, put a verse counter on this card. Remove any number of verse counters from this card to deal that much damage to opposing Units, distributed any way you choose. Use this ability only during a mission.	playerNStockpile
CEThinkTank	Think Tank (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-ThinkTankCE.jpg	default	Command	Commanders-Edition	4	Common	Resource	Generic		0			5	1				{T}: {R}. Scrap this card to choose any asset. You have that asset available for the rest of the game. Use this ability on your turn, or during a mission on any opponent's turn.	playerNStockpile
CEThomasMarik	Thomas Marik (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-ThomasMarikCE.jpg	default	Command	Commanders-Edition	4	Rare	Unique	Inner Sphere	Marik	4+6P	P	1	4	2				{T}: You get +1 initiative. Use this ability only during a mission. {T}: Draw a card. Use this ability only during your Draw phase.	playerNStockpile
CEThorBRevisedSummoner	Thor B Revised (Summoner) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-ThorBRevisedSummonerCE.jpg	default	Unit	Commanders-Edition	4	Rare	Mech - Omni	Clan	Jade Falcon	7+3M+3T		3	2	6	Moderate	70	40 LRMs, 8 SRMs	Missile 2 Jump (-1 attack: +1 initiative) Anti-Missile (Prevent 1 damage from each missile fired at a Unit in a group that includes Thor B.) NARC (Units in groups including any with NARC may subtract 1 from the die roll of each missile they fire.)	playerNStockpile
CEThorDSummoner	Thor D (Summoner) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-ThorDSummonerCE.jpg	default	Unit	Commanders-Edition	4	Uncommon	Mech - Omni	Clan	Jade Falcon	6+1A+2M+1T		6	2	6	Moderate	70	2 Lg Lasers, 2 Med Lasers	Jump (-1 attack: +1 initiative) Anti-Missile (Prevent 1 damage from each missile fired at a Unit in a group that includes Thor D.) Long-Range 2 (If Thor D is blocked, it may deal up to 2 of its damage to the target.)	playerNStockpile
CEThornTHE-N	Thorn (THE-N) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-ThornTHENCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Comstar	0+1A+2L		1	0	4	Moderate	20	2 Med Lasers, 5 LRMs	You may deploy Thorn revealed to make an additional deployment this turn.	playerNStockpile
CEThumperBattery	Thumper Battery (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-ThumperBatteryCE.jpg	default	Command	Commanders-Edition	4	Uncommon	Artillery	Generic		2+2L+2M			0	3				{T}: Choose any site and deal 2 damage to it. Use this ability only during your Missions phase, but not during a mission.	playerNStockpile
CEThunderTHR-1L	Thunder (THR-1L) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-ThunderTHR1LCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Liao	5+1A+1L+1M		3	2	9	Moderate	70	3 Med Lasers, AC/20	Alpha Strike: +2 attack	playerNStockpile
CETopple	Topple (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-ToppleCE.jpg	default	Mission	Commanders-Edition	4	Common		Inner Sphere	Inner Sphere									Play only during battle. Choose an opposing Unit. Roll a die: 1-4: That Unit receives 1 damage. Draw a card after the mission. 5-6: Prevent all damage dealt by that Unit.	playerNStockpile
CETrackingSystemFailure	Tracking System Failure (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TrackingSystemFailureCE.jpg	default	Command	Commanders-Edition	4	Uncommon	Enhancement	Generic		1+4P		-2						When you activate this card, put it on any opposing Unit. That Unit gets -2 attack, is now slow, and cannot block unless guarding.	playerNStockpile
CETrainingFacility	Training Facility (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TrainingFacilityCE.jpg	default	Command	Commanders-Edition	4	Uncommon		Generic		0+3T			5	3				Each of your Pilots gets +1 initiative and +1 attack.	playerNStockpile
CETrapped	Trapped! (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TrappedCE.jpg	default	Mission	Commanders-Edition	4	Rare		Generic										Play only when attacked. Choose any opposing Unit. Roll a die: 1-2: Return this card to your hand after the mission. 3-6: Put a pinned counter on that Unit. During any player's Missions phase, but not during a mission, that player may tap two Units he or she controls to remove this pinned counter. Units with any pinned counters on them do not untap during their controllers' Untap phase.	playerNStockpile
CETreachery	Treachery! (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TreacheryCE.jpg	default	Command	Commanders-Edition	4	Common	Subterfuge	Generic		1+6P								Scrap this card when it is revealed. Choose any opponent. During that opponent's next turn, each guarding or patrolling Unit attacks your Stockpile if able.	playerNStockpile
CETrebuchetTBT-5N	Trebuchet (TBT-5N) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TrebuchetTBT5NCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Inner Sphere	1+1A+1M		0	1	5	Moderate	50	3 Med Lasers, 20 LRMs	Missile 1 Overheat 2: +2 attack	playerNStockpile
CETrebuchetTBT-7M	Trebuchet (TBT-7M) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TrebuchetTBT7MCE.jpg	default	Unit	Commanders-Edition	4	Uncommon	Mech	Inner Sphere	Marik	4+1A+2T		2	1	5	Moderate	50	3 Med Lasers, 30 LRMs	Missile 1 Jump (-1 attack: +1 initiative) NARC (Units in groups including any with NARC may subtract 1 from the die roll of each missile they fire.)	playerNStockpile
CETurkinaA	Turkina A (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-TurkinaACE.jpg	default	Unit	Commanders-Edition	4	Uncommon	Mech - Omni	Clan	Jade Falcon	11+5A+5M		5	3	11	Slow	95	2 Gauss Rifles, 40 LRMs	Missile 3 Jump (-1 attack: +1 initiative) Long-Range 2 (If Turkina A is blocked, it may deal up to 2 of its damage to the target.)	playerNStockpile
CEUllerBKitFox	Uller B (Kit Fox) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-UllerBKitFoxCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech - Omni	Clan	Clan	2+1A+1M		3	0	4	Moderate	30	Med Laser, 6 SRMs, AC/10	Alpha Strike: +2 attack	playerNStockpile
CEUllerDKitFox	Uller D (Kit Fox) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-UllerDKitFoxCE.jpg	default	Unit	Commanders-Edition	4	Uncommon	Mech - Omni	Clan	Jade Falcon	2+1A		0	1	3	Moderate	30	35 LRMs	Missile 3	playerNStockpile
CEUllerPrimeKitFox	Uller Prime (Kit Fox) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-UllerPrimeKitFoxCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech - Omni	Clan	Clan	2+1A+1M		4	0	4	Moderate	30	Lg Laser, 4 SRMs, AC/5		playerNStockpile
CEUnderworldConnections	Underworld Connections (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-UnderworldConnectionsCE.jpg	default	Command	Commanders-Edition	4	Uncommon		Inner Sphere	Inner Sphere	0+2L		2	0	1				{T}: Choose any card in play or under construction. Replace one counter on that card with two counters of the same type. Use this ability only during your Deploy phase.	playerNStockpile
CEUnnamedSources	Unnamed Sources (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-UnnamedSourcesCE.jpg	default	Command	Commanders-Edition	4	Uncommon	Subterfuge	Generic		2+6P								Scrap this card when it is revealed. Count the number of cards in your hand. Draw that many cards, then choose that many cards in your hand and restock them in any order. You may make an additional deployment the turn that you activate this card.	playerNStockpile
CEUnopposed	Unopposed (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-UnopposedCE.jpg	default	Mission	Commanders-Edition	4	Common		Generic										Play only if one of your Units is attacking alone and isn't blocked. That Unit gets +X attack, where X is its base attack.	playerNStockpile
CEUrbanMechIIC	UrbanMech IIC (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-UrbanMechIICCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Clan	Clan	1+2A+2M		3	1	4	Slow	30	AC/10	Alpha Strike: +1 attack Jump (-1 attack: +1 initiative)	playerNStockpile
CEUrbanMechUM-R63	UrbanMech (UM-R63) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-UrbanMechUMR63CE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Liao	0+1A		2	1	4	Slow	30	AC/10	Jump (-1 attack: +1 initiative) UrbanMech cannot block unless guarding.	playerNStockpile
CEVenomRevisedSDR-9K	Venom Revised (SDR-9K) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-VenomRevisedSDR9KCE.jpg	default	Unit	Commanders-Edition	4	Uncommon	Mech	Inner Sphere	Kurita	2+2A+2T		2	0	3	Fast	35	4 Med Lasers	Overheat 1: +1 attack Jump (-1 attack: +1 initiative) You may move Venom to your Patrol region as soon as you activate it.	playerNStockpile
CEVeteranMechWarrior	Veteran MechWarrior (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-VeteranMechWarriorCE.jpg	default	Command	Commanders-Edition	4	Common	Pilot	Generic		1+2T								Pilot: +1 initiative Untap 'Mech piloted by Veteran 'MechWarrior at the end of each of your turns.	playerNStockpile
CEViciousKick	Vicious Kick (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-ViciousKickCE.jpg	default	Mission	Commanders-Edition	4	Common		Inner Sphere	Inner Sphere									Play only during battle. Choose one of your 'Mechs. Roll a die: 1-2: That 'Mech receives 1 damage. Return this card to your hand after the mission. 3-6: If that 'Mech is 60 tons or more, it gets +4 attack; otherwise, it gets +1 attack.	playerNStockpile
CEVictorVTR-9B	Victor (VTR-9B) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-VictorVTR9BCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Inner Sphere	4+3A		3	2	7	Slow	80	2 Med Lasers, 4 SRMs, AC/20	Alpha Strike: +2 attack Jump (-1 attack: +1 initiative)	playerNStockpile
CEVictorVTR-9K	Victor (VTR-9K) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-VictorVTR9KCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech	Inner Sphere	Davion Kurita	4+3A		4	2	7	Slow	80	Gauss Rifle, 4 SRMs	Jump (-1 attack: +1 initiative)	playerNStockpile
CEVindicatorRevisedVND-3L	Vindicator Revised (VND-3L) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-VindicatorRevisedVND3LCE.jpg	default	Unit	Commanders-Edition	4	Uncommon	Mech	Inner Sphere	Liao	2		3	1	6	Slow	45	PPC, Med Laser	Jump (-1 attack: +1 initiative) Long-Range 1 (If Vindicator is blocked, it may deal 1 of its damage to the target.)	playerNStockpile
CEVladoftheWards	Vlad of the Wards (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-VladOfTheWardsCE.jpg	default	Command	Commanders-Edition	4	Rare	Pilot - Unique	Clan	Wolf	2+5T								Pilot: +1 initiative 'Mech piloted by Vlad of the Wards may attack Units regardless of their speed.	playerNStockpile
CEVultureCMadDog	Vulture C (Mad Dog) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-VultureCMadDogCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech - Omni	Clan	Clan	4+1A+1T		4	1	7	Moderate	60	2 Gauss Rifles	Long-Range 1 (If Vulture C is blocked, it may deal 1 of its damage to the target.)	playerNStockpile
CEVulturePrimeMadDog	Vulture Prime (Mad Dog) (CE)	battletech-tactics-2/commanders-edition/BattletechTactics2-CommandersEdition-VulturePrimeMadDogCE.jpg	default	Unit	Commanders-Edition	4	Common	Mech - Omni	Clan	Clan	9		4	1	7	Moderate	60	2 Lg Lasers, 40 LRMs	Missile 3 Overheat 3: +2 attack	playerNStockpile
