databaseId	name	imageUrl	cardBack	type	category	set	officialSet	brigade	strength	toughness	class	identifier	rarity	reference	alignment	legality	text	loadGroupId
II__83_The-Victorious-Being-R	The Victorious Being	redemption/ii/Redemption-II-TheVictoriousBeing.jpg	default	Hero	Hero	II	Israel's Inheritance	Silver	2	3	Warrior	Involves music	Rare	Judges 5:23	Good	Rotation	You may draw 1 and exchange this card with a single-brigade judge or prophet from deck or discard pile.	playerNDeck
II__84_Discerning-Judgement	Discerning Judgment	redemption/ii/Redemption-II-DiscerningJudgment.jpg	default	Good Enhancement	Good Enhancement	II	Israel's Inheritance	Silver	4	1			Common	II Samuel 14:17	Good	Rotation	Discard an evil card. Regardless of protect abilities if used by an O.T. Hero.	playerNDeck
II__85_Captain_s-Sword	Captain's Sword [II]	redemption/ii/Redemption-II-CaptainsSwordII.jpg	default	Good Enhancement	Good Enhancement	II	Israel's Inheritance	Silver	3	3	Weapon		Common	Joshua 5:13	Good	Rotation	You may look at a hand. If used by Captain of the Host, paralyze an Evil Character this turn.	playerNDeck
II__86_Arba-Greatest-Anakim-R	Arba, Greatest Anakim	redemption/ii/Redemption-II-ArbaGreatestAnakim.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Black	12	12	Warrior	Canaanite Giant	Rare	Joshua 14:15	Evil	Rotation	You may give your evil Canaanite to opponent’s territory to negate good cards. If you do not, may band to a warrior with strength 10 or greater.	playerNDeck
II__87_Zebul-the-Fraud-R	Zebul, the Fraud	redemption/ii/Redemption-II-ZebulTheFraud.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Black	11	7	Warrior	Canaanite	Rare	Judges 9:30	Evil	Rotation	You may draw 2. You may give your evil Canaanite to opponent’s territory to convert a Hero to a good brigade this turn.	playerNDeck
II__88_The-Clashing-King	The Clashing King	redemption/ii/Redemption-II-TheClashingKing.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Black	10	8	Warrior	Canaanite King	Common	Numbers 21:1	Evil	Rotation	Negate an Artifact. If opponent controls a Canaanite, you may play an Enhancement with a capture ability.	playerNDeck
II__89_King-Abimelech	King Abimelech	redemption/ii/Redemption-II-KingAbimelech.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Black	9	7	Warrior	Canaanite King, Judge	Common	Judges 9:22	Evil	Rotation	You may give an evil Canaanite from Reserve to opponent’s territory to discard an Artifact or Fortress. May band to your Canaanite.	playerNDeck
II__90_Adoni-Bezek-Thumbless	Adoni-bezek, Thumbless	redemption/ii/Redemption-II-AdoniBezekThumbless.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Black	8	7	Warrior	Canaanite King	Common	Judges 1:6	Evil	Rotation	You may give this card to opponent’s territory to add an evil Canaanite from deck or Reserve to battle. Cannot be prevented.	playerNDeck
II__91_Jabin-the-Assembler	Jabin, the Assembler	redemption/ii/Redemption-II-JabinTheAssembler.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Black	7	6	Warrior	Canaanite King	Common	Joshua 11:1	Evil	Rotation	May band to a Canaanite from Reserve, or you may give another evil Canaanite to opponent’s territory to discard all cards in battle.	playerNDeck
II__92_The-Five-Kings	The Five Kings	redemption/ii/Redemption-II-TheFiveKings.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Black	5	5	Warrior	Canaanite King	Common	Joshua 10:5	Evil	Rotation	You may give your evil Canaanite to opponent's territory to restrict players from playing Enhancements with strength 5 or less. You may draw 1.	playerNDeck
II__93_The-Woman-of-Thebez	The Woman of Thebez [II]	redemption/ii/Redemption-II-TheWomanOfThebezII.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Black	5	3		Canaanite	Common	Judges 9:53	Evil	Rotation	You may give your evil Canaanite to opponent’s territory to protect Lost Souls from rescue. You may take an O.T. black card from Reserve.	playerNDeck
II__94_Concealed-Canaanites	Concealed Canaanites	redemption/ii/Redemption-II-ConcealedCanaanites.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Black	3	6	Warrior	Canaanite, Generic, Thief	Common	Judges 9:25	Evil	Rotation	If opponent controls an evil Canaanite you own, take a card in their territory. May band to your Canaanite, or you may play a Canaanite from deck.	playerNDeck
II__95_The-Crafty-Gibeonites	The Crafty Gibeonites	redemption/ii/Redemption-II-TheCraftyGibeonites.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Black	0	4		Canaanite	Common	Joshua 9:6	Evil	Rotation	You may look at a hand. You may exchange this card with a human Canaanite from deck or Reserve.	playerNDeck
II__96_Struck-and-Scattered-R	Struck & Scattered	redemption/ii/Redemption-II-StruckScattered.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Black	6	0			Rare	Numbers 14:45	Evil	Rotation	Underdeck all Heroes in battle. If opponent controls an evil Canaanite, underdeck all Heroes in their territory. Regardless of protect abilities.	playerNDeck
II__97_Inhabiting-the-Land	Inhabiting the Land	redemption/ii/Redemption-II-InhabitingTheLand.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Black	4	2			Common	Judges 1:32	Evil	Rotation	Interrupt the battle. You may give your evil Canaanite to opponent’s territory to discard a good card. Capture a Hero in battle.	playerNDeck
II__98_Iron-Chariots	Iron Chariots	redemption/ii/Redemption-II-IronChariots.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Black	2	2	Weapon	[X = # of Canaanites you own in opponent’s territory]	Common	Judges 1:19	Evil	Rotation	Negate a good card. You may draw X (limit 3).	playerNDeck
II__99_Not-Among-You	Not Among You	redemption/ii/Redemption-II-NotAmongYou.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Black	1	5			Common	Joshua 16:10	Evil	Rotation	Negate other Enhancements (or good Enhancements if opponent controls an evil Canaanite). Cannot be negated.	playerNDeck
II__100_Scraps-under-the-Table	Scraps Under the Table	redemption/ii/Redemption-II-ScrapsUnderTheTable.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Black	0	6			Common	Judges 1:7	Evil	Rotation	You may underdeck an Artifact. Capture a Hero (or up to 3 Heroes if opponent controls an evil Canaanite).	playerNDeck
II__101_What-Will-You-Do	What Will You Do?	redemption/ii/Redemption-II-WhatWillYouDo.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Black	0	4		[X = # of Canaanites bounced by this card]	Common	Joshua 7:9	Evil	Rotation	Bounce any number of Canaanites. Capture up to X Heroes. Cannot be prevented.	playerNDeck
II__102_The-Begrudging-King	The Begrudging King	redemption/ii/Redemption-II-TheBegrudgingKing.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Crimson	9	11	Warrior	[X = # cards in opponent’s banish pile] Edomite King	Common	Judges 11:17	Evil	Rotation	You may draw 1 or protect this card from Heroes with strength X or less. You may play an Edomite from deck. Cannot be prevented.	playerNDeck
II__103_Doeg-the-Slaughterer-R	Doeg, the Slaughterer	redemption/ii/Redemption-II-DoegTheSlaughterer.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Crimson	9	6	Warrior	Edomite	Rare	I Samuel 21:7	Evil	Rotation	You may draw 1. If you do not, you may banish a card from a Reserve to discard a Hero in a territory (or a priest). May band to an Edomite.	playerNDeck
II__104_Husham-the-Temanite	Husham, the Temanite	redemption/ii/Redemption-II-HushamTheTemanite.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Crimson	8	8	Warrior	Edomite King	Common	I Chronicles 1:45	Evil	Rotation	You may banish 2 cards from opponent’s discard pile to discard all cards in battle. Cannot be prevented.	playerNDeck
II__105_Hadad-Ruler-of-Avith-R	Hadad, Ruler of Avith	redemption/ii/Redemption-II-HadadRulerOfAvith.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Crimson	7	10	Warrior	Edomite King	Rare	I Chronicles 1:46	Evil	Rotation	You may draw 2 or banish an Artifact. You may banish a card from hand to negate Heroes and Enhancements.	playerNDeck
II__106_The-Inhabitants-of-Seir	The Inhabitants of Seir	redemption/ii/Redemption-II-TheInhabitantsOfSeir.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Crimson	6	10	Territory	[Unity: Evil humans (Edomite)] Edomite	Common	Deuteronomy 2:4	Evil	Rotation	If a player uses a good search ability, they must banish a card from hand or territory. If blocking, you may play an evil O.T. Fortress from deck.	playerNDeck
II__107_David_s-Servants	David's Servants [II]	redemption/ii/Redemption-II-DavidsServantsII.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Crimson	5	4		Edomite, Generic	Common	II Samuel 8:14	Evil	Rotation	You may banish a good card from a discard pile or a Reserve. You may exchange this card with a different Edomite from deck or Reserve.	playerNDeck
II__108_Enemies-to-the-South	Enemies to the South	redemption/ii/Redemption-II-EnemiesToTheSouth.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Crimson	1	3	Warrior	[X = # of cards in opponent’s banish pile] Edomite, Generic	Common	I Samuel 14:47	Evil	Rotation	Protect evil Edomites from the next good Enhancement played in battle. You may draw X (limit 3).	playerNDeck
II__109_The-Terrified-Chiefs	The Terrified Chiefs	redemption/ii/Redemption-II-TheTerrifiedChiefs.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Crimson	1	1	Warrior	[X = # of cards in opponent’s banish pile] Edomite	Common	Exodus 15:15	Evil	Rotation	You may draw 1 or increase this card X/X this turn. Negate other cards in battle. Cannot be prevented.	playerNDeck
II__110_March-from-Edom	March from Edom	redemption/ii/Redemption-II-MarchFromEdom.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Crimson	5	1			Common	Numbers 20:20	Evil	Rotation	Negate and banish a good Enhancement. Edomite may band to up to 3 Evil Characters.	playerNDeck
II__111_Pleading-with-Edom	Pleading with Edom	redemption/ii/Redemption-II-PleadingWithEdom.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Crimson	3	3			Common	Numbers 20:14	Evil	Rotation	If used by an Edomite, negate and banish a good Enhancement. Underdeck all Heroes in battle.	playerNDeck
II__112_Threatening-Sword	Threatening Sword	redemption/ii/Redemption-II-ThreateningSword.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Crimson	3	2	Weapon		Common	Numbers 20:18	Evil	Rotation	Negate a good card. You may draw 1 or banish a card from a Reserve.	playerNDeck
II__113_Refused-to-Listen	Refused to Listen	redemption/ii/Redemption-II-RefusedToListen.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Crimson	1	4			Common	Judges 11:17	Evil	Rotation	Interrupt the battle. You may withdraw all Heroes. If used by an Edomite, you may draw 2.	playerNDeck
II__114_Access-Denied	Access Denied	redemption/ii/Redemption-II-AccessDenied.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Crimson	0	6			Common	Numbers 20:21	Evil	Rotation	Banish opponent’s discard pile. If 6 or more cards were banished, restrict players from playing Enhancements (except on an Edomite).	playerNDeck
II__115_You-Shall-Not-Pass	You Shall Not Pass!	redemption/ii/Redemption-II-YouShallNotPass.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Crimson	0	5			Common	Numbers 20:20	Evil	Rotation	You may banish a card (except a Dominant) from a deck. If used by an Edomite, banish a Hero.	playerNDeck
II__116_Avoiding-Edom-R	Avoiding Edom	redemption/ii/Redemption-II-AvoidingEdom.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Crimson	X	X		[X = # of cards in opponent’s banish pile]	Rare	Judges 11:18	Evil	Rotation	You may banish up to 2 good cards. If used by an Edomite, you may draw X (limit 6). Cannot be prevented.	playerNDeck
II__117_The-Sons-of-Ariel-R	The Sons of Ariel	redemption/ii/Redemption-II-TheSonsOfAriel.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Gray	11	9	Warrior	Moabite	Rare	II Samuel 23:20	Evil	Rotation	If you control another Moabite, you may topdeck up to 2 O.T. Lost Souls. May band to a Moabite warrior. Regardless of protect abilities.	playerNDeck
II__118_The-Protecting-King	The Protecting King	redemption/ii/Redemption-II-TheProtectingKing.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Gray	8	5		Moabite King	Common	I Samuel 22:3	Evil	Rotation	You may draw 2. You may reserve your Hero to protect this card from O.T. Heroes and O.T. Lost Souls from rescue. Cannot be prevented.	playerNDeck
II__119_Enemies-to-the-East	Enemies to the East	redemption/ii/Redemption-II-EnemiesToTheEast.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Gray	7	4	Warrior	Generic, Moabite	Common	I Samuel 14:47	Evil	Rotation	You may negate and discard an Artifact. While 2 or more Heroes are in battle, protect O.T. Lost Souls from rescue.	playerNDeck
II__120_The-Unconsenting-King	The Unconsenting King	redemption/ii/Redemption-II-TheUnconsentingKing.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Gray	5	6	Warrior	Moabite King	Common	Judges 11:17	Evil	Rotation	You may draw 1. Opponent may shuffle 2 good cards from hand. If they do not, protect O.T. Lost Souls from rescue. Cannot be prevented.	playerNDeck
II__121_Valiant-Moabites	Valiant Moabites	redemption/ii/Redemption-II-ValiantMoabites.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Gray	3	7	Warrior	Generic, Moabite	Common	Judges 3:29	Evil	Rotation	May band to a Moabite, or you may negate good protect abilities. If discarded, you may shuffle up to 2 O.T. Lost Souls.	playerNDeck
II__122_Eglons-Army-R	Eglon's Army	redemption/ii/Redemption-II-EglonsArmy.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Gray	3	2	Warrior	Generic, Moabite	Rare	Judges 3:29	Evil	Rotation	You may draw 1. If opponent has more than 10 cards in hand and another Moabite is in play, protect O.T. Lost Souls from rescue.	playerNDeck
II__123_The-Subdued-Moabites	The Subdued Moabites	redemption/ii/Redemption-II-TheSubduedMoabites.jpg	default	Evil Character	Evil Character	II	Israel's Inheritance	Gray	0	10	Territory	Moabite	Common	II Samuel 8:11	Evil	Rotation	If your Moabite is defeated by an opponent, you may add this card to battle. If blocking, you may draw 2 or take an O.T. gray card from Reserve.	playerNDeck
II__124_No-Assembly	No Assembly	redemption/ii/Redemption-II-NoAssembly.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Gray	5	1			Common	Deuteronomy 23:3	Evil	Rotation	If used by a Moabite, discard 2 random cards from opponent’s hand. Bounce all Heroes in battle.	playerNDeck
II__125_Slaves-to-Eglon	Slaves to Eglon	redemption/ii/Redemption-II-SlavesToEglon.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Gray	3	3			Common	Judges 3:14	Evil	Rotation	Capture all Heroes in battle to a player. Cannot be negated if used by a Moabite and more than one Hero is in battle.	playerNDeck
II__126_Struggle-Against-Saul	Struggle Against Saul	redemption/ii/Redemption-II-StruggleAgainstSaul.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Gray	2	4			Common	I Samuel 14:47	Evil	Rotation	Opponent may discard 3 of their Heroes. If they do not, you may shuffle up to 3 O.T Lost Souls and draw 3. Cannot be prevented.	playerNDeck
II__127_Refusal-of-Entry	Refusal of Entry	redemption/ii/Redemption-II-RefusalOfEntry.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Gray	1	5			Common	Judges 11:17	Evil	Rotation	Opponent must underdeck a good card from hand. Moabite may band to up to 3 Evil Characters.	playerNDeck
II__128_Not-Your-Possession-R	Not Your Possession	redemption/ii/Redemption-II-NotYourPossession.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Gray	0	6			Rare	Deuteronomy 2:9	Evil	Rotation	Negate a good Enhancement. If used by a Moabite, place in territory for 2 turns: Restrict opponents from attacking.	playerNDeck
II__129_Great-Dread	Great Dread	redemption/ii/Redemption-II-GreatDread.jpg	default	Evil Enhancement	Evil Enhancement	II	Israel's Inheritance	Gray	0	3			Common	Numbers 22:3	Evil	Rotation	Negate a good card. If used by a Moabite, protect O.T. Lost Souls from rescue.	playerNDeck
Pmo-P3__Guardian-of-Your-Souls-1st	Guardian of Your Souls [2024 - 1st Place]	redemption/pmo-p3/Redemption-PmoP3-GuardianOfYourSouls20241stPlace.jpg	default	Dominant	Dominant	Pmo-P3	Promo						National	I Peter 2:25	Good	Rotation	Place in territory: Protect Lost Souls from evil cards and Heroes from convert abilities. If an ability targets this card, you may topdeck it instead.	playerNDeck
Pmo-P3__The-Gates-of-Hell-2nd	The Gates of Hell [2024 - 2nd Place]	redemption/pmo-p3/Redemption-PmoP3-TheGatesOfHell20242ndPlace.jpg	default	Fortress	Fortress	Pmo-P3	Promo						National	Matthew 16:18	Evil	Rotation	At any time, you may discard the bottom card of deck. If it is a demon, play it instead. During battle, you may discard this card to add your demon to battle.	playerNDeck
Pmo-P3__Lost-Soul-Prosperity-3rd	Lost Soul "Prosperity" [Deuteronomy 30:15] [2024 - 3rd Place]	redemption/pmo-p3/Redemption-PmoP3-LostSoulProsperityDeuteronomy301520243rdPlace.jpg	default	Lost Soul	Lost Soul	Pmo-P3	Promo					["Prosperity"]	National	Deuteronomy 30:15	Neutral	Rotation	If drawn, you may discard a card from hand to draw 2.	playerNDeck
Pmo-P3__Two-Bears-Worker	Two Bears [2024 - Worker]	redemption/pmo-p3/Redemption-PmoP3-TwoBears2024Worker.jpg	default	Good Enhancement	Good Enhancement	Pmo-P3	Promo	Green	4	2			National	II Kings 2:24	Good	Rotation	If used by a prophet, interrupt the battle and shuffle a card of each evil brigade in play.	playerNDeck
Pmo-P3__LostSoulsToken	Lost Soul Token OT [2024 - Nationals]	redemption/pmo-p3/Redemption-PmoP3-LostSoulTokenOT2024Nationals.jpg	default	Lost Soul Token	Token	Pmo-P3	Promo					Token, O.T.	Token		Neutral	Rotation		playerNTokens
Pmo-P3__Queen-Tahpenes	Queen Tahpenes [2024 - Seasonal]	redemption/pmo-p3/Redemption-PmoP3-QueenTahpenes2024Seasonal.jpg	default	Evil Character	Evil Character	Pmo-P3	Promo	Pale Green	2	5		[X = # of brigades revealed] Egyptian, Royalty	Seasonal	I Kings 11:19	Evil	Rotation	Negate a card or draw 1. If blocking, reveal an opponent's hand or discard pile: You may discard the top X cards of their deck. Cannot be negated.	playerNDeck
Pmo-P3__The-Darkness-Seasonal	The Darkness [2025 - Seasonal]	redemption/pmo-p3/Redemption-PmoP3-TheDarkness2025Seasonal.jpg	default	Fortress	Fortress	Pmo-P3	Promo					Holds an Evil Character face down	Seasonal	John 3:19	Evil	Rotation	If a player attacks, you may reveal the character held here: Defending player may add that character to battle. Cannot be negated.	playerNDeck
Pmo-P3__Lost-Soul-Hopper-NT-Seasonal	Lost Soul "Hopper" [Matthew 18:12] [2025 - Seasonal]	redemption/pmo-p3/Redemption-PmoP3-LostSoulHopperMatthew18122025Seasonal.jpg	default	Lost Soul	Lost Soul	Pmo-P3	Promo					["Hopper"] Does not count as a Lost Soul for deck building rules	Seasonal	Matthew 18:12	Neutral	Rotation	If drawn, give this card to an opponent's territory.	playerNDeck
Pmo-P3__Samson-Son-of-Manoah-State	Samson, Son of Manoah [2025 - State]	redemption/pmo-p3/Redemption-PmoP3-SamsonSonOfManoah2025State.jpg	default	Hero	Hero	Pmo-P3	Promo	Gold	12	8	Warrior	Judge, X = # of cards in hand	State	Judges 14:5	Good	Rotation	You may discard an animal to prevent Enhancements. If alone, paralyze all Evil Characters with strength X or greater this turn. Cannot be negated.	playerNDeck
Pmo-P3__Prince-of-the-Air-Regional	Prince of the Air [2025 - Regional]	redemption/pmo-p3/Redemption-PmoP3-PrinceOfTheAir2025Regional.jpg	default	Evil Character	Evil Character	Pmo-P3	Promo	Orange	10	11	Warrior	X = # of opponent's good brigades	Regional	Ephesians 2:2	Evil	Rotation	You may play an evil N.T. Fortress from deck or draw 2. You may underdeck up to X cards and/or Lost Souls. Cannot be prevented.	playerNDeck
Pmo-P3__David-the-Unifier	David the Unifier [2025 - Seasonal]	redemption/pmo-p3/Redemption-PmoP3-DavidTheUnifier2025Seasonal.jpg	default	Hero	Hero	Pmo-P3	Promo	Purple	10	12	Warrior	King of Israel and Judah, Musician, Prophet	Seasonal	II Samuel 23:1	Good	Rotation	If equipped, you may take a good O.T. human warrior from deck. May band to a II Samuel warrior. Cannot be negated.	playerNDeck
Pmo-P3__Murderous-Command-3rd-place	Murderous Command [2025 - 3rd Place]	redemption/pmo-p3/Redemption-PmoP3-MurderousCommand20253rdPlace.jpg	default	Dominant	Dominant	Pmo-P3	Promo						National	Exodus 1:22	Evil	Rotation	You may take an evil Egyptian from deck or Reserve. Discard a Hero in a territory to add an evil Egyptian to battle.	playerNDeck
Pmo-P3__Twenty-Shekels-2nd-place	Twenty Shekels [2025 - 2nd Place]	redemption/pmo-p3/Redemption-PmoP3-TwentyShekels20252ndPlace.jpg	default	Artifact	Artifact	Pmo-P3	Promo						National	Genesis 37:28	Neutral	Rotation	You may bounce an O.T. human in a territory. You may reveal opponent’s hand: Play a character.	playerNDeck
Pmo-P3__Redemption-National-Participation	Redemption [2025 - National]	redemption/pmo-p3/Redemption-PmoP3-Redemption2025National.jpg	default	Dominant	Dominant	Pmo-P3	Promo					X = # of Heroes resurrected by this card	National	Colossians 1:13-14	Good	Rotation	Resurrect any number of Heroes. You may draw X (limit 3). Convert an evil human in a territory and/or banish an evil non-human in a territory.	playerNDeck
Pmo-P3__Benaiah-Lion-Slayer-1st-place	Benaiah, Lion Slayer [2025 - 1st Place]	redemption/pmo-p3/Redemption-PmoP3-BenaiahLionSlayer20251stPlace.jpg	default	Hero	Hero	Pmo-P3	Promo	Purple	10	12	Warrior		Rare	II Samuel 23:20	Good	Rotation	While alone, negate Enhancements (except good weapons) and other characters. Cannot be negated if equipped.	playerNDeck
Pmo-P3__Lost-Soul-Crowds-Worker	Lost Soul "Crowds" [Luke 5:15] [2025 - Worker]	redemption/pmo-p3/Redemption-PmoP3-LostSoulCrowdsLuke5152025Worker.jpg	default	Lost Soul	Lost Soul	Pmo-P3	Promo					["Crowds"]	National	Luke 5:15	Neutral	Rotation	While you have drawn 4 or fewer cards this turn, protect your hand and deck from opponents' cards.	playerNDeck
T2C__001-The-Ancient-of-Days-UR	The Ancient of Days	redemption/t2c/Redemption-T2C-TheAncientOfDays.jpg	default	Dominant	Dominant	T2C	Times to Come						Ultra-Rare	Daniel 7:9	Good	Rotation	Reveal the top 3 cards of deck: Take up to 3 Daniel cards. Underdeck the rest. If you take at least 1, repeat up to 2 times.	playerNDeck
T2C__002-Bound-in-Battle-R	Bound in Battle	redemption/t2c/Redemption-T2C-BoundInBattle.jpg	default	Dominant	Dominant	T2C	Times to Come						Rare	Daniel 10:13	Good	Rotation	O.T. angel may band to an O.T. angel. If your Daniel angel is opposed, negate evil cards in battle.	playerNDeck
T2C__003-Isaiahs-Call-R	Isaiah's Call [T2C]	redemption/t2c/Redemption-T2C-IsaiahsCallT2C.jpg	default	Dominant	Dominant	T2C	Times to Come						Rare	Isaiah 6:8	Good	Rotation	Play an Isaiah Hero from deck or Reserve. Place in territory: While your Isaiah Hero is in battle, negate Evil Characters and Lost Souls.	playerNDeck
T2C__004-Perplexing-Vision-R	Perplexing Vision	redemption/t2c/Redemption-T2C-PerplexingVision.jpg	default	Dominant	Dominant	T2C	Times to Come						Rare	Daniel 5:15	Evil	Rotation	You may take an evil Daniel card from deck. You may add an evil Daniel human or a magician to battle.	playerNDeck
T2C__005-Forces-Arise-R	Forces Arise	redemption/t2c/Redemption-T2C-ForcesArise.jpg	default	Dominant	Dominant	T2C	Times to Come						Rare	Daniel 11:31	Evil	Rotation	You may activate an O.T. idol from deck or Reserve. If you control an evil Greek, each player must draw 1 and you may underdeck this card.	playerNDeck
T2C__006-Abomination-of-Desolation-R	Abomination of Desolation [T2C]	redemption/t2c/Redemption-T2C-AbominationOfDesolationT2C.jpg	default	Artifact	Artifact	T2C	Times to Come					Idol	Rare	Daniel 11:31	Neutral	Rotation	You may reserve this card to discard a Hero. While you control an evil Greek, if an opponent draws because of an ability, discard a card in their territory.	playerNDeck
T2C__007-The-Book-of-Knowledge-R	The Book of Knowledge	redemption/t2c/Redemption-T2C-TheBookOfKnowledge.jpg	default	Artifact	Artifact	T2C	Times to Come					[Unity: Heroes (Share a book)]	Rare	Daniel 12:4	Neutral	Rotation	Reveal opponent’s hand: If 2 or more evil brigades are revealed, you may draw 1. Protect Daniel Heroes from opponent’s Dominants.	playerNDeck
T2C__008-Darius-Decree-R	Darius' Decree [T2C]	redemption/t2c/Redemption-T2C-DariusDecreeT2C.jpg	default	Artifact	Artifact	T2C	Times to Come					-	Rare	Daniel 6:9	Neutral	Rotation	Negate characters (except Persians if a Persian king is in play). You may discard this card to discard all characters from a Reserve.	playerNDeck
T2C__009-Idol-of-Nebuchadnezzar-R	Idol of Nebuchadnezzar	redemption/t2c/Redemption-T2C-IdolOfNebuchadnezzar.jpg	default	Artifact	Artifact	T2C	Times to Come					Idol	Rare	Daniel 3:1	Neutral	Rotation	You may take an evil Babylonian from deck. If opponent plays a good card with “negated” in the special ability, you may capture a human Hero.	playerNDeck
T2C__010-Covenant-of-Time	Covenant of Time	redemption/t2c/Redemption-T2C-CovenantOfTime.jpg	default	Covenant	Covenant	T2C	Times to Come	Green	5	2			Common	Jeremiah 33:25	Good	Rotation	GE: Take a good card from Reserve. Convert this card to an Artifact. / A: During battle, you may bounce an O.T. green Enhancement. Limit once.	playerNDeck
T2C__011-Gods-Judgment	God's Judgment	redemption/t2c/Redemption-T2C-GodsJudgment.jpg	default	Covenant	Covenant	T2C	Times to Come	Silver	2	5			Common	Isaiah 24:5	Good	Rotation	GE: Banish an evil card. / A: You may shuffle your evil card to play an Isaiah Hero from deck.	playerNDeck
T2C__012-Seventy-Weeks	Seventy Weeks	redemption/t2c/Redemption-T2C-SeventyWeeks.jpg	default	Covenant	Covenant	T2C	Times to Come	White	7	0			Common	Daniel 9:24	Good	Rotation	GE: Underdeck an evil card. If used by a Daniel Hero, repeat up to 3 times. / A: While 3 or more Daniel Heroes are in battle, prevent Evil Characters.	playerNDeck
T2C__013-Return-to-Curse	Return to Curse	redemption/t2c/Redemption-T2C-ReturnToCurse.jpg	default	Curse	Curse	T2C	Times to Come	Black	3	3			Common	Daniel 11:30	Evil	Rotation	EE: Discard a card. / A: You may exchange this card with an O.T. idol from deck.	playerNDeck
T2C__014-Leave-Your-Name	Leave Your Name	redemption/t2c/Redemption-T2C-LeaveYourName.jpg	default	Curse	Curse	T2C	Times to Come	Brown	1	5			Common	Isaiah 65:15	Evil	Rotation	EE: Reserve a card. / A: O.T. brown humans cannot be prevented.	playerNDeck
T2C__015-Self-Made	Self-Made	redemption/t2c/Redemption-T2C-SelfMade.jpg	default	Curse	Curse	T2C	Times to Come	Crimson	0	3			Common	Daniel 4:33	Evil	Rotation	EE: Negate a card. You may capture your character to topdeck this card. / A: You may reserve a captured character to draw 2.	playerNDeck
T2C__016-Babylon-R	Babylon [T2C]	redemption/t2c/Redemption-T2C-BabylonT2C.jpg	default	Fortress	Fortress	T2C	Times to Come					[Unity: Evil Characters (Babylonian)]	Rare	Daniel 4:30	Evil	Rotation	Each upkeep, if an idol is active, opponent must discard a card from hand or capture their human. Evil capture abilities cannot be prevented.	playerNDeck
T2C__017-Kingdom-of-the-Divine-R	Kingdom of the Divine	redemption/t2c/Redemption-T2C-KingdomOfTheDivine.jpg	default	Fortress	Fortress	T2C	Times to Come						Rare	Daniel 2:44	Good	Rotation	While a Daniel Lost Soul is in play, negate Lost Souls (except Daniel Lost Souls). Each upkeep, you may create a Lost Soul token in a territory.	playerNDeck
