databaseId	name	subtitle	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	faction	rarity	cost	threshold	attack	defense	health	artist	flavour	text
hex-carve-the-stone-4	Carve the Stone		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-CarveTheStone-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-CarveTheStone-3.jpg	default	Basic Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	1	Ruby				Peng Yin Fan	In the rare moments when their peaks aren't covered in snow, the Hyperborean Mountains sparkle with runic writings.	Create a random basic action that you meet the threshold requirements to play and put it into your hand. It gets "Deal 5 damage to target champion or troop."
hex-weave-the-mystery-2	Weave the Mystery		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-WeaveTheMystery.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-WeaveTheMystery.jpg	default	Quick Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	1	Sapphire				Xavier Ribeiro		Create a random quick action that you meet the threshold requirements to play with cost (3) or less and put it into your hand. It gets "Interrupt all opposing cards." Quick actions in your hand get "Interrupt target non-troop."
hex-weave-the-mystery-3	Weave the Mystery		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-WeaveTheMystery-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-WeaveTheMystery-2.jpg	default	Quick Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	1	Sapphire				Xavier Ribeiro		Create a random quick action that you meet the threshold requirements to play with cost (3) or less and put it into your hand. It gets "Interrupt all opposing cards."
hex-weave-the-mystery-4	Weave the Mystery		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-WeaveTheMystery-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-WeaveTheMystery-3.jpg	default	Quick Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	1	Sapphire				Xavier Ribeiro		Create a random quick action that you meet the threshold requirements to play and put it into your hand. It gets "Interrupt all opposing cards." Quick actions in your hand get "Interrupt target non-troop."
hex-bishop-of-silent-souls-human-warlock-2	Bishop of Silent Souls	Human Warlock	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BishopOfSilentSouls.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BishopOfSilentSouls.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck	Aria	Legendary	5	Diamond 2	4	6		Max Birdfall	A signpost on the twisted path.	Steadfast Exhaust → Void all troops. Exhaust → Void all constants. Exhaust → Void all artifacts.
hex-bishop-of-silent-souls-human-warlock-3	Bishop of Silent Souls	Human Warlock	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BishopOfSilentSouls-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BishopOfSilentSouls-2.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck	Aria	Legendary	5	Diamond 2	4	6		Max Birdfall	A signpost on the twisted path.	Steadfast Exhaust → Void all troops. Exhaust → Void all constants.
hex-bishop-of-silent-souls-human-warlock-4	Bishop of Silent Souls	Human Warlock	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BishopOfSilentSouls-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BishopOfSilentSouls-3.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck	Aria	Legendary	5	Diamond 2	4	6		Max Birdfall	A signpost on the twisted path.	Steadfast Exhaust → Void all troops. Exhaust → Void all artifacts.
hex-pathfind-2	Pathfind		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-Pathfind.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-Pathfind.jpg	default	Basic Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	2	Wild				Velvet Engine	Though forbidding and mysterious to outsiders, each tree is as clear as a signpost to the elves of the Feralroot.	The next three troops in your deck get "Deploy - Draw a card." Move each troop in your deck up three spaces. The next three resources in your deck get "Gain a charge."
hex-pathfind-3	Pathfind		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-Pathfind-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-Pathfind-2.jpg	default	Basic Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	2	Wild				Velvet Engine	Though forbidding and mysterious to outsiders, each tree is as clear as a signpost to the elves of the Feralroot.	The next three troops in your deck get "Deploy - Draw a card." Move each troop in your deck up three spaces.
hex-pathfind-4	Pathfind		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-Pathfind-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-Pathfind-3.jpg	default	Basic Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	2	Wild				Velvet Engine	Though forbidding and mysterious to outsiders, each tree is as clear as a signpost to the elves of the Feralroot.	The next three troops in your deck get "Deploy - Draw a card." The next three resources in your deck get "Gain a charge."
hex-search-the-catacombs-2	Search the Catacombs		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SearchTheCatacombs.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SearchTheCatacombs.jpg	default	Basic Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	4	Wild, Blood					Explorers search far and wide for lost relics and treasure. Yet the best plunder is often right beneath their toes.	While you have an action in your crypt, this has cost -(1) in all zones. While you have an artifact in your crypt, this has cost -(1) in all zones. While you have an constant in your crypt, this has cost -(1) in all zones. While you have an resource in your crypt, this has cost -(1) in all zones. While you have an troop in your crypt, this has cost -(1) in all zones. Put a random action from your crypt into your hand. Put a random artifact from your crypt into your hand. Put a random constant from your crypt into your hand. Put a random resource from your crypt into your hand. Put a random troop from your crypt into your hand. Void this. When you draw this, reveal it. Then, put the bottom three cards of your deck into your crypt.
hex-search-the-catacombs-3	Search the Catacombs		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SearchTheCatacombs-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SearchTheCatacombs-2.jpg	default	Basic Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	4	Wild, Blood					Explorers search far and wide for lost relics and treasure. Yet the best plunder is often right beneath their toes.	Put a random action from your crypt into your hand. Put a random artifact from your crypt into your hand. Put a random constant from your crypt into your hand. Put a random resource from your crypt into your hand. Put a random troop from your crypt into your hand. Void this. When you draw this, reveal it. Then, put the bottom three cards of your deck into your crypt.
hex-search-the-catacombs-4	Search the Catacombs		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SearchTheCatacombs-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SearchTheCatacombs-3.jpg	default	Basic Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	4	Wild, Blood					Explorers search far and wide for lost relics and treasure. Yet the best plunder is often right beneath their toes.	While you have an action in your crypt, this has cost -(1) in all zones. While you have an artifact in your crypt, this has cost -(1) in all zones. While you have an constant in your crypt, this has cost -(1) in all zones. While you have an resource in your crypt, this has cost -(1) in all zones. While you have an troop in your crypt, this has cost -(1) in all zones. Put a random action from your crypt into your hand. Put a random artifact from your crypt into your hand. Put a random constant from your crypt into your hand. Put a random resource from your crypt into your hand. Put a random troop from your crypt into your hand. Void this.
hex-siege-golem-construct-2	Siege Golem	Construct	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SiegeGolem.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SiegeGolem.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	5	Diamond 2	5	5		Rayden Chen	When you have something worth protecting, no feat is too great.	You have Armor 20. Opposing troops have "Basic: Exhaust → This battles target opposing Siege Golem." When you play a card, this gets +1DEF.
hex-siege-golem-construct-3	Siege Golem	Construct	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SiegeGolem-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SiegeGolem-2.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	5	Diamond 2	5	5		Rayden Chen	When you have something worth protecting, no feat is too great.	You have Armor 20. Opposing troops have "Basic: Exhaust → This battles target opposing Siege Golem."
hex-siege-golem-construct-4	Siege Golem	Construct	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SiegeGolem-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SiegeGolem-3.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	5	Diamond 2	5	5		Rayden Chen	When you have something worth protecting, no feat is too great.	You have Armor 10. Opposing troops have "Basic: Exhaust → This battles target opposing Siege Golem." When you play a card, this gets +1DEF.
hex-heart-of-carnage-avatar-of-war-2	Heart of Carnage	Avatar of War	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-HeartOfCarnage.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-HeartOfCarnage.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Legendary	6	Blood 2	1	1		Suebsin Pullsiri	War is a beast that always hungers.	Rebirth Deploy - Destroy all other troops. This has +1ATK/+1DEF for each troop in crypts. This has cost -(1) in all zones for each troop in crypts.
hex-heart-of-carnage-avatar-of-war-3	Heart of Carnage	Avatar of War	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-HeartOfCarnage-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-HeartOfCarnage-2.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Legendary	6	Blood 2	1	1		Suebsin Pullsiri	War is a beast that always hungers.	Deploy - Destroy all other troops. This has +1ATK/+1DEF for each troop in crypts. This has cost -(1) in all zones for each troop in crypts.
hex-heart-of-carnage-avatar-of-war-4	Heart of Carnage	Avatar of War	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-HeartOfCarnage-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-HeartOfCarnage-3.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Legendary	6	Blood 2	1	1		Suebsin Pullsiri	War is a beast that always hungers.	Rebirth Deploy - Destroy all other troops. This has +1ATK/+1DEF for each troop in crypts.
hex-spark-of-fury-2	Spark of Fury		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SparkOfFury.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SparkOfFury.jpg	default	Constant	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	3	Ruby 2				Anders Finer	Barbecue is a dangerous dish. Beware of uninvited guests.	When you draw a troop, put it into play. It gets +3ATK, Speed and "At the end of your turn, revert this and put it into your hand." When you play an action, if the top card of your deck is a troop, draw a card.
hex-spark-of-fury-3	Spark of Fury		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SparkOfFury-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SparkOfFury-2.jpg	default	Constant	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	3	Ruby 2				Anders Finer	Barbecue is a dangerous dish. Beware of uninvited guests.	When you draw a troop, put it into play. It gets +3ATK, Speed and "At the end of your turn, revert this and put it into your hand."
hex-spark-of-fury-4	Spark of Fury		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SparkOfFury-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SparkOfFury-3.jpg	default	Constant	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	3	Ruby 2				Anders Finer	Barbecue is a dangerous dish. Beware of uninvited guests.	When you draw a troop, put it into play. It gets Speed and "At the end of your turn, revert this and put it into your hand." When you play an action, if the top card of your deck is a troop, draw a card.
hex-songstring-warden-elf-ranger-2	Songstring Warden	Elf Ranger	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SongstringWarden.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SongstringWarden.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck	Aria	Uncommon	4	Wild 2	3	3		Perfect World	They say that the twang of their bow is the most beautiful thing imaginable. For many, it is the last thing they hear.	Lethal, Speed, Steadfast When this attacks, remember the top card of your deck. If that card is a resource or troop, play the top card of your deck for free. When a Beast enters play under your control, there's an additional combat phase, followed by an additional main phase, this turn.
hex-songstring-warden-elf-ranger-3	Songstring Warden	Elf Ranger	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SongstringWarden-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SongstringWarden-2.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck	Aria	Uncommon	4	Wild 2	3	3		Perfect World	They say that the twang of their bow is the most beautiful thing imaginable. For many, it is the last thing they hear.	Lethal, Speed, Steadfast When this attacks, remember the top card of your deck. If that card is a resource or troop, play the top card of your deck for free.
hex-songstring-warden-elf-ranger-4	Songstring Warden	Elf Ranger	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SongstringWarden-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-SongstringWarden-3.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck	Aria	Uncommon	4	Wild 2	3	3		Perfect World	They say that the twang of their bow is the most beautiful thing imaginable. For many, it is the last thing they hear.	Steadfast When this attacks, remember the top card of your deck. If that card is a resource or troop, play the top card of your deck for free. When a Beast enters play under your control, there's an additional combat phase, followed by an additional main phase, this turn.
hex-arcanum-vacuum-2	Arcanum Vacuum		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-ArcanumVacuum.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-ArcanumVacuum.jpg	default	Quick Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Uncommon	4	Sapphire 2				Perfect World	Grab hold of your desires, no matter the cost.	Interrupt target card. Each champion puts all cards from their hands into their deck, then draws seven cards. Cards in opposing hands get cost +(2).
hex-arcanum-vacuum-3	Arcanum Vacuum		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-ArcanumVacuum-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-ArcanumVacuum-2.jpg	default	Quick Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Uncommon	5	Sapphire 2				Perfect World	Grab hold of your desires, no matter the cost.	Interrupt target card. Each champion puts all cards from their hands into their deck, then draws seven cards. Cards in opposing hands get cost +(2).
hex-arcanum-vacuum-4	Arcanum Vacuum		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-ArcanumVacuum-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-ArcanumVacuum-3.jpg	default	Quick Action	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Uncommon	4	Sapphire 2				Perfect World	Grab hold of your desires, no matter the cost.	Interrupt target card. Each champion puts all cards from their hands into their deck, then draws seven cards.
hex-beast-of-abundance-beast-2	Beast of Abundance	Beast	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BeastOfAbundance.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BeastOfAbundance.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	1	Wild	8	8		Allison Theus	The feasting doesn't end after the meal is served. That's how they get you.	Rowdy - Gain health equal to this troop's cost. While this has cost (4) or less, it can't attack or block.
hex-beast-of-abundance-beast-3	Beast of Abundance	Beast	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BeastOfAbundance-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BeastOfAbundance-2.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	1	Wild	8	8		Allison Theus	The feasting doesn't end after the meal is served. That's how they get you.	Rowdy - Gain 1 health. While this has cost (4) or less, it can't attack or block.
hex-beast-of-abundance-beast-4	Beast of Abundance	Beast	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BeastOfAbundance-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-BeastOfAbundance-3.jpg	default	Troop	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	1	Wild	8	8		Allison Theus	The feasting doesn't end after the meal is served. That's how they get you.	Rowdy - Gain health equal to this troop's cost. While this has cost (5) or less, it can't attack or block.
hex-llama-llama-emu-2	Llama, Llama, Emu		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-LlamaLlamaEmu.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-LlamaLlamaEmu.jpg	default	Constant	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	4	Diamond				Ludo Lullabi	"Sure its a bit noisy, but its still safer than Bobbing for Gobblers and pin the tail on the Dingler."	Deploy - Choose one at random: Transform each opposing troop into a Llama; or Transform each opposing troop into an Arctic Emu. When an opposing champion plays a troop, summon a Llama. [THREE-SHOT]: (1) → Revert and transform target troop into an Arctic Emu.
hex-llama-llama-emu-3	Llama, Llama, Emu		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-LlamaLlamaEmu-2.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-LlamaLlamaEmu-2.jpg	default	Constant	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	4	Diamond				Ludo Lullabi	"Sure its a bit noisy, but its still safer than Bobbing for Gobblers and pin the tail on the Dingler."	When an opposing champion plays a troop, summon a Llama. [THREE-SHOT]: (1) → Revert and transform target troop into an Arctic Emu.
hex-llama-llama-emu-4	Llama, Llama, Emu		hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-LlamaLlamaEmu-3.jpg	hex-shards-of-fate/doombringer-promo-alt/HexShardsOfFate-DoombringerPromoAlt-LlamaLlamaEmu-3.jpg	default	Constant	Doombringer (Promo Alt)	Doombringer (Promo Alt)	playerNDeck		Rare	4	Diamond				Ludo Lullabi	"Sure its a bit noisy, but its still safer than Bobbing for Gobblers and pin the tail on the Dingler."	Deploy - Choose one at random: Transform each opposing troop into a Llama; or Transform each opposing troop into an Arctic Emu. When an opposing champion plays a troop, summon a Llama. One-Shot: (1) → Revert and transform target troop into an Arctic Emu.
hex-root-of-ancients	Root of Ancients		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfAncients.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfAncients.jpg	default	Resource	Doombringer	Doombringer	playerNResources		Common	0					Anthony Avon		Gain a charge. (1), Discard this → Choose one: Add Blood Shard or Add Wild Shard.
hex-root-of-conquest	Root of Conquest		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfConquest.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfConquest.jpg	default	Resource	Doombringer	Doombringer	playerNResources		Common	0					Anthony Avon		Gain a charge. (1), Discard this → Choose one: Add Diamond Shard or Add Ruby Shard.
hex-root-of-cunning	Root of Cunning		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfCunning.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfCunning.jpg	default	Resource	Doombringer	Doombringer	playerNResources		Common	0					Skeleton Crew Art House		Gain a charge. (1), Discard this → Choose one: Add Blood Shard or Add Sapphire Shard.
hex-root-of-hatred	Root of Hatred		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfHatred.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfHatred.jpg	default	Resource	Doombringer	Doombringer	playerNResources		Common	0					Juan Carlos Barquet		Gain a charge. (1), Discard this → Choose one: Add Blood Shard or Add Ruby Shard.
hex-root-of-innovation	Root of Innovation		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfInnovation.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfInnovation.jpg	default	Resource	Doombringer	Doombringer	playerNResources		Common	0					Kirk Quilaquil		Gain a charge. (1), Discard this → Choose one: Add Ruby Shard or Add Sapphire Shard.
hex-root-of-instinct	Root of Instinct		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfInstinct.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfInstinct.jpg	default	Resource	Doombringer	Doombringer	playerNResources		Common	0					Kirk Quilaquil		Gain a charge. (1), Discard this → Choose one: Add Sapphire Shard or Add Wild Shard.
hex-root-of-life	Root of Life		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfLife.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfLife.jpg	default	Resource	Doombringer	Doombringer	playerNResources		Common	0					Anastasia Shestak		Gain a charge. (1), Discard this → Choose one: Add Diamond Shard or Add Wild Shard.
hex-root-of-purpose	Root of Purpose		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfPurpose.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfPurpose.jpg	default	Resource	Doombringer	Doombringer	playerNResources		Common	0					Anastasia Shestak		Gain a charge. (1), Discard this → Choose one: Add Diamond Shard or Add Sapphire Shard.
hex-root-of-retribution	Root of Retribution		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfRetribution.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfRetribution.jpg	default	Resource	Doombringer	Doombringer	playerNResources		Common	0					Mike Greig		Gain a charge. (1), Discard this → Choose one: Add Blood Shard or Add Diamond Shard.
hex-root-of-savagery	Root of Savagery		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfSavagery.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-RootOfSavagery.jpg	default	Resource	Doombringer	Doombringer	playerNResources		Common	0					Mike Greig		Gain a charge. (1), Discard this → Choose one: Add Ruby Shard or Add Wild Shard.
hex-noxsting-apocalyte-ender	Noxsting Apocalyte	Ender	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-NoxstingApocalyte.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-NoxstingApocalyte.jpg	default	Troop	Doombringer	Doombringer	playerNDeck		Common	3	Blood	2	2		Jeex Farfadet	Their venomous sting will toxify you.	Lethal, Fusion
hex-spectral-attendant-spirit	Spectral Attendant	Spirit	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-SpectralAttendant.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-SpectralAttendant.jpg	default	Troop	Doombringer	Doombringer	playerNDeck		Common	1	Blood	1	1		Steve Firchow	"M'lord."	Rebirth
hex-bloodleech-apocalyte-ender	Bloodleech Apocalyte	Ender	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-BloodleechApocalyte.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-BloodleechApocalyte.jpg	default	Troop	Doombringer	Doombringer	playerNDeck		Common	2	Blood	2	1		Polar Engine Studio	Their needled fangs will drain your blood.	Lifedrain, Fusion
hex-shadow-bat-elemental-familiar	Shadow Bat	Elemental Familiar	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-ShadowBat.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-ShadowBat.jpg	default	Troop	Doombringer	Doombringer	playerNDeck		Common	5	Blood	3	3		Konstantin Vavilov	"From this corner, imagination."\ - Markul of the Dark	Flight Deploy - Each champion chooses and discards an action.
hex-cryptspitter-undead-zombie-beast	Cryptspitter	Undead Zombie Beast	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-Cryptspitter.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-Cryptspitter.jpg	default	Troop	Doombringer	Doombringer	playerNDeck		Common	4	Blood	2	4		Tatiana Vetrova	Hyperborean natives learned long ago never to disturb ancient burial grounds.	[DIAMOND]: Swiftstrike When this deals damage to a troop, that troop gets -1ATK/-1DEF.
hex-sinister-veil	Sinister Veil		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-SinisterVeil.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-SinisterVeil.jpg	default	Quick Action	Doombringer	Doombringer	playerNDeck		Common	6	Blood				Alexander Kozachenko	Count Dragomir's touch is as light as a feather and as heavy as the grave.	Target troop gets -6ATK/-6DEF this turn.
hex-death-toll	Death Toll		hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-DeathToll.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-DeathToll.jpg	default	Basic Action	Doombringer	Doombringer	playerNDeck		Common	2	Blood				Nate Abell	Victory demands a heavy price.	Destroy target troop. Choose and discard a card.
hex-fetid-scavenger-undead-zombie-gnoll	Fetid Scavenger	Undead Zombie Gnoll	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-FetidScavenger.jpg	hex-shards-of-fate/doombringer/HexShardsOfFate-Doombringer-FetidScavenger.jpg	default	Troop	Doombringer	Doombringer	playerNDeck		Common	3	Blood	3	2		Ilya Shkipin	"Dosing Fatalfuel subjects with Feralfuel is promising. Speed, strength, and aggression all increased." - Notes on Fatalfuel Prototype #A375Z	Rabid - A random opposing troop gets -1ATK/-1DEF.
