databaseId	name	imageUrl	cardBack	type	subtitle	side	culture	race	twilight	strength	vitality	site	packName	rarity	collInfo	lore	text
15_80	Great Axe	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-GreatAxe.jpg	normal	POSSESSION		Shadow	Men		1	2			The Hunters	C	15C80	To his surprise, Frodo's cloak served as an effective camouflage among the rocks.	Bearer must be a [men] Man. While bearer is skirmishing a hunter companion, bearer is strength +2.
15_81	Grieving the Fallen	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-GrievingTheFallen.jpg	normal	CONDITION		Shadow	Men		1				The Hunters	U	15U81	Mordor will pay for this!	To play, spot a [men] Man. Bearer must be a companion (except the Ring-bearer). Bearer cannot take wounds during the archery phase. At the start of the regroup phase, discard this condition.
15_82	Grousing Hillman	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-GrousingHillman.jpg	normal	MINION		Shadow	Men	Man	4	9	2	4	The Hunters	C	15C82	Acquiring more territories only increases the rage of the Dunlendings.	While you control a site, this minion is strength +3 and <b>fierce</b>.
15_83	Hunting Herdsman	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-HuntingHerdsman.jpg	normal	MINION		Shadow	Men	Man	3	8	2	4	The Hunters	C	15C83	Hunters are valuable members of Dunlending tribes.	<b>Hunter 1</b>. <helper>(While skirmishing a non-hunter character, this character is strength +1.)</helper> This minion is strength +3 for each follower you can spot.
15_84	Last Gasp	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-LastGasp.jpg	normal	EVENT		Shadow	Men		3				The Hunters	R	15R84	Southron archers know that they must press through their exhaustion to win the battle.	Wound 3 [men] archers to exhaust a companion.
15_85	Lying Counsel	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-LyingCounsel.jpg	normal	EVENT		Shadow	Men		1				The Hunters	U	15U85	'Let your counsellor Gríma keep all things....'	Exert your [men] Man and spot an unbound companion bearing 3 or more cards to return each Free Peoples card that companion bears to its owner's hand. The Free Peoples player may add a burden to discard those cards instead.
15_86	Mûmak Commander, Giant Among the Swertings	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-MMakCommanderGiantAmongTheSwertings.jpg	normal	MINION	Giant Among the Swertings	Shadow	Men	Man	6	14	3	4	The Hunters	R	15R86	...high upon his neck still desperately clung a tiny figure – the body of a mighty warrior....	<b>Maneuver:</b> Exert Mûmak Commander twice to exert a companion twice (except the Ring-bearer).
15_87	Primitive Savage	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-PrimitiveSavage.jpg	normal	MINION		Shadow	Men	Man	5	13	3	4	The Hunters	R	15R87	The only thing scarier than a Wild Man is a Wild Man with an axe.	While you can spot a companion of strength 12 or more, this minion is strength +5. Each time this minion wins a skirmish, if he bears a hand weapon, you may take control of a site.
15_88	Pursuing Horde	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-PursuingHorde.jpg	normal	CONDITION		Shadow	Men		0				The Hunters	U	15U88	Once the Dunlendings track their enemy they will not lose their trail.	To play, spot a [men] Man. Bearer must be a companion (except the Ring-bearer). Limit 1 per companion. Each time the fellowship moves, add (1).
15_89	Rapid Reload	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-RapidReload.jpg	normal	CONDITION		Shadow	Men		1				The Hunters	U	15U89	The Men of Harad kept a large supply of arrows at hand.	While you can spot a [men] Man, the Free Peoples player cannot replace a site in the current region. <b>Archery:</b> Spot a [men] Man and remove (3) to exert an unbound companion.
15_9	Well-crafted Armor	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-WellCraftedArmor.jpg	normal	POSSESSION		Free Peoples	Dwarven		2				The Hunters	R	15R9	Dwarven armor is among the strongest crafted in Middle-earth.	Bearer must be a Dwarf. Each time bearer takes a wound, you may reinforce a [dwarven] token. <b>Skirmish:</b> Discard a [dwarven] card from hand to make bearer <b>damage +1</b>.
15_90	Rapt Hillman	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-RaptHillman.jpg	normal	MINION		Shadow	Men	Man	3	9	2	4	The Hunters	U	15U90	Dunlendings take delight in destruction.	At the start of the regroup phase, the Free People's player may liberate a site. You may spot 3 Men to prevent this. <b>Maneuver:</b> Spot another [men] Man and exert this minion to take control of a site.
15_91	Ravaging Wild Man	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-RavagingWildMan.jpg	normal	MINION		Shadow	Men	Man	4	10	2	4	The Hunters	C	15C91	No villager is safe when the Wild Men attack.	While you can spot a hunter, this minion gains <b>hunter 1</b>. Each time this minion wins a skirmish, you may exert 2 [men] Men to discard a follower.
15_92	Savage Southron	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-SavageSouthron.jpg	normal	MINION		Shadow	Men	Man	3	8	2	4	The Hunters	U	15U92	The Southrons are skilled at fighting in many different kinds of terrain.	<b>Maneuver:</b> If the Free People's player has at least 1 site in his or her adventure deck, exert 2 [men] Men to randomly choose a site from that deck. Replace the fellowship's current site with that site.
15_93	Swarthy Hillman	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-SwarthyHillman.jpg	normal	MINION		Shadow	Men	Man	2	7	1	4	The Hunters	C	15C93	The Wild Men will defend their territories at all costs.	While you control a site, this minion is an <b>archer</b>.
15_94	Wandering Hillman	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-WanderingHillman.jpg	normal	MINION		Shadow	Men	Man	3	8	3	4	The Hunters	U	15U94	The Hillmen are always searching for lands to conquer.	To play, spot a [men] Man. While you can spot a companion of strength 10 or more, this minion is strength +3. <b>Maneuver:</b> Remove 2 burdens or 2 threats to control a site.
15_95	Battlefield Recruit	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-BattlefieldRecruit.jpg	normal	MINION		Shadow	Orc	Orc	3	9	2	4	The Hunters	S	15S95	Grond! Grond! Grond!	<b>Skirmish:</b> Discard this minion to make a minion strength +2.
15_96	Battlefield Veteran	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-BattlefieldVeteran.jpg	normal	MINION		Shadow	Orc	Orc	4	11	2	4	The Hunters	S	15S96	Though he had seen it many times before, Grond's destructive power never ceased to amaze.	<b>Skirmish:</b> Discard this minion to make a minion strength +1.
15_97	Beasts of Burden	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-BeastsOfBurden.jpg	normal	CONDITION		Shadow	Orc		0				The Hunters	C	15C97	...some great beast...would go mad and spread stamping ruin....	To play, spot 2 [orc] minions. At the start of your Shadow phase, you may discard an [orc] condition from play to play an [orc] minion. It is twilight cost -2 (or -4 if you can spot 6 or more companions).
15_98	Black Gate Sentry	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-BlackGateSentry.jpg	normal	MINION		Shadow	Orc	Orc	5	12	3	4	The Hunters	U	15U98	Very few tried to sneak into Mordor. Even fewer succeeded.	<b>Skirmish:</b> Exert this minion to wound a companion it is skirmishing.
15_99	Black Land Chieftain	lord-of-the-rings-ccg/the-hunters/LordOfTheRingsTcg-TheHunters-BlackLandChieftain.jpg	normal	MINION		Shadow	Orc	Orc	5	12	3	4	The Hunters	R	15R99	Orcs frequently used the weapons of their fallen enemies as their own.	To play, spot an [orc] minion. When you play Black Land Chieftain, you may add a threat for each Free Peoples possession and each Free Peoples artifact you can spot.
103_1	Phial of Galadriel, Bane of Darkness	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-PhialOfGaladrielBaneOfDarkness.jpg	normal	ARTIFACT	Bane of Darkness	Free Peoples	Elven		1		1		The Pelennor Fields	_	V3_1		Bearer must be a Ring-bound Hobbit. Discard this if you can spot more than 4 companions. Maneuver: Add 2 burdens to hinder all Shadow support cards with a title you spot. Response: If The One Ring is transferred, play this on the new Ring-bearer.  You may use this ability from your discard pile.
103_10	Your Staff is Broken	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-YourStaffIsBroken.jpg	normal	CONDITION		Free Peoples	Gandalf		3				The Pelennor Fields	_	V3_10	'Behold, I am not Gandalf the Grey, whom you betrayed. I am Gandalf the White, who has returned from death. You have no colour now, and I cast you from the order and from the Council.'	At the start of each Assignment phase, you may exert Gandalf bearing an artifact to discard a hindered Shadow card.
103_100	Sauron, Lord of All Middle-earth	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-SauronLordOfAllMiddleEarth.jpg	normal	MINION	Lord of All Middle-earth	Shadow	Sauron	Maia	18	24	5	6	The Pelennor Fields	_	V3_100		Sauron is twilight cost -1 for each artifact and companion you can spot (limit -6). While you can spot 6 companions, Sauron is <b>fierce</b>.  While you can spot 7 companions, Sauron is <b>relentless</b> <i>(he participates in 1 extra round of skirmishes after fierce.)</i>. Each time a companion loses a skirmish to Sauron, kill that companion.
103_101	Sauron's Reach	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-SauronsReach.jpg	normal	EVENT		Shadow	Sauron		2				The Pelennor Fields	_	V3_101	Victory was slipping from his grasp even as he stretched out his hand to seize it. But his arm was long. He was still in command, wielding great powers.	Exert 3 [sauron] minions (or spot Sauron) to hinder all Free Peoples support cards.  For each card hindered, hinder a Shadow support card.
103_102	The Mouth of Sauron, Emissary of Mordor	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-TheMouthOfSauronEmissaryOfMordor.jpg	normal	MINION	Emissary of Mordor	Shadow	Sauron	Man	3	9	3	5	The Pelennor Fields	_	V3_102	Those nearby saw the anguish in his face, and now he seemed...crushed, defeated at last.	Lurker. Each time a companion loses a skirmish, the Free Peoples player must add a threat or a burden. Skirmish: Exert this minion to make a wounded companion strength -1.
103_103	They Are Not All Accounted For	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-TheyAreNotAllAccountedFor.jpg	normal	CONDITION		Shadow	Sauron		1				The Pelennor Fields	_	V3_103	'Fëanor himself, maybe, wrought them, in days so long ago...But there is nothing that Sauron cannot turn to evil uses.'	To play, spot 2 [sauron] or [ringwraith] cards. Each time a Free Peoples card reveals or discards a card from any draw deck, you may exert an unbound companion or ally to draw a card (limit once per site).
103_104	Was He Dear to Thee?	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-WasHeDearToThee.jpg	normal	EVENT		Shadow	Sauron		3				The Pelennor Fields	_	V3_104	'And now he shall endure the slow torment of years, as long and slow as our arts in the Great Tower can contrive, and never be released, unless maybe when he is changed and broken...'	Exert a unique [sauron] or [ringwraith] minion and hinder the Ring-bearer to make each minion strength +2 until the regroup phase.
103_105	Driven By Her Own Cruel Will	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-DrivenByHerOwnCruelWill.jpg	normal	EVENT		Free Peoples	Shire		5				The Pelennor Fields	_	V3_105	'You've hurt my master, you brute, and you'll pay!'	Make a skirmishing Hobbit bearing a hand weapon (except the Ring-bearer) strength +X, where X is the total vitality of all characters in that skirmish.  At the end of that skirmish, hinder a minion involved in that skirmish if you cannot spot more than 4 companions.
103_106	Flotsam	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-Flotsam.jpg	normal	POSSESSION		Free Peoples	Shire		1				The Pelennor Fields	_	V3_106	'We have heaps of it,' he said; 'and you can all pack as much as you wish, when we go.'	Pipeweed. Bearer must bear a pipe. When you play this possession, you may shuffle up to 2 pipes or pipeweed from your discard pile into your draw deck.
103_107	For Frodo	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-ForFrodo.jpg	normal	EVENT		Free Peoples	Shire		2				The Pelennor Fields	_	V3_107	'His Eye is now straining towards us, blind almost to all else that is moving....Therein lies all our hope.'	Exert a unique [gondor] or [shire] companion (except Frodo) to make that companion strength +1 for each burden on Frodo (limit +3 unless you cannot spot more than 4 companions).  Remove this from the game.
103_108	For the Shire	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-ForTheShire.jpg	normal	EVENT		Free Peoples	Shire		1				The Pelennor Fields	_	V3_108		Spot a Hobbit companion (except the Ring-bearer). In region 1, hinder all other Hobbits. In region 2, make that Hobbit defender +2 until the regroup phase. In region 3, make that Hobbit <b>enduring</b> until the regroup phase.
103_109	For My Old Gaffer	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-ForMyOldGaffer.jpg	normal	EVENT		Free Peoples	Shire		1				The Pelennor Fields	_	V3_109	The orc wheeled round, but before it could make a move Sam slashed its whip-hand from its arm.	Spot a Hobbit skirmishing more than 1 minion.  Resolve skirmishes between that Hobbit and those minions individually.  Until the regroup phase, add a burden each time that Hobbit loses a skirmish and a threat each time that Hobbit wins.
103_11	Fickle Loyalties	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-FickleLoyalties.jpg	normal	CONDITION		Free Peoples	Gollum		1				The Pelennor Fields	_	V3_11	So he thought in an inner chamber of his cunning, which he still hoped to hide from her...	To play, spot 2 [shire] companions. Each time Gollum loses a skirmish, make another minion strength -1 until the regroup phase. Each time Shelob loses a skirmish, kill Gollum.
103_110	Frodo, Bereft of Hope	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-FrodoBereftOfHope.jpg	normal	COMPANION	Bereft of Hope	Free Peoples	Shire	Hobbit	0	2	4		The Pelennor Fields	_	V3_110	'Look here, Sam dear lad,' said Frodo: 'I am tired, weary, I haven't a hope left. But I have to go on trying to get to the Mountain, as long as I can move. The Ring is enough. This extra weight is killing me. It must go.'	Ring-bearer (resistance 7).  Ring-bound. Frodo is strength +1 for each burden.
103_111	Get Up, Mister Frodo	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-GetUpMisterFrodo.jpg	normal	EVENT		Free Peoples	Shire		2				The Pelennor Fields	_	V3_111	'I'll get there, if I leave everything but my bones behind,' said Sam. 'And I'll carry Mr. Frodo up myself, if it breaks my back and heart.'	Spot Frodo to restore a [shire] card.  If you cannot spot more than 4 companions, you may add (3) to reconcile your hand and heal up to 2 [shire] companions.
103_112	Hornblower Barrel	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-HornblowerBarrel.jpg	normal	POSSESSION		Free Peoples	Shire		1				The Pelennor Fields	_	V3_112		Pipeweed. When you play this, you may discard a Free Peoples card from your draw deck. When you discard this with a pipe, you may spot another Hornblower Barrel to take 2 other Free Peoples cards (except events or Hornblower Barrels) from your discard pile into hand.
103_113	Merry's Pipe	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-MerrysPipe.jpg	normal	POSSESSION		Free Peoples	Shire		1				The Pelennor Fields	_	V3_113	'But Ents only drink, and drink is not enough for content. Treebeard's draughts may be nourishing, but one feels the need of something solid.'	Bearer must be an unbound Hobbit. Each time a pipeweed is discarded, you may exert bearer to play that pipeweed from your discard pile.  Hinder it and this pipe.
103_114	Pippin's Pipe	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-PippinsPipe.jpg	normal	POSSESSION		Free Peoples	Shire		1				The Pelennor Fields	_	V3_114	'I have carried it a long way, though I don't know why. I never really expected to find any pipe-weed on the journey, when my own ran out.'	Bearer must be an unbound Hobbit. Fellowship: Discard a pipeweed to remove X threats, where X is the number of pipes you can spot. Hinder this pipe or hinder bearer.
103_115	Sam, Undaunted	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-SamUndaunted.jpg	normal	COMPANION	Undaunted	Free Peoples	Shire	Hobbit	2	3	4		The Pelennor Fields	_	V3_115	'I can't carry it for you, but I can carry you...!'	Ring-bound. Frodo is resistance +2. Maneuver: If you cannot spot more than 4 companions, add a burden to choose condition or possession, then choose odd or even.  Hinder all Shadow support cards with a type and twilight cost matching your choice. Limit once per turn.
103_116	Smeagol, Once Like Us	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-SmeagolOnceLikeUs.jpg	normal	COMPANION	Once Like Us	Free Peoples	Shire		1	3	4		The Pelennor Fields	_	V3_116	...thought that they beheld an old weary hobbit...	Ring-bound. To play, add a burden. Assignment: If you cannot spot a companion with a culture other than [shire], exert Smeagol and hinder him to spot a minion.  Add (2) (and add 2 threats if that minion is twilight cost 5 or more) to hinder that minion.
103_117	Sting, Sharp Elven-blade	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-StingSharpElvenBlade.jpg	normal	POSSESSION	Sharp Elven-blade	Free Peoples	Shire		1	1			The Pelennor Fields	_	V3_117		Bearer must be a Ring-bound Hobbit.  Skirmish: If you cannot spot more than 4 companions, add a threat to make bearer strength +1 for each threat you can spot (limit +6).  Response: If The One Ring is transferred, play this on the new Ring-bearer.  You may use this ability from your discard pile.
103_118	The Sooner We're Rid of It	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-TheSoonerWereRidOfIt.jpg	normal	CONDITION		Free Peoples	Shire		3				The Pelennor Fields	_	V3_118		To play, spot 2 Hobbit companions. Skirmish: Exert a companion and hinder each card borne by them to make that companion strength +1 for each card hindered (+3 if that card is a weapon).  Hinder this condition if you can spot more than 4 companions.
103_119	Treasured Pipe	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-TreasuredPipe.jpg	normal	POSSESSION		Free Peoples	Shire		1				The Pelennor Fields	_	V3_119	'I keep a treasure or two near my skin, as precious as Rings to me. Here's one: my old wooden pipe.'	To play, spot a pipe or an unbound Hobbit. Bearer must be a companion. Fellowship: Discard 2 pipeweeds and spot X pipes to make X companions strength +1 until the regroup phase.  Hinder this pipe.
103_12	Pass of the Spider	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-PassOfTheSpider.jpg	normal	POSSESSION		Shadow	Gollum		2				The Pelennor Fields	_	V3_12		Each time a special ability on a Free Peoples condition is used, you may discard a minion stacked here to hinder that condition and heal Shelob. Skirmish: If Shelob is skirmishing, stack another minion from play here to make a character skirmishing her strength -2 (limit once per phase).
103_120	Worth Fighting For	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-WorthFightingFor.jpg	normal	EVENT		Free Peoples	Shire		2				The Pelennor Fields	_	V3_120		To play, spot a Hobbit companion. Make the Shadow player exhaust 1 of your characters.  For each exertion made, hinder a Shadow support card.  If you cannot spot more than 4 companions, you may make the Shadow player shuffle one of their hindered cards (and all cards stacked on it) into their owner's draw deck.
103_121	Gates of Isengard	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-GatesOfIsengard.jpg	normal	SITE					0			1	The Pelennor Fields	_	V3_121		Fellowship: Exert an unbound Hobbit to play a pipe and pipeweed from your draw deck (limit once per phase).
103_122	Desolation of Ash	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-DesolationOfAsh.jpg	normal	SITE					8			8	The Pelennor Fields	_	V3_122		At the start of each phase, the Shadow player may remove (1) to take a Shadow event for that phase into hand from discard.
103_123	Gorgoroth Highway	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-GorgorothHighway.jpg	normal	SITE					7			8	The Pelennor Fields	_	V3_123		At the start of the maneuver phase, hinder all weapons. All characters gain <b>enduring</b>.
103_124	Gorgoroth Wastes	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-GorgorothWastes.jpg	normal	SITE					5			8	The Pelennor Fields	_	V3_124		When moving here, for each Free Peoples card borne by companions, the Free Peoples player must discard it or add (1).
103_125	Muster of Gorgoroth	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-MusterOfGorgoroth.jpg	normal	SITE					8			8	The Pelennor Fields	_	V3_125		Battleground. Each minion is strength +1 for each threat you can spot.
103_126	Cracks of Doom	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-CracksOfDoom.jpg	normal	SITE					9			9	The Pelennor Fields	_	V3_126		Mountain.  Underground. Game text on Free Peoples items and The One Ring does not apply. Each minion is strength +1.
103_127	Doom Causeway	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-DoomCauseway.jpg	normal	SITE					9			9	The Pelennor Fields	_	V3_127		Mountain. Underground. Battleground. Each time a card is hindered, discard it.  Each time a character is exerted, wound it.
103_128	Orodruin	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-Orodruin.jpg	normal	SITE					9			9	The Pelennor Fields	_	V3_128		Mountain. Battleground. Each time a threat is added, the Free Peoples player must assign all threat wounds.
103_129	Pinnacle of Doom	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-PinnacleOfDoom.jpg	normal	SITE					9			9	The Pelennor Fields	_	V3_129		Mountain. At the start of each phase, the Shadow player may remove (1) to hinder a card (except companions or The One Ring).
103_13	Shelob, Terror of Cirith Ungol	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-ShelobTerrorOfCirithUngol.jpg	normal	MINION	Terror of Cirith Ungol	Shadow	Gollum	Spider	6	8	8	8	The Pelennor Fields	_	V3_13		Fierce.  Enduring. Each time a skirmish involving Shelob ends, you may hinder each character she was skirmishing. Skirmish: If Gollum is skirmishing, exert Gollum and Shelob to hinder a character he is skirmishing.
103_130	Threshold of Doom	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-ThresholdOfDoom.jpg	normal	SITE					9			9	The Pelennor Fields	_	V3_130		Mountain. Shadow: Remove a burden or a threat to play a minion from your discard pile. If it costs (5) or more, add (1).
103_14	Sticky Strands of Spider-silk	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-StickyStrandsOfSpiderSilk.jpg	normal	POSSESSION		Shadow	Gollum		2	-1			The Pelennor Fields	_	V3_14	Never yet had any fly escaped from Shelob's webs, and the greater now was her rage and hunger.	At the end of each skirmish involving bearer, make bearer strength -1 until the end of the turn.\Skirmish: Hinder your [gollum] card to transfer this to a companion skirmishing a [Gollum] minion. Limit 1 per bearer unless they are skirmishing Shelob.
103_15	Two-faced	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-TwoFaced.jpg	normal	EVENT		Shadow	Gollum		2				The Pelennor Fields	_	V3_15	Too little did he or his master know of the craft of Shelob. She had many exits from her lair.	<b>Shadow</b> <i>or</i> <b>Maneuver</b> <i>or</i> <b>Skirmish</b>: Restore a [gollum] card.  Then you may spot a [gollum] minion and remove a threat to replace it with another minion from your discard pile with the same title (keep all tokens and borne cards).
103_16	Two Minds of It	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-TwoMindsOfIt.jpg	normal	EVENT		Free Peoples	Gollum		2				The Pelennor Fields	_	V3_16	'All the same, I'd rather have him under my eye,' said Sam. 'All the more so, if he's false.'	<b>Fellowship</b> <i>or</i> <b>Maneuver</b> <i>or</i> <b>Skirmish</b>: Restore Smeagol.  Then you may spot Smeagol (if he is not the Ring-bearer) and add a threat to replace him with another Smeagol from your discard pile (keep all tokens and borne cards).
103_17	Ungoliant's Get	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-UngoliantsGet.jpg	normal	CONDITION		Shadow	Gollum		2				The Pelennor Fields	_	V3_17		Each time Shelob loses a skirmish, you may play a [gollum] item from your discard pile. Response: If Shelob wins a skirmish and there are 4 minions stacked on [gollum] items, hinder this to make her <b>relentless</b> until the regroup phase <i>(she participates in 1 extra round of skirmishes after fierce)</i>.
103_18	Andúril, Legend Remade	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-AndRilLegendRemade.jpg	normal	ARTIFACT	Legend Remade	Free Peoples	Gondor		3	3			The Pelennor Fields	_	V3_18	'Here is the Sword that was Broken and is forged again! Will you aid me or thwart me? Choose swiftly!'	Bearer must be Aragorn.  He is <b>damage +1</b>. Response: If an unbound companion is about to take a wound (except Aragorn), add 2 threats to hinder that companion. Add (2) unless that companion was [gondor] or a Man.
103_19	Aragorn, King of Gondor and Arnor	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-AragornKingOfGondorAndArnor.jpg	normal	COMPANION	King of Gondor and Arnor	Free Peoples	Gondor	Man	5	8	4		The Pelennor Fields	_	V3_19	Out from the beleaguered hills knights of Gondor, Riders of Rohan, Dúnedain of the North, close-serried companies, drove against their wavering foes...	Aragorn is strength +1 for each culture among other Men you can spot.\Each time the fellowship moves, you may exert Aragorn and hinder another unbound Man to remove a threat or a burden.
103_2	Jetsam	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-Jetsam.jpg	normal	POSSESSION		Free Peoples	Gandalf		1				The Pelennor Fields	_	V3_2		Pipeweed. Bearer must bear a pipe. When you play this, you may discard a Shadow card on bearer. When this is discarded by a pipe, add 1 to the number of pipes you can spot this phase and make your character lose <b>unhasty</b> until the end of the turn.
103_20	Domain of the Dead King	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-DomainOfTheDeadKing.jpg	normal	ARTIFACT		Free Peoples	Gondor		3				The Pelennor Fields	_	V3_20		When you play this, spot a [gondor] Wraith to remove a threat. Each time a [gondor] Wraith takes a threat wound, wound a minion. Response: If an exhausted [gondor] Wraith is about to take a wound, add a threat and hinder this artifact to hinder that Wraith.
103_21	Ethereal Banner	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-EtherealBanner.jpg	normal	POSSESSION		Free Peoples	Gondor		1		1		The Pelennor Fields	_	V3_21		Bearer must be a [gondor] Wraith. Each time bearer wins a skirmish, you may exert a Wraith and a minion it is assigned to skirmish. Response: If bearer overwhelms a minion, discard this possession and remove 2 threats to wound 2 minions.
103_22	Ethereal March	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-EtherealMarch.jpg	normal	CONDITION		Free Peoples	Gondor		2				The Pelennor Fields	_	V3_22	'Folk say that Dead Men out of the Dark Years guard the way and will suffer no living man...'	While you can spot 2 [gondor] Wraiths, the threat limit is +2. While you can spot more threats than companions, each Wraith is strength +1. Each time this condition is hindered or discarded, remove a threat.
103_23	Great Gate of Minas Tirith	lord-of-the-rings-ccg/the-pelennor-fields/LordOfTheRingsTcg-ThePelennorFields-GreatGateOfMinasTirith.jpg	normal	CONDITION		Free Peoples	Gondor		4				The Pelennor Fields	_	V3_23		Fortification.  To play, exert a [gondor] companion (or spot 3 knights). Each time the special ability of a Shadow support card is used, you may hinder a fortification to hinder that card.  Then you may exert X knights to hinder X other copies of that card with the same title.
