databaseId	name	imageUrl	cardBack	type	category	clan	group	capacity	discipline	poolCost	bloodCost	set	rarity	text	loadGroupId
demonicconfusionoftheeye	Demonic Confusion of the Eye	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-DemonicConfusionOfTheEye.jpg	nergal	Reaction	Reaction				Obfuscate			PrinceOfHell	Storyline Promo	[obf] Reduce a younger vampire's or an ally's bleed against you by 2.[OBF] Only usable during a referendum before any votes are cast. Not usable on a referendum that is automatically passing. The referendum fails. NOT FOR LEGAL PLAY	playerNLibrary
demonicfreakdrive	Demonic Freak Drive	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-DemonicFreakDrive.jpg	nergal	Action Modifier	Action Modifier				Fortitude		1	PrinceOfHell	Storyline Promo	[for] Only usable at the end of a successful action (after resolving the action). Unlock this vampire.[FOR] As above, but usable even if the action is blocked (play after combat, if any). NOT FOR LEGAL PLAY	playerNLibrary
demonicheraldoftopheth	Demonic Herald of Topheth	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-DemonicHeraldOfTopheth.jpg	nergal	Ally	Ally	Baali					3	PrinceOfHell	Storyline Promo	Demon with 5 life. 3 strength, 2 bleed, flight [FLIGHT].The Herald may enter combat with a ready minion controlled by another Methuselah as a (D) action. The Herald may play cards requiring basic Daimoinon [dai], Potence [pot] and/or Presence [pre] as a vampire with a capacity of 5. Any cost in blood is paid with his life. If a card would give him blood, give him life instead. If the Herald has less than 5 life during your unlock phase, add 1 life. During your influence phase, burn 1 pool or burn the Herald. NOT FOR LEGAL PLAY	playerNLibrary
demonicminiontap	Demonic Minion Tap	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-DemonicMinionTap.jpg	nergal	Master	Master							PrinceOfHell	Storyline Promo	Move any amount of blood from one of the vampires you control to your pool. NOT FOR LEGAL PLAY	playerNLibrary
demonicpulseofthecanaille	Demonic Pulse of the Canaille	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-DemonicPulseOfTheCanaille.jpg	nergal	Action	Action				Auspex		3	PrinceOfHell	Storyline Promo	+1 stealth action.[aus] For the remainder of this turn, you may look at all Methuselahs' hands.[AUS] Put this card on the acting vampire. The vampire with this card gets +2 bleed. A vampire can have only 1 Pulse of the Canaille. NOT FOR LEGAL PLAY	playerNLibrary
demonictrap	Demonic Trap	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-DemonicTrap.jpg	nergal	Combat	Combat							PrinceOfHell	Storyline Promo	Only usable before range is determined on the first round of combat.During the press step, if any Methuselah has played a card earlier in the current round or during the three previous rounds, the Trap automatically provides a press to continue (either combatant can press to end). NOT FOR LEGAL PLAY	playerNLibrary
formofdemoniccorruption	Form of Demonic Corruption	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-FormOfDemonicCorruption.jpg	nergal	Action	Action				Serpentis			PrinceOfHell	Storyline Promo	[ser] Put this card in play. Each time your prey gets the Edge anew, put a counter on this card. During your master phase, if the number of counters on this card equals or exceeds the amount of blood on a vampire controlled by your prey, you may burn this card to take control of that vampire. A Methuselah can have only one Form of Corruption in play.[SER] As above, and your prey burns 1 pool when you burn this card. NOT FOR LEGAL PLAY	playerNLibrary
greatercatatonicfear	Greater Catatonic Fear	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-GreaterCatatonicFear.jpg	nergal	Combat	Combat				Presence		1	PrinceOfHell	Storyline Promo	[pre] Strike: combat ends.[PRE] As above, and inflict 2 damage to the opposing minion once combat ends if the range is close. This vampire may burn 1 blood to unlock. NOT FOR LEGAL PLAY	playerNLibrary
greaterfacelessnight	Greater Faceless Night	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-GreaterFacelessNight.jpg	nergal	Action Modifier	Action Modifier				Obfuscate			PrinceOfHell	Storyline Promo	[obf] +1 stealth.[OBF] +2 stealth, and any vampire that attempts to block this action is locked when the block succeeds or when that vampire's controller decides not to block. NOT FOR LEGAL PLAY	playerNLibrary
greaterfearofthevoidbelow	Greater Fear of the Void Below	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-GreaterFearOfTheVoidBelow.jpg	nergal	Combat	Combat				Daimoinon/Obfuscate		1	PrinceOfHell	Storyline Promo	[obf] Maneuver.[dai] Only usable before range is determined. Each round of this combat defaults to long range, and this vampire gets an optional press each round, only usable to end combat.[DAI] As [dai] above, and the opposing minion's controller discards three cards at random from his or her hand during the initial strike resolution phase of each round. NOT FOR LEGAL PLAY	playerNLibrary
greaterhavenuncovered	Greater Haven Uncovered	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-GreaterHavenUncovered.jpg	nergal	Master	Master							PrinceOfHell	Storyline Promo	Put this card on a ready vampire. Any minion not controlled by that vampire's controller may enter combat with that vampire as a +1 stealth (D) action. That vampire can burn this card with two +1 stealth (D) actions. NOT FOR LEGAL PLAY	playerNLibrary
greaterrotschreck	Greater Rotschreck	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-GreaterRotschreck.jpg	nergal	Master	Master							PrinceOfHell	Storyline Promo	Out-of-turn. Frenzy.Put this card on a vampire when an opposing minion attempts to inflict aggravated damage on him or her, whether the damage would be successfully inflicted or not. Combat ends. This vampire is locked and sent to torpor. This vampire does not unlock as normal. During this vampire's next unlock phase, burn this card. You may play this card during your turn. NOT FOR LEGAL PLAY	playerNLibrary
greatertelepathiccounter	Greater Telepathic Counter	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-GreaterTelepathicCounter.jpg	nergal	Reaction	Reaction				Auspex			PrinceOfHell	Storyline Promo	[aus] +1 intercept.[AUS] Reduce a bleed against any Methuselah by 2. NOT FOR LEGAL PLAY	playerNLibrary
greatertelepathicmisdirection	Greater Telepathic Misdirection	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-GreaterTelepathicMisdirection.jpg	nergal	Reaction	Reaction				Auspex		1	PrinceOfHell	Storyline Promo	[aus] This reacting vampire gets +1 intercept.[AUS] Only usable when you are being bled. Choose another Methuselah other than the one controlling the minion bleeding you. The acting minion is now attempting to bleed that Methuselah. NOT FOR LEGAL PLAY	playerNLibrary
greaterundeadpersistence	Greater Undead Persistence	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-GreaterUndeadPersistence.jpg	nergal	Combat	Combat				Fortitude			PrinceOfHell	Storyline Promo	[for] Only usable when this vampire should go into torpor. This vampire gets an optional press and will not go to torpor until combat ends (although he or she is still considered wounded and can be burned as normal). If 3 rounds of combat pass with no cards played, combat ends. This vampire is sent into torpor after combat.[FOR] Prevent 4 damage. NOT FOR LEGAL PLAY	playerNLibrary
greaterwakewitheveningsfreshness	Greater Wake with Evenings Freshness	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-GreaterWakeWithEveningsFreshness.jpg	nergal	Reaction	Reaction							PrinceOfHell	Storyline Promo	Only usable by a locked vampire.This reacting vampire can use reaction cards and attempt to block as though unlocked until the current action is concluded. NOT FOR LEGAL PLAY	playerNLibrary
infernalconflagration	Infernal Conflagration	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-InfernalConflagration.jpg	nergal	Combat	Combat				Daimoinon/Potence		1	PrinceOfHell	Storyline Promo	[pot] Strike: 2R damage.[dai] Strike: 2R aggravated damage, with an optional maneuver.[DAI] As above, and this strike cannot be dodged. NOT FOR LEGAL PLAY	playerNLibrary
infernalcontagion	Infernal Contagion	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-InfernalContagion.jpg	nergal	Action	Action				Daimoinon			PrinceOfHell	Storyline Promo	+1 stealth action. Unique.[dai] Requires an infernal vampire. Put this card on the acting vampire. During each other Methuselah's unlock phase, he or she burns 2 pool if this vampire is ready.[DAI] As [dai] above, and once per combat this vampire can put a corruption counter on the opposing minion as a strike. If the number of corruption counters on the minion equals or exceeds the capacity of that vampire or the cost of that ally, you may burn all of your corruption counters on that minion to gain control of him or her after strike resolution (ending combat). NOT FOR LEGAL PLAY	playerNLibrary
infernalecstasy	Infernal Ecstasy	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-InfernalEcstasy.jpg	nergal	Reaction	Reaction				Serpentis			PrinceOfHell	Storyline Promo	[ser] Reduce a bleed against you by 2.[SER] As above, and if the bleed resolves for 0 (or less), the acting minion burns 2 blood or life at the end of the action. NOT FOR LEGAL PLAY	playerNLibrary
infernalperfectionist	Infernal Perfectionist	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-InfernalPerfectionist.jpg	nergal	Master	Master							PrinceOfHell	Storyline Promo	Archetype.Put this card on a vampire you control. Once per turn, when this vampire successfully performs an action and no reaction cards are played, he or she gains 1 blood after the action is resolved. A vampire can have only one archetype. Lock to move any number of cards from your ash heap to your library. Reshuffle afterwards. NOT FOR LEGAL PLAY	playerNLibrary
infernalpsychomachia	Infernal Psychomachia	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-InfernalPsychomachia.jpg	nergal	Action Modifier	Action Modifier				Daimoinon/Presence		1	PrinceOfHell	Storyline Promo	Only usable when an ally or younger vampire successfully blocks before lock the blocker.[pre] Cancel the current action and unlock this acting vampire. The blocking minion is not locked.[dai] +1 stealth. The block fails. The blocking minion cannot attempt to block this action again.[DAI] As [dai] above, and the blocking minion takes 2 damage (damage not preventable). NOT FOR LEGAL PLAY	playerNLibrary
infernalregeneration	Infernal Regeneration	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-InfernalRegeneration.jpg	nergal	Action	Action				Fortitude			PrinceOfHell	Storyline Promo	+1 stealth action.[for] The acting vampire gains 4 blood from the blood bank. (Remove excess blood.)[FOR] As above, but the acting vampire gains 5 blood from the blood bank. NOT FOR LEGAL PLAY	playerNLibrary
infernalruinsofcharizel	Infernal Ruins of Charizel	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-InfernalRuinsOfCharizel.jpg	nergal	Master	Master	Baali						PrinceOfHell	Storyline Promo	Unique location.Put pool you burn for the infernal penalty of your infernal minion on this card. Once each action, you may burn X counters from this card to reduce a bleed against you by X. Burn all counters from this card during your predator's discard phase. Lock to move any number of cards from your ash heap to your library. Reshuffle afterwards. NOT FOR LEGAL PLAY	playerNLibrary
nergalcallsthegreatbeast	Nergal Calls the Great Beast	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-NergalCallsTheGreatBeast.jpg	nergal	Action	Action	Baali					1	PrinceOfHell	Storyline Promo	+1 stealth action.Put this card on the acting Baali and put X ritual counters on it, where X is the capacity of this Baali. This Baali may put a ritual counter on this card as a +1 stealth action. When this card has more than 10 ritual counters, burn this Baali and choose three Disciplines. This card becomes a unique clanless independent infernal vampire with 9 capacity, 4 strength and 3 bleed. The Great Beast has the chosen three Disciplines at superior. Move 9 blood to him from the blood bank. The Great Beast can enter combat with any ready minion controlled by another Methuselah as a (D) action and can prevent 1 damage each combat. NOT FOR LEGAL PLAY	playerNLibrary
nergalignoresthesearingflames	Nergal Ignores the Searing Flames	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-NergalIgnoresTheSearingFlames.jpg	nergal	Combat	Combat				Daimoinon/Serpentis			PrinceOfHell	Storyline Promo	[ser] This vampire treats all aggravated damage from the opposing minion's strike as normal damage. Only usable when an opposing minion inflicts aggravated damage to this vampire.[dai] Prevent all aggravated damage from the opposing minion's strike.[DAI] This vampire is immune to aggravated damage for the remainder of the combat. NOT FOR LEGAL PLAY	playerNLibrary
nergalprinceofhell	Nergal, Prince of Hell	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-NergalPrinceOfHell.jpg	nergalCrypt	Vampire	Vampire	Baali	5	4	AUS DAI FOR OBF PRE SER THA			PrinceOfHell	Storyline Promo	Independent: Nergal's capacity is increased by 6 while he is controlled. Cards cost Nergal one less blood to play. If Nergal would leave your controlled region, place him in your uncontrolled region instead. +2 bleed. Infernal. NOT FOR LEGAL PLAY	playerNCrypt
nergalsblooddoll	Nergal's Blood Doll	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-NergalsBloodDoll.jpg	nergal	Master	Master							PrinceOfHell	Storyline Promo	Trifle.Put this card on a vampire you control. During his or her master phase, the Methuselah controlling the vampire with this card may move up to 2 blood from the vampire to his or her blood pool or from his or her blood pool to the vampire. Lock to move any number of cards from your ash heap to your library. Reshuffle afterwards. NOT FOR LEGAL PLAY	playerNLibrary
nergalsconcordance	Nergal's Concordance	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-NergalsConcordance.jpg	nergal	Action	Action				Daimoinon/Serpentis		1	PrinceOfHell	Storyline Promo	+1 stealth action.[ser] (D) Bleed. If more than 1 pool is bled with this action, ignore the excess.[dai] Requires an infernal vampire. Put this card on this} vampire. This vampire treats aggravated damage as normal damage and gets} +1 strength and -1 stealth.[DAI] As [dai] above, and this vampire gets} flight [FLIGHT]. During your influence phase, this vampire can} burn 1 blood to unlock. NOT FOR LEGAL PLAY	playerNLibrary
nergalsfragmentofthebookofnod	Nergal's Fragment of the Book of Nod	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-NergalsFragmentOfTheBookOfNod.jpg	nergal	Master	Master							PrinceOfHell	Storyline Promo	Unique.Lock to draw two cards from your library. Discard down to your maximum hand size. Lock to move any number of cards from your ash heap to your library. Reshuffle afterwards. NOT FOR LEGAL PLAY	playerNLibrary
nergalsgiantsblood	Nergal's Giant's Blood	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-NergalsGiantsBlood.jpg	nergal	Master	Master							PrinceOfHell	Storyline Promo	Restore a vampire to full capacity with blood from the blood bank. NOT FOR LEGAL PLAY	playerNLibrary
rutorsinfernalhand	Rutor's Infernal Hand	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-RutorsInfernalHand.jpg	nergal	Action	Action				Thaumaturgy		1	PrinceOfHell	Storyline Promo	[tha] Put this card on the acting vampire. The vampire takes 1 aggravated damage (damage not preventable). Beginning with your next turn, the vampire gets one additional unlock during each of your minion phases for the remainder of the game. A vampire can have only one Rutor's Hand.[THA] As above, but the aggravated damage may be prevented by burning 1 additional blood. NOT FOR LEGAL PLAY	playerNLibrary
sensetheinfernalsin	Sense the Infernal Sin	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-SenseTheInfernalSin.jpg	nergal	Reaction/Action Modifier	Action Modifier				Daimoinon/Auspex			PrinceOfHell	Storyline Promo	[aus] [REACTION] Only usable when a younger vampire is acting. +2 intercept.[dai] [REACTION] +2 intercept, +3 intercept if the acting minion has a corruption counter.[DAI] [ACTION MODIFIER] After playing this card, you cannot play another action modifier to further increase the bleed for this action. +3 bleed. Minions with corruption counters get -2 intercept when attempting to block this action. NOT FOR LEGAL PLAY	playerNLibrary
skinoftheinfernaladder	Skin of the Infernal Adder	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-SkinOfTheInfernalAdder.jpg	nergal	Combat	Combat				Serpentis		1	PrinceOfHell	Storyline Promo	[ser] Play before range is determined. This vampire may prevent 2 damage each round. A vampire can play only one skin of the Adder each combat.[SER] As above, and this vampire's hand strikes inflict two additional points of damage for the remainder of combat. NOT FOR LEGAL PLAY	playerNLibrary
swallowedbythedemonicnight	Swallowed by the Demonic Night	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-SwallowedByTheDemonicNight.jpg	nergal	Action Modifier/Combat	Action Modifier				Obfuscate			PrinceOfHell	Storyline Promo	This card may be used as an action modifier card or a combat card.[obf] [ACTION MODIFIER] +2 stealth.[OBF] [COMBAT] Maneuver, with an optional press. NOT FOR LEGAL PLAY	playerNLibrary
walkofinfernalflame	Walk of Infernal Flame	vampire-the-eternal-struggle/princeofhell/Vtes-PrinceOfHell-WalkOfInfernalFlame.jpg	nergal	Combat	Combat				Thaumaturgy			PrinceOfHell	Storyline Promo	[tha] Strike: 1R damage, aggravated.[THA] Strike: 2R damage, aggravated. NOT FOR LEGAL PLAY	playerNLibrary
agonisingfury	Agonising Fury	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-AgonisingFury.jpg	library	Combat	Combat							Ragnarok	Storyline Promo	Requires a werewolf. Only usable after strike resolution. Only usable at close range. If any damage was inflicted to this werewolf by the opposing minion at close range, this werewolf gets 1 additional strike. NOT FOR LEGAL PLAY	playerNLibrary
caern	Caern	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-Caern.jpg	library	Master	Master					1		Ragnarok	Storyline Promo	Unique location. Werewolf allies cost you 1 less pool to recruit. NOT FOR LEGAL PLAY	playerNLibrary
carlagrimsson	Carla Grimsson	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-CarlaGrimsson.jpg	library	Ally	Ally					3		Ragnarok	Storyline Promo	Unique werewolf with 3 life. 1 strength, 1 bleed. Carla can move a card requiring a werewolf from your ash heap to your hand as a +1 stealth action (discard down afterwards). If Carla has 2 or less life during your unlock phase, she gains 1 life. NOT FOR LEGAL PLAY	playerNLibrary
fangjumper	Fang Jumper	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-FangJumper.jpg	library	Ally	Ally					2		Ragnarok	Storyline Promo	Unique werewolf with 2 life. 1 strength, 1 bleed. NOT FOR LEGAL PLAY	playerNLibrary
garmrhoundofhel	Garmr, Hound of Hel	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-GarmrHoundOfHel.jpg	library	Ally	Ally							Ragnarok	Storyline Promo	Adversary with 5 life. 2 strength. Damage from Garmr's hand strikes is aggravated. Animal retainers employed by a minion in combat with Garmr lose their abilities until the end of combat. Each Methuselah gets -1 hand size. NOT FOR LEGAL PLAY	playerNLibrary
gerihungrywolf	Geri, Hungry Wolf	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-GeriHungryWolf.jpg	library	Retainer	Retainer							Ragnarok	Storyline Promo	Reward. Unique animal with 3 life. During your unlock phase, employer gains 1 blood. Geri inflicts 1 damage each round of combat during normal strike resolution (at close range). NOT FOR LEGAL PLAY	playerNLibrary
gjallahornhornofheimdall	Gjallahorn, Horn of Heimdall	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-GjallahornHornOfHeimdall.jpg	library	Equipment	Equipment							Ragnarok	Storyline Promo	Reward. Unique. Lock Gjallahorn to unlock any minion. NOT FOR LEGAL PLAY	playerNLibrary
golgolfangsfirst	Golgol Fangs First	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-GolgolFangsFirst.jpg	library	Ally	Ally					4		Ragnarok	Storyline Promo	Unique werewolf with 5 life. 3 strength, 1 bleed. If you control a vampire of capacity 8 or more, burn Golgol. Golgol can enter combat with any minion as a (D) action. While Golgol is in combat, you get +1 hand size. If Golgol has 4 or less life during your unlock phase, he gains 1 life. NOT FOR LEGAL PLAY	playerNLibrary
gungnirodinsspear	Gungnir, Odin's Spear	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-GungnirOdinsSpear.jpg	library	Equipment	Equipment							Ragnarok	Storyline Promo	Reward. Unique weapon. Strike: strength ranged damage. NOT FOR LEGAL PLAY	playerNLibrary
guntheroddeye	Gunther Odd Eye	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-GuntherOddEye.jpg	library	Ally	Ally					3		Ragnarok	Storyline Promo	Unique werewolf with 4 life. 2 strength, 1 bleed. After a combat between a werewolf you control and another minion, lock Gunther to start a new combat between Gunther and that minion. If Gunther has 3 or less life during your unlock phase, he gains 1 life. NOT FOR LEGAL PLAY	playerNLibrary
hatimoonchaser	Hati, Moon-Chaser	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-HatiMoonChaser.jpg	library	Ally	Ally							Ragnarok	Storyline Promo	Adversary with 7 life. 2 Strength. After the end of combat, Hati is restored to his starting life. During their unlock phase, each Methuselah locks an ally they controls. NOT FOR LEGAL PLAY	playerNLibrary
helmistressoftheunderworld	Hel, Mistress of the Underworld	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-HelMistressOfTheUnderworld.jpg	library	Ally	Ally							Ragnarok	Storyline Promo	Adversary with 5 life. 1 strength. Range is set to long when a minion is in combat with Hel. All wraiths, zombies and mummies in play lose their abilities and have their bleed reduced to zero. NOT FOR LEGAL PLAY	playerNLibrary
huginnraven	Huginn, Raven	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-HuginnRaven.jpg	library	Retainer	Retainer							Ragnarok	Storyline Promo	Reward. Unique animal with 2 life. Employer gets +1 intercept. Huginn inflicts 1R damage each round of combat during normal strike resolution. NOT FOR LEGAL PLAY	playerNLibrary
jormungandrmidgardserpent	Jormungandr, Midgard Serpent	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-JormungandrMidgardSerpent.jpg	library	Ally	Ally							Ragnarok	Storyline Promo	Adversary with 7 life. 2 strength. Jormungadr has 1 additional strike each round. Jormungadr prevents 1 damage each round. During their unlock phase, each Methuselah burns a location they controls, or repays its cost. NOT FOR LEGAL PLAY	playerNLibrary
kinfolkcontact	Kinfolk Contact	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-KinfolkContact.jpg	library	Ally	Ally							Ragnarok	Storyline Promo	Mortal with 1 life. 1 strength, 0 bleed. Kinfolk Contact can search your library for a werewolf ally and move it to your hand as a +1 stealth action (shuffle and discard down afterwards). NOT FOR LEGAL PLAY	playerNLibrary
kingofthebeasts	King of the Beasts	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-KingOfTheBeasts.jpg	library	Action	Action							Ragnarok	Storyline Promo	+1 stealth action. Requires a werewolf. (D) Move all animal retainers on a minion to this werewolf. NOT FOR LEGAL PLAY	playerNLibrary
kraken	Kraken	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-Kraken.jpg	library	Ally	Ally							Ragnarok	Storyline Promo	Adversary with 9 life. 2 strength. Minions opposing Kraken in combat cannot strike: dodge or strike: combat ends. Kraken gets 1 additional strike each round. During their unlock phase, each Methuselah locks a vampire of capacity 4 or less they controls. NOT FOR LEGAL PLAY	playerNLibrary
laevateinnswordoffreya	Laevateinn, Sword of Freya	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-LaevateinnSwordOfFreya.jpg	library	Equipment	Equipment							Ragnarok	Storyline Promo	Reward. Unique weapon. Strike: Strength +1 damage. Damage inflicted on a Kiasyd by this weapon is aggravated. Minions opposing bearer cannot strike: dodge. NOT FOR LEGAL PLAY	playerNLibrary
lokitrickstergod	Loki, Trickster God	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-LokiTricksterGod.jpg	library	Ally	Ally							Ragnarok	Storyline Promo	Adversary with 5 life. 2 strength. Loki must strike: dodge, if able. Loki prevents 1 damage each round. During their unlock phase, each Methuselah discards 1 card at random from they hand, and removes that card from the game. NOT FOR LEGAL PLAY	playerNLibrary
lunasarmour	Luna's Armour	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-LunasArmour.jpg	library	Combat	Combat							Ragnarok	Storyline Promo	Requires a werewolf. Prevent all damage from the opposing minion's strikes during this round of combat. NOT FOR LEGAL PLAY	playerNLibrary
lunasblessing	Luna's Blessing	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-LunasBlessing.jpg	library	Master	Master							Ragnarok	Storyline Promo	Trifle. Put this card on a werewolf you control. If this werewolf is the target of a (D) action, you can burn this card to make the action fail and to inflict 2 unpreventable damage on the acting minion. NOT FOR LEGAL PLAY	playerNLibrary
mjolnirthorshammer	Mjolnir, Thor's Hammer	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-MjolnirThorsHammer.jpg	library	Equipment	Equipment							Ragnarok	Storyline Promo	Reward. Unique weapon. Strike: strength damage. Damage inflicted by this weapon cannot be prevented. NOT FOR LEGAL PLAY	playerNLibrary
motherstouch	Mother's Touch	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-MothersTouch.jpg	library	Action	Action							Ragnarok	Storyline Promo	+1 stealth action. Requires a werewolf. (D) Choose a werewolf. That werewolf gains 2 life. NOT FOR LEGAL PLAY	playerNLibrary
muninnraven	Muninn, Raven	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-MuninnRaven.jpg	library	Retainer	Retainer							Ragnarok	Storyline Promo	Reward. Unique animal with 2 life. Employer gets +1 intercept. While this minion is in combat, the controller of the opposing minion plays with an open hand. NOT FOR LEGAL PLAY	playerNLibrary
nidhoggthehungryworm	Nidhogg, the Hungry Worm	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-NidhoggTheHungryWorm.jpg	library	Ally	Ally							Ragnarok	Storyline Promo	Adversary with 7 life. 2 strength. Nidhogg prevents 1 damage each round. Minions opposing Nidhogg cannot press to continue combat. Hunt actions get -1 stealth. Vampires cannot hunt unless forced to. NOT FOR LEGAL PLAY	playerNLibrary
razorclaws	Razor Claws	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-RazorClaws.jpg	library	Combat	Combat							Ragnarok	Storyline Promo	Requires a werewolf. This round, this werewolf gets +1 strength and damage done to vampires from they hand strikes is aggravated. A werewolf can play only one Razor Claws each round. NOT FOR LEGAL PLAY	playerNLibrary
rogerdaly	Roger Daly	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-RogerDaly.jpg	library	Ally	Ally					3		Ragnarok	Storyline Promo	Unique werewolf with 3 life, 1 strength, 2 bleed. Once each round, before range is chosen, Roger can burn an equipment on the opposing minion. If Roger has 2 or less life during your unlock phase, he gains 1 life. NOT FOR LEGAL PLAY	playerNLibrary
scarthroatleechkiller	Scar Throat Leech Killer	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-ScarThroatLeechKiller.jpg	library	Ally	Ally					3		Ragnarok	Storyline Promo	Unique werewolf with 3 life. 2 strength, 0 bleed. Once each turn, Scar must enter combat with a vampire as a (D) action. If a vampire opposing Scar is burned or sent to torpor, Scar unlocks at the end of the action. If Scar has 2 or less life during your unlock phase, he gains 1 life. NOT FOR LEGAL PLAY	playerNLibrary
sensewyrm	Sense Wyrm	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-SenseWyrm.jpg	library	Reaction	Reaction							Ragnarok	Storyline Promo	Requires a werewolf. Only usable when attempting to block a vampire, a ghoul or a demon. Usable even if intercept is not needed. +2 intercept, and this werewolf gets +1 strength in the resulting combat if they blocks. NOT FOR LEGAL PLAY	playerNLibrary
skollsunchaser	Skoll, Sun-Chaser	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-SkollSunChaser.jpg	library	Ally	Ally							Ragnarok	Storyline Promo	Adversary with 7 life. 2 strength. After the end of combat, Skoll is restored to his starting life. During their unlock phase, each Methuselah chooses either to burn 1 pool or to lose all transfers during they next influence phase. NOT FOR LEGAL PLAY	playerNLibrary
sleipnirgreatestofsteeds	Sleipnir, Greatest of Steeds	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-SleipnirGreatestOfSteeds.jpg	library	Retainer	Retainer							Ragnarok	Storyline Promo	Reward. Unique animal with 3 life. Employer can lock Sleipnir to get +1 stealth or +1 intercept. NOT FOR LEGAL PLAY	playerNLibrary
sonofmoonlight	Son-of-Moonlight	vampire-the-eternal-struggle/ragnarok/Vtes-Ragnarok-SonOfMoonlight.jpg	library	Ally	Ally					3		Ragnarok	Storyline Promo	Unique werewolf with 3 life. 2 strength, 1 bleed. Son-of-Moonlight gets +1 stealth on bleed actions. If Son-of-Moonlight has 2 or less life during your unlock phase, he gains 1 life. NOT FOR LEGAL PLAY	playerNLibrary
